annual_return,max_drawdown,sharpe,total_return,month_win_rate,avg_day_return,trade_days,variant
-0.37734904437655703,-0.5829168582584809,-1.2323910363706516,-0.41370391171213383,0.21428571428571427,-0.0015679469831875361,284,A
-0.3400970486471857,-0.4642075217379388,-1.5656116033919178,-0.3740251207179659,0.35714285714285715,-0.001427922036591088,284,B
-0.49925951302866156,-0.6542001258891141,-1.403216238756413,-0.5413638435366721,0.14285714285714285,-0.0023882785248862796,284,C
