date,symbol,combo_id,state_code,state,score,entry,close,stock_name,pattern_ok,pe_ttm,pb,fair_price,upside,upside_raw,undervalued,pe_ref,industry,close_basic
2026-04-24,600415,4,watch,观察,0.0,False,12.67,小商品城,False,16.5481,3.0441,35.305415727485325,1.5,1.6645596775460625,True,44.0934,商品城,13.25
2026-04-24,600543,6,candidate,止跌缩量候选,6.0,False,4.8,*ST莫高,False,,,,,,False,,,
2026-04-24,600576,6,watch,观察,0.0,False,5.81,祥源文旅,False,31.8111,2.0627,12.936930411082924,1.2266661636975775,1.2266661636975775,True,70.8327,旅游景点,5.81
2026-04-24,600597,4,watch,观察,0.0,False,7.43,光明乳业,False,,1.1154,,,,False,44.0934,乳制品,7.43
2026-04-24,600600,4,watch,观察,0.0,False,59.04,青岛啤酒,False,18.3395,2.7454,148.29635006406934,1.404285831129529,1.404285831129529,True,44.0934,啤酒,61.68
2026-04-24,600712,4,watch,观察,0.0,False,5.75,南宁百货,False,,4.146,,,,False,44.0934,百货,5.75
2026-04-24,600730,6,watch,观察,0.0,False,8.21,*ST高科,False,569.4758,2.6882,0.6356842801748556,-0.7716793633513241,-0.9225719512576303,False,44.0934,文教休闲,8.21
2026-04-24,600749,6,watch,观察,0.0,False,18.3,西藏旅游,False,142.2287,3.8604,9.113761216969571,-0.5019802613677831,-0.5019802613677831,False,70.8327,旅游景点,18.3
2026-04-24,600783,6,watch,观察,0.0,False,22.57,鲁信创投,False,97.6466,3.5585,13.83725454854547,-0.38881384502891037,-0.38881384502891037,False,59.68025,专用机械,22.64
2026-04-24,600809,4,watch,观察,0.0,False,135.1,山西汾酒,False,14.1409,4.3694,228.46823840773925,0.6094979810337391,0.6094979810337391,True,22.75975,白酒,141.95
2026-04-24,600814,4,watch,观察,0.0,False,7.6,杭州解百,False,25.183,1.5125,13.464569193503555,0.7509192709367432,0.7509192709367432,True,44.0934,百货,7.69
2026-04-24,600826,6,candidate,止跌缩量候选,6.0,False,10.08,兰生股份,False,23.303,1.6696,19.52726636055444,0.8921769729219415,0.8921769729219415,True,44.0934,文教休闲,10.32
2026-04-24,600827,4,watch,观察,0.0,False,7.94,百联股份,False,22.9001,0.7088,15.596287352456978,0.9254675743774048,0.9254675743774048,True,44.0934,超市连锁,8.1
2026-04-24,600841,6,candidate,止跌缩量候选,6.0,False,9.45,动力新科,False,4.5665,2.0552,91.24770174093945,1.5,8.655841454067668,True,44.0934,汽车配件,9.45
2026-04-24,600883,6,watch,观察,0.0,False,8.09,博闻科技,False,79.9356,1.9378,4.479085764040053,-0.44838845270442695,-0.44838845270442695,False,44.0934,种植业,8.12
2026-04-24,600965,6,watch,观察,0.0,False,5.22,*ST福成,False,55.829,1.9644,4.16434057568647,-0.20223360619033126,-0.20223360619033126,False,44.5385,农业综合,5.22
2026-04-24,601007,4,watch,观察,0.0,False,8.11,金陵饭店,False,50.9087,2.0092,7.171531624260686,-0.13387299223904758,-0.13387299223904758,False,44.0934,酒店餐饮,8.28
2026-04-24,601949,4,watch,观察,0.0,False,6.16,中国出版,False,21.0098,1.2397,13.179875677064992,1.0987063180039796,1.0987063180039796,True,44.0934,出版业,6.28
2026-04-24,601956,6,candidate,止跌缩量候选,6.0,False,5.9,东贝集团,False,49.3223,1.4934,5.39072999434333,-0.10601492631122222,-0.10601492631122222,False,44.0934,家用电器,6.03
2026-04-24,603020,6,candidate,止跌缩量候选,6.0,False,10.57,爱普股份,False,47.0507,1.244,7.527887470324565,-0.29315610607281084,-0.29315610607281084,False,33.2575,食品,10.65
2026-04-24,603031,6,candidate,止跌缩量候选,6.0,False,37.71,安孚科技,False,62.5067,5.2045,38.649894907265946,-0.2945812208931202,-0.2945812208931202,False,44.0934,电气设备,54.79
2026-04-24,603043,4,watch,观察,0.0,False,14.99,广州酒家,False,17.9846,2.2292,28.53348003291705,0.8492210001890506,0.8492210001890506,True,33.2575,食品,15.43
2026-04-24,603081,6,candidate,止跌缩量候选,6.0,False,11.6,大丰实业,False,83.8611,1.5435,8.312141386173089,-0.2883440594029889,-0.2883440594029889,False,59.68025,专用机械,11.68
