annual_return,max_drawdown,sharpe,total_return,month_win_rate,avg_day_return,trade_days,variant
-0.3307622117601493,-0.4071658928277412,-1.6923116249265722,-0.36403686488294384,0.2857142857142857,-0.0012632283930155439,284,A
-0.06655013604091209,-0.2285816038596885,-0.31805998878717784,-0.07467770124882711,0.5,6.721759674039525e-05,284,B
-0.30602440359339034,-0.3753582100270655,-1.707026091357399,-0.33748238406115416,0.21428571428571427,-0.0011311850909159244,284,C
