date,variant,symbol,name,weight,state,state_code,upside,fair_price,close,factor,side
2025-06-06,A,603389,亚振家居,0.125,建仓,entry,,,9.49,5056.0,long
2025-06-06,A,002515,金字火腿,0.125,缩量回踩确认,confirming,-0.7198512110485048,1.6668852942613965,6.05,4048.0,long
2025-06-06,A,000929,兰州黄河,0.125,缩量回踩确认,confirming,,,8.49,4042.0,long
2025-06-06,A,605016,百龙创园,0.125,缩量回踩确认,confirming,0.0,27.17,20.58,4036.0,long
2025-06-06,A,000980,众泰汽车,0.125,止跌缩量候选,candidate,,,2.05,2006.0,long
2025-06-06,A,001215,千味央厨,0.125,止跌缩量候选,candidate,-0.20654264286385238,23.311777152660017,29.38,2006.0,long
2025-06-06,A,002194,武汉凡谷,0.125,止跌缩量候选,candidate,-0.795285897312298,3.1096474880363885,15.67,2006.0,long
2025-06-06,A,002534,西子洁能,0.125,止跌缩量候选,candidate,-0.024700346944373064,11.00138008646747,11.23,2006.0,long
2025-06-06,A,002650,ST加加,-0.125,作废,invalid,,,7.78,5.0,short
2025-06-06,A,002682,龙洲股份,-0.125,作废,invalid,,,4.69,5.0,short
2025-06-06,A,002696,百洋股份,-0.125,作废,invalid,,,6.07,5.0,short
2025-06-06,A,002967,广电计量,-0.125,作废,invalid,0.3477720529218342,22.224761152681044,16.22,5.0,short
2025-06-06,A,600730,*ST高科,-0.125,作废,invalid,-0.577782129391235,2.727527444132622,6.46,5.0,short
2025-06-06,A,600783,鲁信创投,-0.125,作废,invalid,0.0259839732530609,12.763240627268077,12.33,5.0,short
2025-06-06,A,600841,动力新科,-0.125,作废,invalid,,,5.72,5.0,short
2025-06-06,A,603020,爱普股份,-0.125,作废,invalid,0.4793665717261655,13.166362488362873,8.88,5.0,short
2025-06-13,A,603389,亚振家居,0.125,建仓,entry,,,9.49,5056.0,long
2025-06-13,A,000929,兰州黄河,0.125,缩量回踩确认,confirming,,,8.49,4036.0,long
2025-06-13,A,605016,百龙创园,0.125,缩量回踩确认,confirming,0.0,20.86,20.58,4036.0,long
2025-06-13,A,000980,众泰汽车,0.125,止跌缩量候选,candidate,,,2.1,2006.0,long
2025-06-13,A,001215,千味央厨,0.125,止跌缩量候选,candidate,-0.1870346780619262,23.267067513867673,28.62,2006.0,long
2025-06-13,A,001313,粤海饲料,0.125,止跌缩量候选,candidate,,,7.66,2006.0,long
2025-06-13,A,002194,武汉凡谷,0.125,止跌缩量候选,candidate,-0.7875141513113896,3.044922211707787,14.33,2006.0,long
2025-06-13,A,002515,金字火腿,0.125,止跌缩量候选,candidate,-0.7086353082622523,1.6636923898225393,5.7,2006.0,long
2025-06-13,A,002695,煌上煌,-0.125,作废,invalid,-0.681418613207641,2.985107594244404,9.29,5.0,short
2025-06-13,A,002696,百洋股份,-0.125,作废,invalid,,,6.07,5.0,short
2025-06-13,A,600543,*ST莫高,-0.125,作废,invalid,,,5.44,5.0,short
2025-06-13,A,600783,鲁信创投,-0.125,作废,invalid,0.018144176311996052,12.492629043348192,12.16,5.0,short
2025-06-13,A,600841,动力新科,-0.125,作废,invalid,,,5.41,5.0,short
2025-06-13,A,603020,爱普股份,-0.125,作废,invalid,0.4815234430997888,13.141112940295125,8.88,5.0,short
2025-06-13,A,603777,来伊份,-0.125,作废,invalid,,,13.19,5.0,short
2025-06-13,A,603779,威龙股份,-0.125,作废,invalid,-0.7882921830777613,0.05475515063275096,7.17,5.0,short
2025-06-20,A,000929,兰州黄河,0.125,缩量回踩确认,confirming,,,8.49,4036.0,long
2025-06-20,A,001215,千味央厨,0.125,止跌缩量候选,candidate,-0.2168775659708132,21.582854281844387,27.56,2006.0,long
2025-06-20,A,002515,金字火腿,0.125,止跌缩量候选,candidate,-0.719406908324584,1.5432620042147878,5.49,2006.0,long
2025-06-20,A,002534,西子洁能,0.125,止跌缩量候选,candidate,-0.04031697160001968,10.518125991263785,10.91,2006.0,long
2025-06-20,A,601956,东贝集团,0.125,止跌缩量候选,candidate,0.11185675201370815,6.982460402646088,6.15,2006.0,long
2025-06-20,A,603391,力聚热能,0.125,止跌缩量候选,candidate,1.1620962852653327,91.67023579553718,37.33,2006.0,long
2025-06-20,A,603636,南威软件,0.125,止跌缩量候选,candidate,,,11.36,2006.0,long
2025-06-20,A,603668,天马科技,0.125,止跌缩量候选,candidate,-0.7859213948888751,2.5535157089022635,12.58,2006.0,long
2025-06-20,A,600883,博闻科技,-0.125,作废,invalid,0.08315414855426573,7.961182991873852,7.26,5.0,short
2025-06-20,A,603020,爱普股份,-0.125,作废,invalid,0.3773886604962018,12.189889645391386,8.68,5.0,short
2025-06-20,A,603466,风语筑,-0.125,作废,invalid,,,9.21,5.0,short
2025-06-20,A,603660,苏州科达,-0.125,作废,invalid,,,6.71,5.0,short
2025-06-20,A,603721,中广天择,-0.125,作废,invalid,,,18.68,5.0,short
2025-06-20,A,603777,来伊份,-0.125,作废,invalid,,,12.6,5.0,short
2025-06-20,A,603779,威龙股份,-0.125,作废,invalid,-0.7859213948888751,0.05357234576417242,7.07,5.0,short
2025-06-20,A,605016,百龙创园,-0.125,作废,invalid,0.0,19.35,20.58,5.0,short
2025-06-27,A,000430,张家界,0.125,止跌缩量候选,candidate,,,6.73,2006.0,long
2025-06-27,A,001215,千味央厨,0.125,止跌缩量候选,candidate,-0.219893146552826,22.162835706434215,28.41,2006.0,long
2025-06-27,A,002515,金字火腿,0.125,止跌缩量候选,candidate,-0.7200118538743912,1.5847329070709462,5.65,2006.0,long
2025-06-27,A,002967,广电计量,0.125,止跌缩量候选,candidate,0.29201371353785066,22.158035187174136,16.87,2006.0,long
2025-06-27,A,600543,*ST莫高,0.125,止跌缩量候选,candidate,,,6.25,2006.0,long
2025-06-27,A,600783,鲁信创投,0.125,止跌缩量候选,candidate,0.016498968351938537,12.706237104399232,12.39,2006.0,long
2025-06-27,A,603391,力聚热能,0.125,止跌缩量候选,candidate,1.2013916259671313,95.45312602093722,38.23,2006.0,long
2025-06-27,A,605589,圣泉集团,0.125,止跌缩量候选,candidate,0.4474783052171072,40.225422101983405,27.5,2006.0,long
2025-06-27,A,603020,爱普股份,-0.125,作废,invalid,0.37252520891239604,12.51742990528105,8.68,5.0,short
2025-06-27,A,603466,风语筑,-0.125,作废,invalid,,,9.72,5.0,short
2025-06-27,A,603636,南威软件,-0.125,作废,invalid,,,12.15,5.0,short
2025-06-27,A,603660,苏州科达,-0.125,作废,invalid,,,7.14,5.0,short
2025-06-27,A,603668,天马科技,-0.125,作废,invalid,-0.7958759135566104,2.6573695820452463,13.39,5.0,short
2025-06-27,A,603721,中广天择,-0.125,作废,invalid,,,18.9,5.0,short
2025-06-27,A,603777,来伊份,-0.125,作废,invalid,,,13.02,5.0,short
2025-06-27,A,603779,威龙股份,-0.125,作废,invalid,-0.7958759135566104,0.05575119219641018,7.34,5.0,short
2025-07-04,A,002534,西子洁能,0.125,缩量回踩确认,confirming,-0.033075531145478454,11.129300636515543,11.46,4042.0,long
2025-07-04,A,002515,金字火腿,0.125,试仓·放量破压,trial,-0.7132516756531452,1.7290923958115347,6.02,3038.0,long
2025-07-04,A,002967,广电计量,0.125,止跌缩量候选,candidate,0.28524913130351703,22.4018923586203,17.14,2006.0,long
2025-07-04,A,600543,*ST莫高,0.125,止跌缩量候选,candidate,,,6.57,2006.0,long
2025-07-04,A,600783,鲁信创投,0.125,止跌缩量候选,candidate,0.03541850272552738,12.911668728987326,12.36,2006.0,long
2025-07-04,A,603391,力聚热能,0.125,止跌缩量候选,candidate,1.229517649213487,96.99656856481678,38.25,2006.0,long
2025-07-04,A,605589,圣泉集团,0.125,止跌缩量候选,candidate,0.41849503145649947,40.66825255185784,28.37,2006.0,long
2025-07-04,A,000008,神州高铁,0.125,观察,watch,,,2.78,1000.0,long
2025-07-04,A,600749,西藏旅游,-0.125,作废,invalid,-0.2373324823850631,8.961343331975508,11.75,5.0,short
2025-07-04,A,600841,动力新科,-0.125,作废,invalid,,,6.15,5.0,short
2025-07-04,A,603466,风语筑,-0.125,作废,invalid,,,9.88,5.0,short
2025-07-04,A,603636,南威软件,-0.125,作废,invalid,,,12.73,5.0,short
2025-07-04,A,603660,苏州科达,-0.125,作废,invalid,,,7.02,5.0,short
2025-07-04,A,603668,天马科技,-0.125,作废,invalid,-0.7961595539690363,2.6866170786881023,13.18,5.0,short
2025-07-04,A,603777,来伊份,-0.125,作废,invalid,,,12.88,5.0,short
2025-07-04,A,603779,威龙股份,-0.125,作废,invalid,-0.7963006611288568,0.05636480797559403,7.58,5.0,short
2025-07-11,A,002534,西子洁能,0.125,建仓,entry,-0.016489623829601063,11.457895882385149,11.75,5062.0,long
2025-07-11,A,603391,力聚热能,0.125,缩量回踩确认,confirming,1.2172805872826489,99.8601948422077,39.17,4042.0,long
2025-07-11,A,605589,圣泉集团,0.125,缩量回踩确认,confirming,0.4259287035648218,41.052487375631216,28.48,4036.0,long
2025-07-11,A,002967,广电计量,0.125,试仓·放量破压,trial,0.26050962993183413,22.613542760977104,17.76,3038.0,long
2025-07-11,A,600783,鲁信创投,0.125,试仓·放量破压,trial,0.01705198548188913,13.292869450248292,13.03,3032.0,long
2025-07-11,A,002354,天娱数科,0.125,止跌缩量候选,candidate,,,6.49,2006.0,long
2025-07-11,A,002650,ST加加,0.125,止跌缩量候选,candidate,,,6.18,2006.0,long
2025-07-11,A,002696,百洋股份,0.125,止跌缩量候选,candidate,,,6.26,2006.0,long
2025-07-11,A,002682,龙洲股份,-0.125,作废,invalid,,,4.91,5.0,short
2025-07-11,A,600576,祥源文旅,-0.125,作废,invalid,0.45637955902358285,11.723855450139842,8.05,5.0,short
2025-07-11,A,600749,西藏旅游,-0.125,作废,invalid,-0.25341901763211583,8.996300837533004,12.05,5.0,short
2025-07-11,A,600841,动力新科,-0.125,作废,invalid,,,6.04,5.0,short
2025-07-11,A,603466,风语筑,-0.125,作废,invalid,,,10.46,5.0,short
2025-07-11,A,603660,苏州科达,-0.125,作废,invalid,,,7.24,5.0,short
2025-07-11,A,603668,天马科技,-0.125,作废,invalid,-0.7905788735226535,2.7120035878816355,12.95,5.0,short
2025-07-11,A,603777,来伊份,-0.125,作废,invalid,,,13.17,5.0,short
2025-07-18,A,605589,圣泉集团,0.125,建仓,entry,0.3148925933859863,41.45856346946015,31.2,5062.0,long
2025-07-18,A,002534,西子洁能,0.125,建仓,entry,-0.023753820767254186,11.246355984761232,11.75,5056.0,long
2025-07-18,A,603636,南威软件,0.125,缩量回踩确认,confirming,,,13.4,4048.0,long
2025-07-18,A,002967,广电计量,0.125,缩量回踩确认,confirming,0.26172672682792064,22.837253755585365,17.49,4036.0,long
2025-07-18,A,603391,力聚热能,0.125,缩量回踩确认,confirming,1.2288268597849221,98.01696555512021,39.17,4036.0,long
2025-07-18,A,003005,竞业达,0.125,试仓·放量破压,trial,-0.6493622213669186,7.612346174124197,21.61,3032.0,long
2025-07-18,A,000008,神州高铁,0.125,止跌缩量候选,candidate,,,2.79,2006.0,long
2025-07-18,A,000430,张家界,0.125,止跌缩量候选,candidate,,,6.39,2006.0,long
2025-07-18,A,002650,ST加加,-0.125,作废,invalid,,,6.17,5.0,short
2025-07-18,A,600576,祥源文旅,-0.125,作废,invalid,0.4662536245657598,11.392790662875953,7.77,5.0,short
2025-07-18,A,600749,西藏旅游,-0.125,作废,invalid,-0.26842939987166914,8.742268671533553,11.95,5.0,short
2025-07-18,A,600783,鲁信创投,-0.125,作废,invalid,0.024938594578882478,13.047468308989174,13.03,5.0,short
2025-07-18,A,603466,风语筑,-0.125,作废,invalid,,,10.08,5.0,short
2025-07-18,A,603660,苏州科达,-0.125,作废,invalid,,,7.2,5.0,short
2025-07-18,A,603668,天马科技,-0.125,作废,invalid,-0.7939180003588557,2.738829775230807,13.29,5.0,short
2025-07-18,A,603779,威龙股份,-0.125,作废,invalid,-0.7958339433209977,0.057460215916486035,7.51,5.0,short
2025-07-25,A,605589,圣泉集团,0.125,缩量回踩确认,confirming,0.41927471074860345,43.273685930724916,31.18,4042.0,long
2025-07-25,A,603636,南威软件,0.125,缩量回踩确认,confirming,,,13.4,4036.0,long
2025-07-25,A,603755,日辰股份,0.125,试仓·放量破压,trial,-0.2335940076929669,20.532016533905416,26.31,3038.0,long
2025-07-25,A,600730,*ST高科,0.125,试仓·放量破压,trial,-0.5925626684319991,2.9254000406582463,7.18,3032.0,long
2025-07-25,A,603660,苏州科达,0.125,试仓·放量破压,trial,,,7.39,3032.0,long
2025-07-25,A,000008,神州高铁,0.125,止跌缩量候选,candidate,,,2.85,2006.0,long
2025-07-25,A,000430,张家界,0.125,止跌缩量候选,candidate,,,6.24,2006.0,long
2025-07-25,A,000929,兰州黄河,0.125,止跌缩量候选,candidate,,,8.09,2006.0,long
2025-07-25,A,605108,同庆楼,-0.125,观察,watch,-0.3370156373518626,12.92819507163868,19.31,1000.0,short
2025-07-25,A,605388,均瑶健康,-0.125,观察,watch,,,7.88,1000.0,short
2025-07-25,A,002131,利欧股份,-0.125,作废,invalid,-0.7888346651651821,0.5006444415829283,3.89,5.0,short
2025-07-25,A,002650,ST加加,-0.125,作废,invalid,,,6.05,5.0,short
2025-07-25,A,003005,竞业达,-0.125,作废,invalid,-0.6608787026584257,7.945611996713085,21.61,5.0,short
2025-07-25,A,600783,鲁信创投,-0.125,作废,invalid,0.06795308740978356,13.797953889334403,13.03,5.0,short
2025-07-25,A,603668,天马科技,-0.125,作废,invalid,-0.7829356616013508,2.85873733671021,13.17,5.0,short
2025-07-25,A,603779,威龙股份,-0.125,作废,invalid,-0.7888346651651821,0.05997583503158736,7.64,5.0,short
2025-08-01,A,605589,圣泉集团,0.125,建仓,entry,0.34688459102645286,42.85786768646173,32.73,5056.0,long
