date,variant,equity,day_return,long_ret,short_ret,equity_long,equity_short,n_long,n_short,position_scale
2025-06-03,A,1000000.0,0.0,0.0,0.0,1000000.0,1000000.0,0,0,
2025-06-04,A,1000000.0,0.0,0.0,0.0,1000000.0,1000000.0,0,0,
2025-06-05,A,1000000.0,0.0,0.0,0.0,1000000.0,1000000.0,0,0,
2025-06-06,A,998800.0,0.0,0.0,0.0,999400.0,999400.0,14,14,
2025-06-09,A,1002769.989198893,0.003974758909584328,0.014351773887024402,-0.010377014977440074,1013743.1628226923,989029.2112315465,14,14,
2025-06-10,A,1007141.2792545075,0.004359215076935858,-0.008292727416349009,0.012651942493284867,1005336.4671032162,1001542.351936227,14,14,
2025-06-11,A,1012426.0792114415,0.0052473273271509795,0.006927139982499663,-0.0016798126553486835,1012300.5735403519,999859.9484185769,14,14,
2025-06-12,A,1022082.5548247157,0.00953795621384589,0.0054711971876455,0.0040667590262003905,1017839.0695913578,1003926.1378887445,14,14,
2025-06-13,A,1020856.0557589261,0.0,0.0,0.0,1017228.3661496029,1003323.7822060112,14,14,
2025-06-16,A,1026987.125114303,0.0060058118094023175,0.00564924053689977,0.0003565712725025471,1022974.9338709395,1003681.5386437644,14,14,
2025-06-17,A,1018892.1677658713,-0.007882238394693424,-0.005029063747654424,-0.0028531746470389988,1017830.32771625,1000817.8599240049,14,14,
2025-06-18,A,1016786.6868890342,-0.002066441320727498,-0.007217777123733408,0.00515133580300591,1010483.8552610176,1005973.4087981192,14,14,
2025-06-19,A,1010852.9426366834,-0.005835780826857404,-0.024780174951882512,0.018944394125025108,985443.8885415968,1025030.9655336858,14,14,
2025-06-20,A,1009639.9191055193,0.0,0.0,0.0,984852.6222084719,1024415.9469543655,14,14,
2025-06-23,A,1022762.1760462689,0.01299696722805409,0.020426635582003888,-0.007429668353949799,1004969.8478243054,1016804.8762119971,14,14,
2025-06-24,A,1029458.7245296172,0.006547512843343003,0.01740837977732997,-0.010860866933986966,1022464.7445999964,1005761.4937536296,14,14,
2025-06-25,A,1024714.3994526414,-0.004608562697978602,0.0033424356309161296,-0.007950998328894732,1025882.267193703,997764.6857975278,14,14,
2025-06-26,A,1017161.5224662068,-0.00737071421116856,-0.0031650912251106455,-0.004205622986057914,1022635.2562318116,993568.4637002609,14,14,
2025-06-27,A,1015940.9286392474,0.0,0.0,0.0,1022021.6750780725,992972.3226220406,14,14,
2025-06-30,A,1026347.3376636015,0.010243124113812757,0.017103729735507407,-0.00686060562169465,1039502.0575924384,986159.9311232726,14,14,
2025-07-01,A,1032340.0364601525,0.005838860370791121,0.0006776660069606915,0.005161194363830429,1040206.4928010346,991249.6942016213,14,14,
2025-07-02,A,1028162.9358023463,-0.0040462449486403885,-0.0038236892559715325,-0.00022255569266885634,1036229.0664105194,991029.0859393205,14,14,
2025-07-03,A,1030596.2928624029,0.002366703734712563,0.00879858438006915,-0.006431880645356587,1045346.4152884126,984654.9051424819,14,14,
2025-07-04,A,1029359.577310968,0.0,0.0,0.0,1044719.2074392395,984064.1121993964,14,14,
2025-07-07,A,1025082.1282686996,-0.004155446878380914,0.00016374661357184902,-0.004319193491952763,1044890.2766715911,979813.7488903204,14,14,
2025-07-08,A,1025259.6182886944,0.00017314712167946014,0.010146625220502652,-0.009973478098823192,1055492.386705525,970041.5979248369,14,14,
2025-07-09,A,1021897.2917806829,-0.003279487895586646,-0.002296225575234948,-0.0009832623203516978,1053068.738092706,969087.7925724236,14,14,
2025-07-10,A,1014808.0727977261,-0.006937310667105909,-0.003786088927122923,-0.0031512217399829855,1049081.726203914,966033.9820525172,14,14,
2025-07-11,A,1013590.3031103689,0.0,0.0,0.0,1048452.2771681916,965454.3616632856,14,14,
2025-07-14,A,1029800.249302116,0.015992601884611657,0.009581387011155042,0.006411214873456615,1058497.9041984668,971644.0970264248,14,14,
2025-07-15,A,1042625.4929566899,0.012454108127537736,-0.0026521012261797126,0.015106209353717448,1055690.6606088334,986321.9561734098,14,14,
2025-07-16,A,1033606.3552263404,-0.008650409750458832,-0.004247309810991702,-0.004403099939467129,1051206.8153086572,981979.0820278876,14,14,
2025-07-17,A,1039116.613323745,0.005331099281213202,0.009435418649486407,-0.004104319368273205,1061125.3916982878,977948.7262622814,14,14,
2025-07-18,A,1037869.6733877565,0.0,0.0,0.0,1060488.7164632687,977361.957026524,14,14,
2025-07-21,A,1046628.2365785413,0.008438981709712853,0.02204335788802505,-0.013604376178312196,1083865.448776481,964065.5573007638,14,14,
2025-07-22,A,1060252.6723769153,0.013017454834691479,0.020283136913079428,-0.00726568207838795,1105849.6400693706,957060.9634586925,14,14,
2025-07-23,A,1071222.7650928868,0.010346677732373195,-4.736859926753295e-05,0.010394046331640728,1105797.25752092,967008.699455087,14,14,
2025-07-24,A,1065174.7445937223,-0.005645903631108972,0.005186515894927198,-0.01083241952603617,1111532.492573619,956533.6555372628,14,14,
2025-07-25,A,1063896.5349002099,0.0,0.0,0.0,1110865.5730780747,955959.7353439404,14,14,
2025-07-28,A,1073276.8587172735,0.00881695118778018,0.009359438099661346,-0.0005424869118811665,1121262.6506463438,955441.1396992309,14,14,
2025-07-29,A,1080456.8676433156,0.006689801301244208,0.0052653763913603135,0.0014244249098838942,1127166.5205355713,956802.0938585462,14,14,
2025-07-30,A,1101263.6941448841,0.019257433706680097,0.020696759644495494,-0.0014393259378153952,1150495.2150904185,955424.9437874996,14,14,
2025-07-31,A,1117750.395639864,0.014970711903638634,-0.004218351423862216,0.01918906332750085,1145642.0219616953,973758.653538512,14,14,
2025-08-01,A,1116409.0951650962,0.0,0.0,0.0,1144954.6367485183,973174.3983463888,14,14,
2025-08-04,A,1118300.5043963671,0.0016941900952455778,0.008098115868776628,-0.00640392577353105,1154226.612061401,966942.2617346777,14,14,
2025-08-05,A,1105974.115739254,-0.011022429667745278,-0.0005736107204495356,-0.010448818947295742,1153564.5353028942,956838.8571093234,14,14,
2025-08-06,A,1096860.3724505426,-0.00824046707695295,-0.00816039683236574,-8.007024458721101e-05,1144150.990923079,956762.2427880041,14,14,
2025-08-07,A,1086474.703586506,-0.009468542327619657,-0.008418113735912641,-0.0010504285917070167,1134519.3977504314,955757.2323727139,14,14,
2025-08-08,A,1085170.9339422022,0.0,0.0,0.0,1133838.686111781,955183.7780332902,14,14,
2025-08-11,A,1077014.8510435019,-0.007515943012840476,0.013233120173069397,-0.020749063185909872,1148842.9097019732,935364.6094687213,14,14,
2025-08-12,A,1079746.6473207863,0.0025364518183177013,0.005835888209642767,-0.0032994363913250654,1155547.4284934346,932278.4334370827,14,14,
2025-08-13,A,1103270.324377839,0.02178629321556383,0.018005311079298168,0.0037809821362656615,1176353.419410342,935803.3615399342,14,14,
2025-08-14,A,1086854.0972360063,-0.014879605459423672,-0.023117863981284598,0.008238258521860926,1149158.6410664946,943512.7515579268,14,14,
2025-08-15,A,1085549.872319323,0.0,0.0,0.0,1148469.1458818547,942946.6439069919,14,14,
2025-08-18,A,1097861.1480593474,0.01134105033214255,0.01673883097434693,-0.0053977806422043795,1167693.1767940237,937856.8247658792,14,14,
2025-08-19,A,1098459.7184324055,0.0005452150065755144,0.01006291241046545,-0.009517697403889936,1179443.5709544,928930.5872995845,14,14,
2025-08-20,A,1077274.343783058,-0.01928643744859458,-0.0018331700595526387,-0.017453267389041942,1177281.4503131947,912717.7133735851,14,14,
2025-08-21,A,1081158.428715983,0.0036054742743481774,-0.002171924220967576,0.005777398495315753,1174724.4842163636,917990.8473174777,14,14,
2025-08-22,A,1079861.0386015237,0.0,0.0,0.0,1174019.6495258338,917440.0528090872,14,14,
2025-08-25,A,1077326.2290554382,-0.0023473479044749893,0.012503751497888335,-0.014851099402363325,1188699.2994771427,903815.0593891101,14,14,
