date,variant,period_return,ret_4w,icir_4w,vol_4w,ret_8w,icir_8w,vol_8w,ret_12w,icir_12w,vol_12w
2025-06-06,A,0.023310527457665042,,,,,,,,,
2025-06-13,A,-0.009798749849023736,,,,,,,,,
2025-06-20,A,0.007449788006947289,0.013511777608641307,0.40809642214424413,0.01655463865334439,,,,,,
2025-06-27,A,0.014425409795020938,0.020961565615588595,0.5167747110229679,0.013520763283284944,,,,,,
2025-07-04,A,-0.01413646390822465,0.035386975410609534,0.7284735210300343,0.012144221577392983,0.035386975410609534,0.7284735210300343,0.012144221577392983,,,
2025-07-11,A,0.025184051322358236,-0.002060015955280159,-0.04358864156526315,0.011815096096742297,0.021250511502384883,0.2986651614062356,0.014230324958109566,,,
2025-07-18,A,0.026308766800014594,0.03292278521610181,0.5725258854601085,0.014376112090392003,0.04643456282474312,0.5107260358294761,0.015153121754513065,0.04643456282474312,0.5107260358294761,0.015153121754513065
2025-07-25,A,0.05061945308873983,0.05178176400916912,0.7937426508890628,0.016309368014673555,0.07274332962475771,0.6721414612547671,0.015460888564601311,0.07274332962475771,0.6721414612547671,0.015460888564601311
2025-08-01,A,-0.026813102569863467,0.08797580730288801,0.9478697511311128,0.023203559138242527,0.12336278271349754,0.7847165808197927,0.019650850021644208,0.12336278271349754,0.7847165808197927,0.019650850021644208
2025-08-08,A,0.0015510582168740683,0.07529916864124919,0.6665817385032057,0.028240785897589913,0.07323915268596903,0.3861497316735153,0.02370814566171051,0.09654968014363408,0.4707078852917325,0.02279065758911769
2025-08-15,A,-0.00404536329036409,0.051666175535765024,0.44911965132070175,0.028759694317445867,0.08458896075186684,0.4626239410318077,0.022855756384766012,0.09810073836050814,0.45009256209814896,0.02179568084911297
2025-08-22,A,-0.0020720550961937922,0.02131204544538634,0.18877251450590404,0.028224508082080702,0.07309380945455546,0.39108187229990327,0.02336269417983374,0.09405537507014405,0.4040940734796484,0.021159648715241553
2025-08-29,A,-0.03931901200247523,-0.03137946273954728,-0.7046041312673735,0.01113372081820786,0.05659634456334073,0.30063061822799847,0.023532343818194367,0.09198331997395026,0.37445564597226866,0.020470452901285748
2025-09-05,A,0.004042245939589684,-0.04388537217215904,-0.665367680262809,0.01648914332404343,0.03141379646909015,0.1427504123103458,0.027507623236137445,0.02935378051380999,0.10379931353559985,0.023566132499632398
2025-09-12,A,0.006012738320021471,-0.04139418444944343,-0.6091034711065486,0.016989799932613778,0.010271991086321597,0.04876795049283269,0.026328744038134348,0.04319477630242341,0.15465025158470916,0.0232755178538909
2025-09-19,A,0.031166417067669983,-0.031336082839057866,-0.42528439465427187,0.01842066346246494,-0.010024037393671525,-0.050679465018150106,0.02472411012547578,0.04175772661549759,0.14961077043467583,0.023259091181612804
2025-09-26,A,0.001053118729693825,0.0019023893248059087,0.01876697440341151,0.025342248621334603,-0.029477073414741373,-0.18413916110263479,0.020010051934520025,0.05849873388814664,0.2001990249428451,0.02435024092685078
2025-09-30,A,0.00233509182324676,0.04227452005697496,0.8790696937437092,0.012022516632594776,-0.0016108521151840804,-0.011182867013301913,0.018005804250242664,0.07368831652606511,0.25893050118901934,0.023715603282117973
2025-10-10,A,-0.00916525348129904,0.04056736594063204,0.8262672545978036,0.012274287076878877,-0.0008268185088113889,-0.005736311954829457,0.0180172059008071,0.050839357026953635,0.18406311038213552,0.02301717642814896
2025-10-17,A,0.00164947830931772,0.025389374139311527,0.4229790780545816,0.01500628249515645,-0.005946708699746339,-0.0407633305991792,0.018235472336091695,0.015365336745640001,0.05752727253081377,0.02225804687885175
2025-10-24,A,0.013372348246591947,-0.004127564619040736,-0.21872956562335683,0.004717657404107213,-0.002225175294234827,-0.015246682904891286,0.018243109895734834,-0.03360463803378211,-0.16858870731682876,0.016610759684825206
2025-10-31,A,-0.0012766605696845623,0.008191664897857387,0.2568845851059925,0.007972125784111807,0.05046618495483235,0.5706601820514107,0.011054342527766783,0.0065808127826733065,0.03551411262099088,0.01544177862686168
2025-11-07,A,-0.009076105207187934,0.004579912504926065,0.14149332911964235,0.008092099700780652,0.0451472784455581,0.4982165222474085,0.011327223312944069,0.003753093996114676,0.02024813348218687,0.015446254998501592
2025-11-14,A,-0.03250743818757962,0.004669060779037171,0.14475470933940823,0.008063745905650578,0.030058434918348698,0.3049437001887814,0.012321305088341073,-0.0012776479207091684,-0.006813654182990927,0.015626073352076247
2025-11-21,A,-0.026929713270434585,-0.029487855717860167,-0.44410723207231306,0.01659951335416371,-0.0336154203369009,-0.3332877783880164,0.01260750562902638,-0.031713031012094994,-0.1466150337385372,0.01802511322988982
2025-11-28,A,0.013654564234596656,-0.0697899172348867,-1.3704963730981865,0.01273077379203811,-0.06159825233702931,-0.5341004193790293,0.014416355544301573,-0.01932373228005435,-0.09969526904355566,0.016152331387303213
2025-12-05,A,0.025504430361841912,-0.05485869243060548,-0.7612227214210786,0.018016636552897834,-0.05027877992567942,-0.397295662171274,0.015819068993510762,-0.009711413985047379,-0.0486241762249005,0.016643664974616324
2025-12-12,A,-0.039165826400667236,-0.020278156861575636,-0.20213314775091765,0.02508019724523829,-0.015609096082538465,-0.103302082383339,0.018887683242211153,0.009780278056773062,0.04498869744837121,0.018116176231442828
2025-12-19,A,-0.021909991078584046,-0.026936545074663254,-0.2494680629751911,0.02699398146742136,-0.05642440079252342,-0.3147268502060245,0.02241006795082277,-0.06055196541156416,-0.26961102216897354,0.018715841351871234
2025-12-26,A,-0.008531259553332338,-0.021916822882812714,-0.2097002746053899,0.026128748429222835,-0.09170674011769941,-0.5355287692470742,0.02140565208257494,-0.08351507521984203,-0.36317854870108374,0.019162997447246352
2025-12-31,A,0.04928661097428155,-0.04410264667074171,-0.46477870200844557,0.023722390075191262,-0.09896133910134719,-0.5860840699044275,0.02110647264254358,-0.09438142659642113,-0.4148699514674476,0.018958034572557427
2026-01-09,A,-0.007747440938442263,-0.020320466058302067,-0.1529501493586932,0.03321419780154519,-0.0405986229198777,-0.17243975062215527,0.029429570888817397,-0.03592956214084053,-0.12145468081778694,0.024652241957601767
2026-01-16,A,-0.025131846347541287,0.011097919403922907,0.10112055902446623,0.02743734684367635,-0.015838625670740347,-0.07165839646528725,0.027628698191727072,-0.045326481388600515,-0.15328611959634533,0.02464154479433657
2026-01-23,A,-0.015240191502552958,0.007876064134965666,0.06985492817700198,0.028187217210390986,-0.014040758747847049,-0.06398112210412829,0.027431448304774828,-0.08383067598273375,-0.2827570485612964,0.024706332523885443
2026-01-30,A,-0.06057493473591391,0.0011671321857450456,0.010078387547002103,0.028951362018525932,-0.04293551448499666,-0.19830173387276362,0.027064510258231898,-0.09779420691560214,-0.32942192296672984,0.024738843030158348
2026-02-06,A,0.008406917858510221,-0.10869441352445042,-1.342172380866401,0.020245986110645087,-0.12901487958275248,-0.5440779668664226,0.029640714989297462,-0.14929303644432812,-0.4337858758571007,0.028680247704651093
2026-02-13,A,0.049041999842536876,-0.09254005472749793,-0.932333670410389,0.024814092224826605,-0.08144213532357503,-0.3487499259130232,0.029190735707814303,-0.10837868039823828,-0.31663433105915595,0.028523617984323527
2026-02-27,A,0.0217442004462427,-0.01836620853741977,-0.1157601012147193,0.039664375602421385,-0.010490144402454105,-0.03793769272628509,0.034563726892074605,-0.03240696728526682,-0.0842343252040656,0.03206033408071065
2026-03-06,A,0.01551674455964247,0.018618183411375888,0.11518835149554053,0.04040812974933642,0.019785315597120934,0.07022585734650708,0.03521729093939112,-0.024317331073620774,-0.06239156382070631,0.03247945927366762
2026-03-13,A,0.011911054774614627,0.09470986270693227,1.5389226710749777,0.015385741026346527,-0.013984550817518149,-0.05613381298446754,0.031141103004591306,-0.034305016875820216,-0.08965581619427637,0.0318858444177641
2026-03-20,A,0.006797729914021167,0.09821399962303667,1.685275261634193,0.014569429970715827,0.005673944895538741,0.02262649507706625,0.03134569050693215,0.016771864299461647,0.04641046456143059,0.030115090885127486
2026-03-27,A,0.0007621290793751179,0.055969729694520964,2.5706738233696536,0.005443099119159693,0.037603521157101194,0.15775544163552804,0.02979574013996526,0.04547958529206686,0.12936052136948098,0.029297697635128028
2026-04-03,A,-0.008833470303517332,0.03498765832765338,1.5748164340019424,0.005554243906183771,0.05360584173902927,0.23174680650956742,0.02891401317800695,0.054772973924774315,0.15694002374709426,0.02908381421610243
2026-04-10,A,0.0007178960794445022,0.010637443464493579,0.34446885234596003,0.007720178030646793,0.10534730617142585,0.8188759585409418,0.016081084240025155,-0.00334710735302457,-0.010770243797247647,0.025897799344461205
