track,total_return,annual_return,max_drawdown,sharpe,avg_day_return,trade_days,n_buy,n_sell,n_roundtrips,win_rate,avg_hold_calendar_days,skipped_switches,end_equity,end_holding,end_holding_name
1,1.4233674,3.066944663023735,-0.23536172501682873,5.206388673887539,0.006266208450186527,159,104,103,103,0.5339805825242718,2.2815533980582523,18,242336.74,000933,神火股份
2,0.20746600000000015,0.3482300707632351,-0.3899177336557038,0.6035443756901562,0.001838010387752535,159,123,122,122,0.47540983606557374,1.9262295081967213,7,120746.6,600989,宝丰能源
3,0.132679,0.21830001847014469,-0.3502065957645336,0.44193152331328445,0.0012674028716795533,159,126,125,125,0.512,1.88,6,113267.9,600131,国网信通
