annual_return,max_drawdown,sharpe,total_return,month_win_rate,avg_day_return,trade_days,variant,rank_ic,icir,ic_count,forward_days,factor_col,rebalance_freq,bench_total_return,bench_annual_return,excess_total,excess_annual
-0.07376250156919484,-0.24047694387320495,-0.3626331522752711,-0.0830100561734679,0.6428571428571429,3.0992038031344733e-05,285,A,-0.00500185367809362,-0.0421205840900661,59,5.0,pattern_factor,weekly,0.19111673749154545,0.16723853213276563,-0.27412679366501336,-0.24100103370196047
-0.2270111891539074,-0.3815873049790194,-1.026969057065447,-0.2526410793354448,0.35714285714285715,-0.0006719834636308139,285,B,0.01373629022046073,0.10609309792901492,59,5.0,upside,weekly,0.19111673749154545,0.16723853213276563,-0.4437578168269902,-0.394249721286673
-0.19891008828378565,-0.38195048639757523,-1.0680134127304906,-0.22184144819339358,0.2857142857142857,-0.0007522227789756908,285,Q,-0.020490662603521545,-0.16087971155928615,13,20.0,company_q,monthly,0.19111673749154545,0.16723853213276563,-0.412958185684939,-0.3661486204165513
0.09433233769578875,-0.2538704757571296,0.3748720993158915,0.10732707311811618,0.42857142857142855,0.0007358875550408289,285,M+,-0.04682415003941177,-0.26094562051249687,59,5.0,mud_plus,weekly,0.19111673749154545,0.16723853213276563,-0.08378966437342927,-0.07290619443697688
-0.28410721388154714,-0.39904574258884606,-0.9928989298422162,-0.31476429492924174,0.5,-0.0009088198846804734,285,M-,0.021865531637145982,0.11890266849221463,59,5.0,mud_minus,weekly,0.19111673749154545,0.16723853213276563,-0.5058810324207872,-0.45134574601431277
-0.07849851092583959,-0.09902025305884421,-1.0493798397304774,-0.08831100298390315,0.2857142857142857,-0.00031322930684296086,285,EQ,-0.007342968892684045,-0.04779002994812391,49,,,weekly,0.19111673749154545,0.16723853213276563,-0.2794277404754486,-0.24573704305860522
-0.05599706718601205,-0.09948270639394963,-0.7304126116699164,-0.06309395015354047,0.5,-0.00021695756069891182,285,ROT,-0.012071411610303416,-0.07949039992186216,49,,,weekly+temp,0.19111673749154545,0.16723853213276563,-0.2542106876450859,-0.22323559931877768
