date,position_pct,position_scale,temp_bucket,used_gbm,w_A,w_B,w_Q,w_M+,w_M-,variant
2026-07-31,70.0,0.7,high,True,0.13042089786723043,0.2080356149799341,0.34656539136998754,0.20472524572332684,0.11025285005952107,ROT
