date,position_pct,position_scale,temp_bucket,used_gbm,w_A,w_B,w_Q,w_M+,w_M-,variant
2026-07-31,70.0,0.7,high,True,0.1325573385941745,0.257009673562696,0.33456274368617595,0.17540305264442704,0.10046719151252653,ROT
