date,variant,period_return,ret_4w,icir_4w,vol_4w,ret_8w,icir_8w,vol_8w,ret_12w,icir_12w,vol_12w
2025-07-18,M-,0.12064586220459561,0.11750957934223594,0.8021699666996984,0.03662240679045112,0.11646768863993617,0.5717782657395768,0.033948966938926045,0.11646768863993617,0.5717782657395768,0.033948966938926045
2025-07-25,M-,-0.044066531689692656,0.16604096070012953,0.7817019783217422,0.05310238598110226,0.23711355084453178,0.7152592018008237,0.04735816655147949,0.23711355084453178,0.7152592018008237,0.04735816655147949
2025-08-01,M-,0.012722906141246382,0.06558942402344325,0.26041535750072964,0.06296616360582678,0.19304701915483913,0.47081983086316953,0.05125289083536468,0.19304701915483913,0.47081983086316953,0.05125289083536468
2025-08-08,M-,0.0027642495667028477,0.07008190785489699,0.27876461389302526,0.06285043398818063,0.21967949317273094,0.5546432691886596,0.049509185763238726,0.2057699252960855,0.471851372181806,0.048454505763499335
2025-08-15,M-,0.01404045515905028,0.09206648622285218,0.3816575417909376,0.0603070004792961,0.20957606556508812,0.5240258646452293,0.049991822852812146,0.20853417486278836,0.449797798439772,0.04636175979209714
2025-08-22,M-,0.012971415655214535,-0.014538920822693147,-0.1530612191430649,0.02374690483992512,0.15150203987743638,0.4036252881833485,0.046919148871755016,0.22257463002183864,0.4572919165297223,0.04424757259709283
2025-08-29,M-,0.02460561986973131,0.042499026522214045,2.3273448350662527,0.004565183667873203,0.1080884505456573,0.3020318424114478,0.044733880409210315,0.23554604567705317,0.46282034127122507,0.04241135358450334
2025-09-05,M-,-0.011762631214259356,0.05438174025069897,1.758367028852605,0.007731852815476318,0.12446364810559596,0.34712097841884415,0.044819982024903456,0.2740612334234299,0.5544436688754559,0.04119162576955917
2025-09-12,M-,0.061176653214861654,0.03985485946973677,0.7467671296377884,0.013342465772786477,0.13192134569258895,0.3734218387985546,0.04415962458068601,0.2494309250348249,0.49211765921477135,0.04223768448532203
2025-09-19,M-,-0.07471951803739885,0.08699105752554814,0.8275072644179527,0.0262810555466046,0.072452136702855,0.32254884656546695,0.028077970776493523,0.23849309740298452,0.48208369148065316,0.04122608819755032
2025-09-26,M-,0.02623913091092267,-0.0006998761670652387,-0.0034873245753837814,0.050172858299848466,0.041799150355148806,0.14501085231201183,0.0360310536148804,0.10738857437859206,0.1901554073445739,0.047061758536618516
2025-09-30,M-,0.019663319507027488,0.0009336348741261213,0.004633044792045491,0.05037911978150341,0.055315375124825095,0.1886375817601005,0.036654529951494715,0.12539728297972208,0.2209187237481491,0.04730143920963628
2025-10-10,M-,0.06229534866606201,0.032359585595412965,0.16068548302856445,0.05034615602092151,0.07221444506514973,0.24502092371843837,0.03684095829920516,0.16428093128800192,0.29451986428670174,0.04648269698374852
