date,position_pct,position_scale,temp_bucket,used_gbm,w_A,w_B,w_Q,w_M+,w_M-,variant
2026-08-20,20.0,0.2,low,True,0.10522418005351201,0.16439958320020548,0.317289710438448,0.1158317344808415,0.297254791826993,ROT
