date,symbol,pe_ttm,pb,close,industry,pe_ref,fair_price,upside_raw,upside,undervalued,pattern_ok,state_code,state,score,entry,stock_name,mud_plus,mud_minus,r60,r20,vol_ratio,company_q,roe,ocf_to_or,pattern_factor,composite_ac
2025-06-06,000009,77.1579,2.0648,8.09,电气设备,27.6811,2.9023612488157404,-0.6412408839535549,-0.6412408839535549,False,False,,,0.0,False,,0.2866666666666666,0.7619047619047619,-0.057309941520467866,0.007500000000000062,1.2783057155865956,,,,0.0,0.34693044245544385
2025-06-06,000025,57.6926,4.5539,18.15,综合类,27.6811,8.708429937288317,-0.5201966976700652,-0.5201966976700652,False,False,,,0.0,False,,0.5314285714285714,0.5047619047619047,0.13484562066792716,0.04466357308584712,0.5898699461245573,,,,0.0,0.37933302632708377
2025-06-06,000028,24.2825,0.7849,25.38,医药商业,28.9288,30.23629955729435,0.19134356017708232,0.19134356017708232,True,False,,,0.0,False,,0.2038095238095238,0.6761904761904762,-0.01645175633614926,0.02029520295202958,0.5212210914783129,,,,0.0,0.5988579273481298
2025-06-06,000069,,0.3873,2.34,全国地产,27.6811,,,,False,False,,,0.0,False,,0.259047619047619,0.8571428571428571,-0.040983606557377095,-0.02092050209205032,1.0379286450426006,,,,0.0,0.5000705119165139
2025-06-06,000411,10.6101,1.2341,10.56,医药商业,28.9288,28.792200639013775,1.7265341514217587,1.368064009148891,True,False,,,0.0,False,,0.5485714285714285,0.5333333333333333,0.02831142568250744,0.035641547861507084,0.9633538650014856,,,,0.0,0.7453988733785528
2025-06-06,000501,31.7468,0.6278,9.08,百货,68.04655,19.462203245681454,1.143414454370204,1.143414454370204,True,False,,,0.0,False,,0.5514285714285715,0.9047619047619048,0.07292954264524099,-0.041942604856512244,0.5111808310344736,,,,0.0,0.7273221907363356
2025-06-06,000503,,7.4391,10.31,软件服务,27.6811,,,,False,False,,,0.0,False,,0.29047619047619044,0.9142857142857143,-0.1119724375538328,-0.048014773776546615,1.4082203174405823,,,,0.0,0.5000705119165139
2025-06-06,000572,,3.9535,4.15,汽车整车,27.6811,,,,False,False,,,0.0,False,,0.47619047619047616,0.38095238095238093,-0.0024038461538461453,0.0613810741687979,1.910627071542324,,,,0.0,0.5000705119165139
2025-06-06,000603,26.1007,3.5013,15.4,铅锌,24.1121,14.226681276747367,-0.07618952748393715,-0.07618952748393715,False,False,,,0.0,False,,0.6399999999999999,0.17142857142857143,0.08785714285714286,0.12564671101256475,3.4093090498886376,,,,0.0,0.47414444537271827
2025-06-06,000630,14.6372,1.1997,3.25,铜,14.662,3.2555065176399864,0.001694313119995794,0.001694313119995794,True,False,,,0.0,False,,0.4038095238095238,0.7142857142857143,-0.031347962382445194,0.013114754098360715,2.206024337528216,,,,0.0,0.5504103340995363
