date,variant,equity,day_return,long_ret,short_ret,equity_long,equity_short,n_long,n_short,position_scale
2025-08-26,A,971940.186071426,0.0067545682735618345,0.005246831331887025,0.0015077369416748093,1101241.4253626294,879320.3845179278,10,10,
2025-08-27,A,957429.0469408031,-0.014930074235614115,-0.028381877591592504,0.01345180335597839,1069986.1260291964,891148.8294173662,10,10,
2025-08-28,A,944520.1544296138,-0.013482871187620595,0.00041270104306860816,-0.013895572230689202,1070427.7104194777,878765.8064899031,10,10,
2025-08-29,A,943386.7302442983,0.0,0.0,0.0,1069785.453793226,878238.5470060091,10,10,
2025-09-01,A,949292.3400443214,0.006260009400909941,0.028272950880384354,-0.022012941479474413,1100031.4453808716,858905.9332657473,10,10,
2025-09-02,A,938217.937986142,-0.011665955355399028,-0.004666787118694903,-0.006999168236704124,1094897.8328014088,852894.306139317,10,10,
2025-09-03,A,908221.3479106732,-0.03197187866590522,-0.01575523644095188,-0.01621664222495334,1077647.458566937,839063.2243209559,10,10,
2025-09-04,A,876491.7522130514,-0.034935972129057025,-0.010138094628486395,-0.02479787750057063,1066722.1666558376,818256.2372690111,10,10,
2025-09-05,A,875439.9621103958,0.0,0.0,0.0,1066082.133355844,817765.2835266497,10,10,
2025-09-08,A,900353.6769988862,0.02845850768387552,0.0065810564467418614,0.02187745123713366,1073098.080052322,835655.9036404247,10,10,
2025-09-09,A,901781.4980003225,0.0015858445829817116,0.001110349885251571,0.0004754946977301405,1074289.5943823718,836053.2535917326,10,10,
2025-09-10,A,913105.9936822873,0.012557915312164547,0.00020248873364336933,0.012355426578521178,1074507.1259219046,846383.048182219,10,10,
2025-09-11,A,923512.1412909272,0.011396428980468033,0.004671437975522275,0.006724991004945759,1079526.6193149053,852074.9665679832,10,10,
2025-09-12,A,922403.9267213781,0.0,0.0,0.0,1078878.9033433162,851563.7215880423,10,10,
2025-09-15,A,928723.7145057227,0.006851432004206614,0.006599586959038429,0.0002518450451681857,1085999.0584842025,851778.1836919694,10,10,
2025-09-16,A,929702.7825351738,0.0010542080644210371,-0.0009659276423942707,0.002020135706815308,1084950.0619739986,853498.8912151317,10,10,
2025-09-17,A,932887.2218869822,0.0034252229977466036,-0.006848138874222187,0.01027336187196879,1077520.1732780046,862267.194181909,10,10,
2025-09-18,A,943213.8455861527,0.011069530653750874,-0.019339773778885794,0.030409304432636668,1056681.176884622,888488.139792062,10,10,
2025-09-19,A,942081.9889714494,0.0,0.0,0.0,1056047.1681784913,887955.0469081867,10,10,
2025-09-22,A,958414.5679851383,0.01733668534680348,0.013804209209683869,0.003532476137119611,1070625.0642233214,891091.7269222249,10,10,
2025-09-23,A,952564.7505626089,-0.006103639925702865,-0.013131890013804139,0.0070282500881012734,1056565.7336339187,897354.5424304724,10,10,
2025-09-24,A,962460.8140360399,0.010388861720514155,0.014128449398881861,-0.003739587678367706,1071493.369138158,893998.8064404721,10,10,
2025-09-25,A,977109.8885303768,0.015220437321397863,0.004543637108553057,0.010676800212844806,1076361.8461717425,903543.8530873588,10,10,
2025-09-26,A,975937.3566641404,0.0,0.0,0.0,1075716.0290640395,903001.7267755063,10,10,
2025-09-29,A,998293.116117108,0.022906961497387558,0.03035390748336805,-0.007446945985980491,1108368.2138886254,896277.121690962,10,10,
2025-09-30,A,997095.1643777675,0.0,0.0,0.0,1107703.192960292,895739.3554179474,10,10,
2025-10-09,A,1001758.0772225393,0.004676497300718374,0.012155069382713735,-0.007478572081995361,1121167.402126178,889040.5040817743,10,10,
2025-10-10,A,1000555.9675298723,0.0,0.0,0.0,1120494.7016849022,888507.0797793252,10,10,
2025-10-13,A,987002.1006050134,-0.01354633560211542,-0.006078417306057403,-0.007467918296058017,1113683.867298835,881871.7815020641,10,10,
2025-10-14,A,978174.27328354,-0.008944081594215603,-0.009491468805944604,0.0005473872117290001,1103113.3716126843,882354.506837643,10,10,
2025-10-15,A,969082.3301277318,-0.009294809119532888,0.016498533944470532,-0.02579334306400342,1121313.1250188355,859595.6343387101,10,10,
2025-10-16,A,985161.7387011647,0.01659240713976642,0.0011628792350500414,0.015429527904716378,1122617.0767679089,872858.7891655115,10,10,
2025-10-17,A,983979.5446147233,0.0,0.0,0.0,1121943.506521848,872335.0738920121,10,10,
2025-10-20,A,986096.5643655891,0.0021514875613544704,-0.006449397044231964,0.008600884605586435,1114707.6473870908,879837.9271999631,10,10,
2025-10-21,A,984689.2235985479,-0.001427183521267597,0.009255793224036699,-0.010682976745304296,1125025.1508765582,870438.6390840493,10,10,
2025-10-22,A,978641.3589348901,-0.006141901951110917,-0.012051510223508,0.0059096082723970825,1111466.8987690657,875582.5904661944,10,10,
2025-10-23,A,981041.2451002366,0.0024522631742832195,0.007133869142457161,-0.004681605968173941,1119395.958181057,871483.4577850387,10,10,
2025-10-24,A,979863.9956061164,0.0,0.0,0.0,1118724.320606148,870960.5677103677,10,10,
2025-10-27,A,977553.0750978938,-0.0023584094512963715,0.006160149945730032,-0.008518559397026403,1125615.830169017,863541.2383818591,10,10,
2025-10-28,A,971661.5016170037,-0.006026857907740836,-0.012696551323723583,0.006669693415982747,1111324.3910104802,869300.7936939242,10,10,
2025-10-29,A,977176.2788049132,0.00567561561174541,0.010670779316272805,-0.004995163704527395,1123183.0883357443,864958.4939209475,10,10,
2025-10-30,A,985361.4178893028,0.00837631782711733,-0.011527402584894708,0.01990372041201204,1110235.7046999529,882174.3859519451,10,10,
2025-10-31,A,984178.9841878357,0.0,0.0,0.0,1109569.5632771328,881645.0813203739,10,10,
2025-11-03,A,980059.777679043,-0.004185424170779287,0.0058074751126717325,-0.009992899283451019,1116013.3609016428,872834.8908189894,10,10,
2025-11-04,A,984776.4417387707,0.004812628950958077,-0.0014438282392117302,0.006256457190169807,1114402.0292958354,878295.7449474849,10,10,
2025-11-05,A,986045.2997844672,0.0012884731924092813,0.018832904621313665,-0.017544431428904383,1135389.4564233623,862886.5454759552,10,10,
2025-11-06,A,991786.161668565,0.005822107650989972,0.007033942026779228,-0.0012118343757892558,1143375.7200376606,861840.8698977415,10,10,
2025-11-07,A,990596.0182745628,0.0,0.0,0.0,1142689.6946056378,861323.7653758028,10,10,
2025-11-10,A,997099.6466074964,0.00656536894248955,0.021409464045343878,-0.014844095102854327,1167154.0685372823,848538.1934882158,10,10,
2025-11-11,A,1001014.9158038899,0.003926657891931573,0.0071710561014686975,-0.0032443982095371245,1175523.7958418205,845785.1976925387,10,10,
2025-11-12,A,991401.2990600836,-0.00960386962474553,-0.010073218226217694,0.00046934860147216365,1163682.4881161943,846182.1657922216,10,10,
2025-11-13,A,1014238.6621150752,0.02303543789648344,0.02512357550308371,-0.0020881376066002708,1192918.3529679978,844415.2209897963,10,10,
2025-11-14,A,1013021.5757205371,0.0,0.0,0.0,1192202.6019562169,843908.5718572024,10,10,
2025-11-17,A,1018193.284119506,0.005105230256611716,-0.005770354052278226,0.010875584308889942,1185323.1708408822,853086.5706794304,10,10,
2025-11-18,A,1012919.95635635,-0.0051791028731015595,-0.009066664330021823,0.0038875614569202637,1174576.2435282709,856402.99715102,10,10,
2025-11-19,A,989237.5688804659,-0.023380314828699525,-0.014298431141749793,-0.009081883686949732,1157781.6459894467,848625.2447417392,10,10,
2025-11-20,A,1006058.0299358678,0.017003459618338036,0.0028355411671266988,0.014167918451211337,1161064.5835091935,860648.4980048795,10,10,
2025-11-21,A,1004850.7602999448,0.0,0.0,0.0,1160367.9447590879,860132.1089060765,10,10,
2025-11-24,A,988966.8134663474,-0.015807269557975113,-0.00639127667281384,-0.009415992885161272,1152951.7121818683,852033.1110883182,10,10,
