track,total_return,annual_return,max_drawdown,sharpe,avg_day_return,trade_days,n_buy,n_sell,n_roundtrips,win_rate,avg_hold_calendar_days,skipped_switches,end_equity,end_holding,end_holding_name
1,0.9544492999999998,1.8923192833734448,-0.20870340885482208,3.528277168702842,0.004789011860832531,159,20,19,19,0.7894736842105263,12.157894736842104,2,195444.93,000933,神火股份
2,1.1511595999999997,2.3670901097031725,-0.40388491237207436,3.6712438735908823,0.005643224736924248,159,25,24,24,0.5416666666666666,9.333333333333334,3,215115.96,600989,宝丰能源
3,-0.183647,-0.27500513190286613,-0.4032202448866564,-0.5489221134837502,-0.0007754975505959538,159,30,29,29,0.41379310344827586,7.9655172413793105,1,81635.3,600131,国网信通
