date,variant,symbol,name,weight,state,state_code,upside,fair_price,close,factor,side
2026-07-31,Q,601108,财通证券,0.09090909090909091,观察,watch,1.5,23.600939893370242,8.38,0.9331196581196581,long
2026-07-31,Q,600809,山西汾酒,0.09090909090909091,作废,invalid,0.6311006883281338,207.54125158287175,127.24,0.8786324786324786,long
2026-07-31,Q,002891,中宠股份,0.09090909090909091,缩量回踩确认,confirming,1.5,101.15531998302322,33.28,0.8724358974358973,long
2026-07-31,Q,000957,中通客车,0.09090909090909091,作废,invalid,1.3044863616845168,23.897523570668437,10.37,0.8717948717948718,long
2026-07-31,Q,600600,青岛啤酒,0.09090909090909091,观察,watch,1.2672924205408913,126.96837555028992,56.0,0.8611111111111112,long
2026-07-31,Q,002380,科远智慧,0.09090909090909091,观察,watch,0.9235400674615843,53.435943074082815,27.78,0.8384615384615384,long
2026-07-31,Q,600999,招商证券,0.09090909090909091,观察,watch,1.5,56.684807891461936,17.59,0.8262820512820512,long
2026-07-31,Q,601949,中国出版,0.09090909090909091,缩量回踩确认,confirming,1.0687091133569089,11.191716303260877,5.41,0.8175213675213675,long
2026-07-31,Q,600827,百联股份,0.09090909090909091,观察,watch,1.5,25.53058180761903,8.07,0.8117521367521368,long
2026-07-31,Q,605016,百龙创园,0.09090909090909091,观察,watch,0.43798204493189474,31.56370588625509,21.95,0.8055555555555556,long
2026-07-31,Q,600961,株冶集团,0.09090909090909091,观察,watch,0.7470534348647566,39.65811297142997,22.7,0.8017094017094017,long
2026-07-31,Q,000793,*ST华闻,-0.09090909090909091,观察,watch,,,2.29,0.25769230769230766,short
2026-07-31,Q,002364,中恒电气,-0.09090909090909091,观察,watch,-0.6818147268657577,11.289213490802915,35.48,0.25384615384615383,short
2026-07-31,Q,603918,金桥信息,-0.09090909090909091,观察,watch,,,11.38,0.2534188034188034,short
2026-07-31,Q,000929,兰州黄河,-0.09090909090909091,观察,watch,,,8.49,0.22606837606837607,short
2026-07-31,Q,002306,ST云网,-0.09090909090909091,观察,watch,,,1.7,0.21837606837606838,short
2026-07-31,Q,601956,东贝集团,-0.09090909090909091,观察,watch,-0.6837953595964306,0.8314210052378235,4.72,0.17115384615384613,short
2026-07-31,Q,000628,高新发展,-0.09090909090909091,观察,watch,-0.6837953595964306,11.37739949107709,36.67,0.14978632478632478,short
2026-07-31,Q,603000,人民网,-0.09090909090909091,观察,watch,-0.5761999172541485,7.132555392612679,16.83,0.14572649572649574,short
2026-07-31,Q,002212,天融信,-0.09090909090909091,观察,watch,-0.5507680695306756,2.951453783183462,6.57,0.14487179487179488,short
2026-07-31,Q,603721,中广天择,-0.09090909090909091,观察,watch,-0.5512085099265913,7.750629033567767,17.27,0.14102564102564102,short
2026-07-31,Q,600749,西藏旅游,-0.09090909090909091,观察,watch,-0.682747100853805,4.384435066200416,13.82,0.10811965811965812,short
