type,symbol,entry_date,exit_date,entry,exit,shares,pnl,return_pct,agg_pnl,bars,pnl_per_bar,stop,mae,mfe
long,600570,2025-05-07,2025-06-16,27.11,29.82,627,1699.8,10.0,1699.8,27,62.96,profit,-2.02,2.71
long,600570,2025-06-17,2025-06-26,30.87,33.96,561,1731.81,10.0,3431.6,7,247.4,profit,-3.28,3.09
long,000738,2025-05-07,2025-06-30,18.63,20.49,924,1721.41,10.0,5153.02,37,46.52,profit,-0.4,1.86
long,600570,2025-06-27,2025-07-29,34.33,37.76,531,1822.92,10.0,6975.94,22,82.86,profit,-2.88,3.43
long,600690,2025-05-07,2025-08-29,24.25,26.68,651,1578.68,10.0,8554.61,81,19.49,profit,-1.23,2.43
long,600570,2025-07-30,2025-09-23,37.44,32.18,515,-2710.96,-14.06,5843.65,39,-69.51,trailing,-5.26,2.78
long,600570,2025-09-24,2025-11-21,32.96,28.42,547,-2485.57,-13.79,3358.09,36,-69.04,trailing,-4.54,2.56
