track,total_return,annual_return,max_drawdown,sharpe,avg_day_return,trade_days,n_buy,n_sell,n_roundtrips,win_rate,avg_hold_calendar_days,skipped_switches,end_equity,end_holding,end_holding_name,experiment,label
1,-0.39942790000000006,-0.5497991338218509,-0.5518847557698803,-1.0208694466673818,-0.002588327434900239,161,139,138,138,0.45652173913043476,1.7318840579710144,10,60057.21,600131,国网信通,q_full,Q全池
