trade_date,ts_code,industry,name,close,pct_chg,amount,limit_amount,float_mv,total_mv,turnover_ratio,fd_amount,first_time,last_time,open_times,up_stat,limit_times,limit,first_time_hms,code6,stock_name
20260709,000004.SZ,软件开发,国华退,0.42,10.53,2241679.0,,53041408.56,55599718.44,4.26,154954.0,94851,102157,2,5/9,1.0,U,09:48:51,000004,国华退
20260709,000417.SZ,一般零售,合百集团,8.24,10.01,242352483.0,,6419186196.24,6426245873.92,3.83,88539055.0,93212,93212,0,1/1,1.0,U,09:32:12,000417,合百集团
20260709,000892.SZ,影视院线,欢瑞世纪,3.82,10.09,458480032.0,,2715395254.28,3747345433.6,17.12,26565044.0,94230,110800,3,3/6,1.0,U,09:42:30,000892,欢瑞世纪
20260709,000977.SZ,计算机设,浪潮信息,85.99,10.0,18533723904.0,,126132866825.96,126274307649.44,14.87,917382767.0,93833,100721,2,2/2,2.0,U,09:38:33,000977,浪潮信息
20260709,001395.SZ,专用设备,亚联机械,26.03,10.02,16365738.0,,1353729195.0,2952114360.0,1.21,69347928.0,92500,92500,0,1/1,1.0,U,09:25:00,001395,亚联机械
20260709,002067.SZ,造纸,景兴纸业,4.05,10.05,329070096.0,,5417295604.65,5973158116.8,6.12,47833788.0,93054,94215,1,1/1,1.0,U,09:30:54,002067,景兴纸业
20260709,002185.SZ,半导体,华天科技,23.73,10.01,10507678208.0,,78846526193.61,78864842407.68,13.91,1113069413.0,101130,101130,0,2/3,1.0,U,10:11:30,002185,华天科技
20260709,002208.SZ,房地产开发,合肥城建,19.12,10.01,400765344.0,,15354741745.04,15358940898.56,2.61,236162209.0,93006,93006,0,1/1,1.0,U,09:30:06,002208,合肥城建
20260709,002274.SZ,化学原料,华昌化工,5.43,9.92,207448436.0,,5092520775.9,5171339995.2,4.09,33338571.0,93003,95027,4,1/1,1.0,U,09:30:03,002274,华昌化工
20260709,002346.SZ,电网设备,柘中股份,19.83,9.98,59937006.0,,7775610209.25,8756440657.92,0.78,98466162.0,93303,93312,1,1/1,1.0,U,09:33:03,002346,柘中股份
20260709,002414.SZ,军工电子,高德红外,13.31,10.0,276639984.0,,45235531456.61,56843497650.72,0.61,721787044.0,92500,92500,0,1/1,1.0,U,09:25:00,002414,高德红外
20260709,002552.SZ,元件,宝鼎科技,64.54,10.01,790117664.0,,23783202272.06,25040573069.12,3.35,77377006.0,93103,105500,1,1/1,1.0,U,09:31:03,002552,宝鼎科技
20260709,002579.SZ,元件,中京电子,18.06,9.99,1812773264.0,,10536418805.64,11063892349.44,17.61,118165532.0,93833,133815,1,1/1,1.0,U,09:38:33,002579,中京电子
20260709,002632.SZ,塑料,道明光学,9.15,9.98,146305755.0,,5255995713.15,5715081655.2,2.78,34946595.0,93000,93000,0,1/1,1.0,U,09:30:00,002632,道明光学
20260709,002677.SZ,厨卫电器,浙江美大,7.23,10.05,107694056.0,,3987416215.5,4670953415.04,2.78,56860154.0,94118,94118,0,3/5,2.0,U,09:41:18,002677,浙江美大
20260709,002745.SZ,光学光电,木林森,12.72,10.03,614235264.0,,13535212130.88,18878596608.0,4.61,202101923.0,93512,93512,0,1/1,1.0,U,09:35:12,002745,木林森
