trade_date,ts_code,industry,name,close,pct_chg,amount,limit_amount,float_mv,total_mv,turnover_ratio,fd_amount,first_time,last_time,open_times,up_stat,limit_times,limit,first_time_hms,code6,stock_name
20260710,000004.SZ,软件开发,国华退,0.46,9.52,1667187.0,,58092971.28,60894929.72,2.87,825567.0,93103,94806,6,6/10,2.0,U,09:31:03,000004,国华退
20260710,000048.SZ,养殖业,京基智农,24.1,10.0,534113408.0,,12756196275.0,12777886323.2,4.22,29997848.0,93142,102648,3,1/1,1.0,U,09:31:42,000048,京基智农
20260710,000573.SZ,房地产开发,粤宏远Ａ,3.69,10.15,102537265.0,,2335640182.11,2355255443.52,4.5,12561498.0,95515,95736,1,1/1,1.0,U,09:55:15,000573,粤宏远Ａ
20260710,000620.SZ,房地产开发,盈新发展,3.63,10.0,2156761968.0,,16958448198.45,21314689059.84,12.92,7532613.0,94030,145615,16,1/1,1.0,U,09:40:30,000620,盈新发展
20260710,000810.SZ,黑色家电,创维数字,12.84,10.03,490119840.0,,14260183287.0,14768511298.56,3.49,90103595.0,93621,100045,1,1/1,1.0,U,09:36:21,000810,创维数字
20260710,000887.SZ,汽车零部件,中鼎股份,20.68,10.0,2234005904.0,,27181184173.44,27225007905.92,8.25,2781604.0,93203,143215,24,2/2,2.0,U,09:32:03,000887,中鼎股份
20260710,000892.SZ,影视院线,欢瑞世纪,4.2,9.95,575396784.0,,2985513106.8,4120118016.0,20.22,30536100.0,100330,100406,1,4/7,2.0,U,10:03:30,000892,欢瑞世纪
20260710,000920.SZ,塑料,沃顿科技,12.75,10.01,178943742.0,,6025632379.5,6025919280.0,2.99,67968962.0,93109,95321,3,1/1,1.0,U,09:31:09,000920,沃顿科技
20260710,001395.SZ,专用设备,亚联机械,28.63,9.99,107968402.0,,1488946095.0,3246985560.0,7.3,17940416.0,93145,93345,2,2/2,2.0,U,09:31:45,001395,亚联机械
20260710,002038.SZ,化学制药,双鹭药业,6.38,10.0,447833056.0,,5435194196.08,6554493000.0,8.47,33482476.0,95951,100218,2,1/1,1.0,U,09:59:51,002038,双鹭药业
20260710,002115.SZ,通信服务,三维通信,10.95,10.05,105775774.0,,8171614966.65,8815158741.6,1.29,246887591.0,92500,92500,0,1/1,1.0,U,09:25:00,002115,三维通信
20260710,002121.SZ,电网设备,科陆电子,5.34,10.1,106316463.0,,7538238095.16,8931420246.72,1.41,60006915.0,93000,93000,0,1/1,1.0,U,09:30:00,002121,科陆电子
20260710,002144.SZ,纺织制造,宏达高科,10.77,10.01,181831480.0,,1482509627.52,1903732426.56,12.47,1545495.0,95806,143951,10,1/1,1.0,U,09:58:06,002144,宏达高科
20260710,002317.SZ,中药Ⅱ,众生药业,29.54,10.02,2042138880.0,,22498178173.24,25106946379.2,9.28,28234332.0,101415,142042,19,1/1,1.0,U,10:14:15,002317,众生药业
20260710,002346.SZ,电网设备,柘中股份,21.81,9.98,205978125.0,,8551994889.75,9630759997.44,2.43,73287859.0,93036,93633,1,2/2,2.0,U,09:30:36,002346,柘中股份
20260710,002402.SZ,家电零部,和而泰,26.32,9.99,1840787152.0,,21542356515.12,24303611324.16,8.71,59680600.0,95533,102657,1,1/1,1.0,U,09:55:33,002402,和而泰
20260710,002414.SZ,军工电子,高德红外,14.64,9.99,2979367024.0,,49755685989.84,62523576679.68,6.0,106549963.0,92500,95142,5,2/2,2.0,U,09:25:00,002414,高德红外
20260710,002479.SZ,电力,富春环保,4.86,9.95,122306288.0,,4194534021.84,4203900000.0,2.94,17152650.0,93233,93233,0,1/1,1.0,U,09:32:33,002479,富春环保
20260710,002606.SZ,电网设备,大连电瓷,13.7,10.04,176997956.0,,5769646153.5,6015303059.2,3.07,46999220.0,92500,92500,0,1/1,1.0,U,09:25:00,002606,大连电瓷
20260710,002623.SZ,光伏设备,亚玛顿,16.23,10.03,88501955.0,,3126484519.74,3133404585.99,2.9,106970307.0,93933,93933,0,1/1,1.0,U,09:39:33,002623,亚玛顿
20260710,002681.SZ,消费电子,奋达科技,4.98,9.93,412973056.0,,7814938793.64,8937368155.2,5.39,5889865.0,95803,95803,0,1/1,1.0,U,09:58:03,002681,奋达科技
20260710,002693.SZ,化学制药,双成药业,10.45,10.0,587879520.0,,4294757678.2,4333507824.8,13.96,2216445.0,101551,145027,15,1/1,1.0,U,10:15:51,002693,双成药业
20260710,002828.SZ,油服工程,贝肯能源,13.48,10.04,590259568.0,,2709312848.0,2709312848.0,22.64,3229808.0,102042,145451,16,1/1,1.0,U,10:20:42,002828,贝肯能源
20260710,002829.SZ,航天装备,星网宇达,19.5,9.98,280119360.0,,2848024218.0,4052283183.0,10.21,55188997.0,95318,95318,0,2/2,2.0,U,09:53:18,002829,星网宇达
20260710,002970.SZ,计算机设,锐明技术,58.86,10.0,411493184.0,,7439106917.88,10826178660.0,5.64,83295729.0,101845,101845,0,1/1,1.0,U,10:18:45,002970,锐明技术
20260710,002989.SZ,装修装饰,中天精装,31.26,9.99,209342863.0,,6184287307.62,6302520442.62,3.46,44364192.0,94315,94315,0,1/1,1.0,U,09:43:15,002989,中天精装
20260710,003001.SZ,专业工程,中岩大地,14.21,9.98,80467587.0,,1625149130.22,2480361098.74,5.08,33956400.0,101515,101515,0,1/1,1.0,U,10:15:15,003001,中岩大地
20260710,003020.SZ,化学制药,立方制药,18.74,9.98,324444112.0,,3158594298.7,4276816901.32,10.58,35836127.0,94812,95906,2,2/2,2.0,U,09:48:12,003020,立方制药
20260710,300255.SZ,化学制药,常山药业,26.34,20.0,1766605472.0,,24170199776.52,24208063579.2,7.66,31774021.0,101009,140709,11,1/1,1.0,U,10:10:09,300255,常山药业
20260710,300786.SZ,环保设备,国林科技,23.9,19.98,237383545.0,,3498821834.1,4397979508.1,7.07,93560875.0,93927,93927,0,1/1,1.0,U,09:39:27,300786,国林科技
20260710,600293.SH,玻璃玻纤,三峡新材,2.79,9.84,125261771.0,,3236804678.34,3236804661.6,3.88,18515564.0,93041,93347,2,1/1,1.0,U,09:30:41,600293,三峡新材
20260710,600410.SH,IT服务Ⅱ,华胜天成,16.56,10.03,1840304256.0,,18157951950.48,18157952033.28,10.3,115259736.0,94736,134924,8,1/1,1.0,U,09:47:36,600410,华胜天成
20260710,600428.SH,航运港口,中远海特,8.99,10.04,363417232.0,,21983117391.17,24667844396.0,1.65,107613023.0,93011,94426,8,1/1,1.0,U,09:30:11,600428,中远海特
20260710,600629.SH,工程咨询,华建集团,12.75,10.01,339502816.0,,14660012194.5,14660012220.0,2.39,42869325.0,102956,103309,1,1/1,1.0,U,10:29:56,600629,华建集团
20260710,600664.SH,化学制药,哈药股份,3.37,10.13,336874464.0,,8487378282.12,8487378268.64,3.97,72694607.0,93000,94309,2,1/1,1.0,U,09:30:00,600664,哈药股份
20260710,600800.SH,炼化及贸,渤海化学,3.21,9.93,144306986.0,,3562233993.36,3563245143.36,4.15,13284559.0,100956,102426,2,1/1,1.0,U,10:09:56,600800,渤海化学
20260710,600821.SH,电力,金开新能,6.11,10.09,555091504.0,,12020355462.83,12020355505.6,4.76,23536331.0,102849,103646,1,1/1,1.0,U,10:28:49,600821,金开新能
20260710,600992.SH,通用设备,贵绳股份,10.65,10.02,177555040.0,,2610208500.0,2610208500.0,7.03,61998964.0,100328,100328,0,2/2,2.0,U,10:03:28,600992,贵绳股份
20260710,603110.SH,化学制品,东方材料,23.19,10.01,455149760.0,,4666447915.08,4666447915.08,9.95,37522347.0,95023,102829,2,1/1,1.0,U,09:50:23,603110,东方材料
20260710,603127.SH,医疗服务,昭衍新药,43.22,10.0,2273105200.0,,27243857265.08,32386830241.28,8.5,4969997.0,101538,143326,26,1/1,1.0,U,10:15:38,603127,昭衍新药
