trade_date,ts_code,industry,name,close,pct_chg,amount,limit_amount,float_mv,total_mv,turnover_ratio,fd_amount,first_time,last_time,open_times,up_stat,limit_times,limit,first_time_hms,code6,stock_name
20260710,603155.SH,化学制品,新亚强,28.28,10.0,297119440.0,,8930450704.0,8930450704.0,3.38,66756212.0,93528,93746,2,1/1,1.0,U,09:35:28,603155,新亚强
20260710,603211.SH,汽车零部件,晋拓股份,37.88,9.99,436807712.0,,10296087040.0,10296087040.0,4.42,85343640.0,102710,102710,0,3/6,1.0,U,10:27:10,603211,晋拓股份
20260710,603223.SH,炼化及贸,恒通股份,13.72,10.02,199771341.0,,9683880487.96,9683880474.24,2.11,70859684.0,94157,94548,2,1/1,1.0,U,09:41:57,603223,恒通股份
20260710,603270.SH,通用设备,金帝股份,31.04,9.99,170777544.0,,2195045343.68,6801070943.68,8.05,76067865.0,95426,95426,0,1/1,1.0,U,09:54:26,603270,金帝股份
20260710,603322.SH,通信服务,超讯科技,31.06,9.99,239652287.0,,4894645883.76,4894645883.76,5.0,59601034.0,94115,95115,1,1/1,1.0,U,09:41:15,603322,超讯科技
20260710,603538.SH,化学制药,美诺华,30.88,10.01,2134658736.0,,10404088086.88,10496982568.96,21.23,55938471.0,100758,132658,9,1/1,1.0,U,10:07:58,603538,美诺华
20260710,603559.SH,通信服务,中通国脉,8.78,10.03,68745569.0,,3523211875.62,3523211849.28,1.98,33601060.0,93517,93905,3,4/8,1.0,U,09:35:17,603559,中通国脉
20260710,603578.SH,家电零部,三星新材,13.37,10.04,67180351.0,,2411373517.84,3129389740.68,2.86,41434940.0,95537,95537,0,1/1,1.0,U,09:55:37,603578,三星新材
20260710,603898.SH,家居用品,好莱客,15.27,10.01,85651945.0,,4584504190.14,4584504281.76,1.89,50070330.0,94010,94010,0,2/2,2.0,U,09:40:10,603898,好莱客
20260710,605178.SH,专业工程,时空科技,101.55,10.0,185083729.0,,10061574000.0,10061574000.0,1.88,58981255.0,93315,93409,1,1/1,1.0,U,09:33:15,605178,时空科技
20260710,920267.BJ,消费电子,鑫汇科,18.14,29.94,137787204.0,,492991650.72,861340549.74,28.91,5808736.0,94109,94109,0,1/1,1.0,U,09:41:09,920267,鑫汇科
