trade_date,ts_code,industry,name,close,pct_chg,amount,limit_amount,float_mv,total_mv,turnover_ratio,fd_amount,first_time,last_time,open_times,up_stat,limit_times,limit,first_time_hms,code6,stock_name
20260720,000539.SZ,电力,粤电力Ａ,5.84,9.98,954978208.0,,14923459490.16,30661658746.88,6.6,86742104.0,101151,110042,3,1/1,1.0,U,10:11:51,000539,粤电力Ａ
20260720,000596.SZ,白酒Ⅱ,古井贡酒,93.83,10.0,1044650864.0,,38338938000.0,49598538000.0,2.79,30654261.0,95445,140133,4,2/4,1.0,U,09:54:45,000596,古井贡酒
20260720,000767.SZ,电力,晋控电力,3.76,9.94,1210434176.0,,10950046599.36,11569302762.24,11.36,50597650.0,100230,140245,2,1/1,1.0,U,10:02:30,000767,晋控电力
20260720,000815.SZ,IT服务Ⅱ,美利云,13.33,9.98,209590629.0,,9267856256.55,9267856323.2,2.26,179245470.0,92500,92500,0,1/1,1.0,U,09:25:00,000815,美利云
20260720,000889.SZ,通信服务,中嘉博创,3.45,9.87,143940609.0,,3000965753.7,3230204364.0,4.88,85141028.0,93527,93527,0,2/4,1.0,U,09:35:27,000889,中嘉博创
20260720,001258.SZ,电力,立新能源,9.1,10.04,733892672.0,,8493244614.4,8493333284.8,8.8,132620670.0,93157,94915,2,3/3,3.0,U,09:31:57,001258,立新能源
20260720,001288.SZ,专用设备,运机集团,22.97,10.01,165796814.0,,3488522281.69,5369555703.41,4.81,3174454.0,95754,144839,6,1/1,1.0,U,09:57:54,001288,运机集团
20260720,002036.SZ,光学光电,联创电子,6.55,10.08,259699807.0,,6913313926.25,6927267319.2,3.86,65849586.0,100306,100306,0,1/1,1.0,U,10:03:06,002036,联创电子
20260720,002490.SZ,专用设备,山东墨龙,7.8,10.01,423925808.0,,4225431600.0,6223217520.0,10.08,48361560.0,93112,102121,3,1/1,1.0,U,09:31:12,002490,山东墨龙
20260720,002866.SZ,消费电子,传艺科技,14.85,10.0,114020658.0,,2691005714.1,4299405501.6,4.25,57673123.0,93000,93000,0,1/1,1.0,U,09:30:00,002866,传艺科技
20260720,002992.SZ,光学光电,宝明科技,35.86,10.0,48402732.0,,5602590757.72,6485949251.1,0.88,64672111.0,93318,93318,0,1/1,1.0,U,09:33:18,002992,宝明科技
20260720,300368.SZ,计算机设,汇金股份,9.41,20.03,468053440.0,,4977358099.75,4977358071.52,9.74,72808934.0,93909,93909,0,1/1,1.0,U,09:39:09,300368,汇金股份
20260720,300515.SZ,通用设备,三德科技,14.86,20.03,88809352.0,,2998120536.5,3057511870.0,2.96,40604727.0,93000,93000,0,1/1,1.0,U,09:30:00,300515,三德科技
20260720,600121.SH,煤炭开采,郑州煤电,3.76,9.94,224588214.0,,4581229262.88,4581229240.32,5.01,47302819.0,94848,95009,1,1/1,1.0,U,09:48:48,600121,郑州煤电
20260720,600126.SH,普钢,杭钢股份,6.23,10.07,1086264240.0,,21039887987.09,21039888018.24,5.21,139750126.0,93851,141506,2,1/1,1.0,U,09:38:51,600126,杭钢股份
20260720,600267.SH,化学制药,海正药业,12.45,9.98,1228162416.0,,14694387595.2,14694387595.2,8.52,4089576.0,95352,145301,4,1/1,1.0,U,09:53:52,600267,海正药业
20260720,600403.SH,煤炭开采,大有能源,5.28,10.0,241110898.0,,12623489482.56,12623489472.0,1.97,38106335.0,93748,93748,0,3/5,1.0,U,09:37:48,600403,大有能源
20260720,600452.SH,电力,涪陵电力,10.0,10.01,829334336.0,,15365416540.0,15365416480.0,5.5,29759000.0,95000,140206,5,1/1,1.0,U,09:50:00,600452,涪陵电力
20260720,600644.SH,电力,乐山电力,9.91,9.99,670536384.0,,5731159306.38,5731159286.56,11.97,48163997.0,93245,100303,2,2/2,2.0,U,09:32:45,600644,乐山电力
20260720,600722.SH,化学原料,金牛化工,9.38,9.96,451616176.0,,6381398560.88,6381398598.4,7.22,89800339.0,93546,93546,0,2/2,2.0,U,09:35:46,600722,金牛化工
20260720,600726.SH,电力,华电能源,5.83,10.0,706396112.0,,43581210092.64,46099769999.36,1.68,155736784.0,95528,95528,0,1/1,1.0,U,09:55:28,600726,华电能源
20260720,600744.SH,电力,华银电力,6.56,10.07,1125606768.0,,13324175237.44,13324175224.32,8.59,190354957.0,93500,94930,1,2/2,2.0,U,09:35:00,600744,华银电力
20260720,600756.SH,IT服务Ⅱ,浪潮软件,14.05,10.02,440322448.0,,4553587479.65,4912283965.6,9.78,33527515.0,94338,144053,10,1/1,1.0,U,09:43:38,600756,浪潮软件
20260720,600797.SH,IT服务Ⅱ,浙大网新,6.85,9.95,635413536.0,,7038555634.5,7038555620.8,9.11,23496185.0,94358,140543,6,1/1,1.0,U,09:43:58,600797,浙大网新
20260720,600821.SH,电力,金开新能,6.24,10.05,518000176.0,,12276107706.72,12276107750.4,4.35,95117568.0,95535,95705,1,1/1,1.0,U,09:55:35,600821,金开新能
20260720,603533.SH,数字媒体,掌阅科技,19.69,10.0,768414016.0,,8641878681.15,8641878622.08,9.0,6918337.0,93137,150000,4,1/1,1.0,U,09:31:37,603533,掌阅科技
20260720,603619.SH,油服工程,中曼石油,19.51,9.98,479545840.0,,9020223374.11,9020223432.64,5.39,87820363.0,93921,93921,0,1/1,1.0,U,09:39:21,603619,中曼石油
20260720,603727.SH,油服工程,博迈科,16.6,10.01,57728142.0,,4676539998.2,4676540048.0,1.27,91733260.0,100408,100408,0,1/1,1.0,U,10:04:08,603727,博迈科
20260720,603779.SH,非白酒,威龙股份,8.68,10.01,410630640.0,,2882478304.72,2882478287.36,14.62,59558688.0,94304,100637,3,1/1,1.0,U,09:43:04,603779,威龙股份
20260720,688057.SH,环境治理,金达莱,16.81,19.99,141706035.0,,4639560000.0,4639560000.0,3.1,19906956.0,93546,93546,0,1/1,1.0,U,09:35:46,688057,金达莱
