date,symbol,name,strategy_id,triggered,detail_json
2026-03-05,002595,豪迈科技,grid_sell,1,"{""trigger_price"": 88.91400000000002, ""sell_price"": 88.91400000000002, ""optimal_base_cost"": 84.68, ""base_cost_markup"": 0.05, ""high"": 100.28}"
2026-03-05,002595,豪迈科技,grid5_sell,1,"{""trigger_price"": 88.91400000000002, ""sell_price"": 88.91400000000002, ""optimal_base_cost"": 84.68, ""base_cost_markup"": 0.05, ""high"": 100.28}"
2026-03-06,600176,中国巨石,grid_buy,1,"{""ma20"": 24.694, ""trigger_price"": 26.775000000000002, ""buy_price"": 26.775000000000002, ""optimal_base_cost"": 25.5, ""base_cost_markup"": 0.05, ""low"": 26.0, ""high"": 27.25}"
2026-03-06,600176,中国巨石,grid_sell,1,"{""trigger_price"": 26.775000000000002, ""sell_price"": 26.775000000000002, ""optimal_base_cost"": 25.5, ""base_cost_markup"": 0.05, ""high"": 27.25}"
2026-03-06,600176,中国巨石,grid5_buy,1,"{""ma20"": 24.694, ""trigger_price"": 26.775000000000002, ""buy_price"": 26.775000000000002, ""optimal_base_cost"": 25.5, ""base_cost_markup"": 0.05, ""low"": 26.0, ""high"": 27.25}"
2026-03-06,600176,中国巨石,grid5_sell,1,"{""trigger_price"": 26.775000000000002, ""sell_price"": 26.775000000000002, ""optimal_base_cost"": 25.5, ""base_cost_markup"": 0.05, ""high"": 27.25}"
2026-03-06,002028,思源电气,grid_sell,1,"{""trigger_price"": 216.237, ""sell_price"": 216.237, ""optimal_base_cost"": 205.94, ""base_cost_markup"": 0.05, ""high"": 239.12}"
2026-03-06,002028,思源电气,grid5_sell,1,"{""trigger_price"": 216.237, ""sell_price"": 216.237, ""optimal_base_cost"": 205.94, ""base_cost_markup"": 0.05, ""high"": 239.12}"
2026-03-06,300285,国瓷材料,grid_sell,1,"{""trigger_price"": 32.4765, ""sell_price"": 32.4765, ""optimal_base_cost"": 30.93, ""base_cost_markup"": 0.05, ""high"": 36.28}"
2026-03-06,300285,国瓷材料,grid5_sell,1,"{""trigger_price"": 32.4765, ""sell_price"": 32.4765, ""optimal_base_cost"": 30.93, ""base_cost_markup"": 0.05, ""high"": 36.28}"
2026-03-06,000807,云铝股份,grid_buy,1,"{""ma20"": 32.356, ""trigger_price"": 33.5265, ""buy_price"": 33.5265, ""optimal_base_cost"": 31.93, ""base_cost_markup"": 0.05, ""low"": 32.98, ""high"": 34.25}"
2026-03-06,000807,云铝股份,grid_sell,1,"{""trigger_price"": 33.5265, ""sell_price"": 33.5265, ""optimal_base_cost"": 31.93, ""base_cost_markup"": 0.05, ""high"": 34.25}"
2026-03-06,000807,云铝股份,grid5_buy,1,"{""ma20"": 32.356, ""trigger_price"": 33.5265, ""buy_price"": 33.5265, ""optimal_base_cost"": 31.93, ""base_cost_markup"": 0.05, ""low"": 32.98, ""high"": 34.25}"
2026-03-06,000807,云铝股份,grid5_sell,1,"{""trigger_price"": 33.5265, ""sell_price"": 33.5265, ""optimal_base_cost"": 31.93, ""base_cost_markup"": 0.05, ""high"": 34.25}"
2026-03-06,002595,豪迈科技,grid_sell,1,"{""trigger_price"": 88.91400000000002, ""sell_price"": 88.91400000000002, ""optimal_base_cost"": 84.68, ""base_cost_markup"": 0.05, ""high"": 101.5}"
2026-03-06,002595,豪迈科技,grid5_sell,1,"{""trigger_price"": 88.91400000000002, ""sell_price"": 88.91400000000002, ""optimal_base_cost"": 84.68, ""base_cost_markup"": 0.05, ""high"": 101.5}"
2026-03-09,002028,思源电气,grid_sell,1,"{""trigger_price"": 216.237, ""sell_price"": 216.237, ""optimal_base_cost"": 205.94, ""base_cost_markup"": 0.05, ""high"": 230.03}"
2026-03-09,002028,思源电气,grid5_sell,1,"{""trigger_price"": 216.237, ""sell_price"": 216.237, ""optimal_base_cost"": 205.94, ""base_cost_markup"": 0.05, ""high"": 230.03}"
2026-03-09,300285,国瓷材料,grid_sell,1,"{""trigger_price"": 32.4765, ""sell_price"": 32.4765, ""optimal_base_cost"": 30.93, ""base_cost_markup"": 0.05, ""high"": 34.68}"
2026-03-09,300285,国瓷材料,grid5_sell,1,"{""trigger_price"": 32.4765, ""sell_price"": 32.4765, ""optimal_base_cost"": 30.93, ""base_cost_markup"": 0.05, ""high"": 34.68}"
2026-03-09,000807,云铝股份,grid_buy,1,"{""ma20"": 32.185, ""trigger_price"": 33.5265, ""buy_price"": 33.5265, ""optimal_base_cost"": 31.93, ""base_cost_markup"": 0.05, ""low"": 33.4, ""high"": 35.41}"
2026-03-09,000807,云铝股份,grid_sell,1,"{""trigger_price"": 33.5265, ""sell_price"": 33.5265, ""optimal_base_cost"": 31.93, ""base_cost_markup"": 0.05, ""high"": 35.41}"
2026-03-09,000807,云铝股份,grid5_buy,1,"{""ma20"": 32.185, ""trigger_price"": 33.5265, ""buy_price"": 33.5265, ""optimal_base_cost"": 31.93, ""base_cost_markup"": 0.05, ""low"": 33.4, ""high"": 35.41}"
2026-03-09,000807,云铝股份,grid5_sell,1,"{""trigger_price"": 33.5265, ""sell_price"": 33.5265, ""optimal_base_cost"": 31.93, ""base_cost_markup"": 0.05, ""high"": 35.41}"
2026-03-09,002595,豪迈科技,grid_sell,1,"{""trigger_price"": 88.91400000000002, ""sell_price"": 88.91400000000002, ""optimal_base_cost"": 84.68, ""base_cost_markup"": 0.05, ""high"": 97.5}"
2026-03-09,002595,豪迈科技,grid5_sell,1,"{""trigger_price"": 88.91400000000002, ""sell_price"": 88.91400000000002, ""optimal_base_cost"": 84.68, ""base_cost_markup"": 0.05, ""high"": 97.5}"
2026-03-10,600176,中国巨石,grid_buy,1,"{""ma20"": 25.178, ""trigger_price"": 26.775000000000002, ""buy_price"": 26.775000000000002, ""optimal_base_cost"": 25.5, ""base_cost_markup"": 0.05, ""low"": 26.3, ""high"": 27.25}"
2026-03-10,600176,中国巨石,grid_sell,1,"{""trigger_price"": 26.775000000000002, ""sell_price"": 26.775000000000002, ""optimal_base_cost"": 25.5, ""base_cost_markup"": 0.05, ""high"": 27.25}"
2026-03-10,600176,中国巨石,grid5_buy,1,"{""ma20"": 25.178, ""trigger_price"": 26.775000000000002, ""buy_price"": 26.775000000000002, ""optimal_base_cost"": 25.5, ""base_cost_markup"": 0.05, ""low"": 26.3, ""high"": 27.25}"
2026-03-10,600176,中国巨石,grid5_sell,1,"{""trigger_price"": 26.775000000000002, ""sell_price"": 26.775000000000002, ""optimal_base_cost"": 25.5, ""base_cost_markup"": 0.05, ""high"": 27.25}"
2026-03-10,002028,思源电气,grid_sell,1,"{""trigger_price"": 216.237, ""sell_price"": 216.237, ""optimal_base_cost"": 205.94, ""base_cost_markup"": 0.05, ""high"": 231.5}"
2026-03-10,002028,思源电气,grid5_sell,1,"{""trigger_price"": 216.237, ""sell_price"": 216.237, ""optimal_base_cost"": 205.94, ""base_cost_markup"": 0.05, ""high"": 231.5}"
2026-03-10,300285,国瓷材料,grid_sell,1,"{""trigger_price"": 32.4765, ""sell_price"": 32.4765, ""optimal_base_cost"": 30.93, ""base_cost_markup"": 0.05, ""high"": 38.43}"
