symbol,date,yesterday_price,result1_pred,result2_earlier_pred,result2_last_pred,computed1,computed2,today_high,today_low
1258,2026-08-04,13.4,13.046325479170862,12.73345308513116,13.403560533285305,13.757235054114444,14.070107448154147,13.913671251134296,13.401780266642653
