排名,股票代码,股票名称,综合评分,当前价格,ROC_20,RSI_14,MACD_Hist,成交量比率,均线趋势,波动率,交易日
173,600315,600315,46.628447267765374,20.62,-4.8014773776546615,47.29070951555738,-0.1664947882211834,0.9333140497961198,-2.314233602577137,3.460564683058878,2026-04-14
174,601326,601326,46.614413023504525,3.6,-1.3698630136986245,48.35817686408876,-0.013060777693871574,0.4791336802337453,-1.8003273322421978,3.5467675348146286,2026-04-14
175,300341,300341,46.58877030806191,14.74,-7.759699624530669,45.36188811657536,0.198343042659332,0.786428937775203,1.225835250489314,2.8793882176621035,2026-04-14
176,002555,002555,46.56398093728141,22.22,-5.245202558635398,46.12184156237913,0.15839663370081714,0.7727996390056809,0.12391573729865232,3.451439928033214,2026-04-14
177,603816,603816,46.481824891242326,30.67,-10.998258850841559,29.860351382317123,-0.2867844782825374,1.5480063444834917,-8.31776399372242,4.051933998588448,2026-04-14
178,605111,605111,46.42104490532678,38.59,-10.06758331391283,42.65424368446229,0.3777039687963857,0.8822077032513538,-0.8644496679639494,3.979838825211315,2026-04-14
179,300181,300181,46.35046390549113,15.54,-5.3016453382084165,43.34753214724356,0.033710304889215226,0.5965526954316799,-0.9907298270205281,2.5098788353841437,2026-04-14
180,601618,601618,46.31737150544397,2.99,-5.974842767295597,45.49011564827807,0.005724306250856792,0.6749755074639464,-1.0752688172042493,1.9967969408349255,2026-04-14
181,300760,300760,46.24630066913395,160.46,-9.472496473906912,38.83204054483723,0.21220857691341433,1.1676575023889932,-2.8527837648027443,2.5331472614395465,2026-04-14
182,300360,300360,46.134198467808645,16.24,-6.666666666666665,45.39243198799183,0.15946770581156655,0.7566709558179207,-0.5480878165283536,2.9584080252327056,2026-04-14
183,600557,600557,46.118996405873744,13.69,-6.039807824296506,44.38188075853439,-0.00030706180190884225,0.7256660045128086,-0.8581670710069825,2.493268943211738,2026-04-14
184,600406,600406,46.091919128627765,26.17,-8.815331010452955,46.59072840793869,0.07519198099978541,0.8145514826986057,-2.1426167595258323,3.220768490827471,2026-04-14
185,601919,601919,46.016692156435894,15.15,-5.7835820895522305,49.15769476427001,-0.03469682366644408,0.5663349833167435,-1.4217392718873056,2.2913746848156182,2026-04-14
186,002242,002242,46.01427253021659,9.77,-6.057692307692319,45.87058287928535,-0.005817122642130176,0.5159480963938641,-0.792038992688829,2.7195418198662993,2026-04-14
187,600993,600993,46.011713723569706,25.16,-3.342297349212453,39.3096406575039,0.07797532767743576,0.8832081705603947,-0.9975013280342807,1.534969458017157,2026-04-14
188,600050,600050,45.988605366086546,4.58,-8.946322067594437,46.143785210016254,0.02840058078080171,0.5418401303540332,-0.09815683280617914,1.6949807257888287,2026-04-14
189,002011,002011,45.784631000698,12.06,-8.981132075471699,48.711547954349825,0.08789190063658497,0.6738943385711365,0.3327787021630841,2.643210382489638,2026-04-14
190,002155,002155,45.73759122828245,29.52,-6.906338694418168,44.96918471968228,0.7302490667527253,0.7002231374535299,-1.022632020117315,5.535036578707116,2026-04-14
191,603369,603369,45.49989648590482,26.4,-11.290322580645174,36.999795461506984,0.08847330516841478,1.0778598876440388,-2.6225517317693363,2.6129929016499154,2026-04-14
192,600312,600312,45.424159987526664,19.28,-13.231323132313221,36.12612707340619,0.10530030382811462,1.39834270098868,-6.947561475904351,4.423416253942947,2026-04-14
193,600033,600033,45.30195372390593,3.63,-5.958549222797926,42.99731359972236,-0.010168996394053588,0.6835367699510583,-2.707049048512451,2.7500002465488262,2026-04-14
194,600782,600782,45.21664745022984,3.55,-11.250000000000004,41.53346716231406,0.03320841392753679,0.9661601001253349,-2.365236523652326,3.1756113625112192,2026-04-14
195,601088,601088,45.191796487213395,45.66,-5.836254897917104,46.45410242123077,-0.5223393606220201,0.8170448364773897,-4.020179725681857,3.010161850073467,2026-04-14
196,001337,001337,45.163764734112725,48.8,-9.192407889839982,48.870518409826296,0.6634289660622774,0.5624801827829305,-0.00307367601410074,5.808436405109092,2026-04-14
197,600420,600420,44.50991889927826,9.81,-9.66850828729281,34.03454375487402,-0.0439968011429967,1.0378886633655386,-5.51863623230279,2.86409285026872,2026-04-14
198,002737,002737,44.434450123705496,12.22,-2.6294820717131517,36.94788809346195,0.09888724226411227,0.6572563185146052,-1.0606428629260949,2.1534773314229905,2026-04-14
199,300529,300529,44.24309710390561,17.53,-7.297726070861977,38.9163059996881,0.0568273982674532,0.982047534043732,-1.7266509698396277,2.0674915153616897,2026-04-14
200,600861,600861,43.81870292116403,16.06,-5.418138987043585,37.313037642604556,0.07336353150915553,0.7083348264752117,-0.9039582883411824,1.7271961752265097,2026-04-14
201,301291,301291,43.43965409029313,52.67,-16.67457680746717,45.13934451757119,0.4270227695349269,0.8853265696127207,-1.8394617664050932,5.4444404882693185,2026-04-14
202,603100,603100,42.8588989958293,19.92,-10.712684894666058,36.5910455766317,0.39658428971047743,0.5866065494143492,0.43613078881694123,2.768026321996387,2026-04-14
203,600803,600803,42.698171230837886,21.0,-7.813871817383678,46.55738484584034,-0.3129809549060257,0.5314587505129384,-4.848210240144963,4.027252948161212,2026-04-14
204,300724,300724,42.62648708795819,112.1,-6.4976228209191795,46.839495330205125,-0.7024280933273039,0.7208059884601596,-2.3072398091462243,5.30830990136323,2026-04-14
205,601808,601808,42.37591046200834,15.7,-11.896745230078565,42.63557592181652,0.10250422559439365,0.7249251313647224,-3.6662064733854893,4.770493985274644,2026-04-14
206,002572,002572,42.21718395814293,12.48,-7.760532150776045,38.409942975151786,-0.0009628113585978537,0.7309439274833612,-2.090770015298281,2.337384036340398,2026-04-14
207,000999,000999,42.1800976169498,27.42,-6.480218281036832,38.83960560243908,-0.0814945242199302,0.6589744475030963,-3.3281624594556565,1.9295738560068405,2026-04-14
208,601628,601628,41.957084818564276,37.77,-10.306340536689618,38.33159619106502,0.31210603668847225,0.6708860760895038,-1.7774714915417378,2.8173465689552613,2026-04-14
209,600938,600938,41.81877468523368,37.7,-8.517350157728698,44.430252293852,-0.4007702193929074,0.676500077654907,-5.601322082279611,4.447968095614084,2026-04-14
210,601127,601127,41.035142736764435,89.89,-12.93103448275862,35.21793322624005,0.0044028543710092904,0.8013766376936821,-4.113753580133669,3.103390069199748,2026-04-14
211,600273,600273,40.48620857288023,8.96,-11.724137931034473,32.34779928126658,0.1569120029486213,0.752949005802111,-2.5928140457682955,3.6761375730871264,2026-04-14
212,300274,300274,40.41050166326527,139.46,-19.387283236994215,45.83301367147357,-2.745757608637152,1.2814245670054154,-6.146319140201747,5.953856941572994,2026-04-14
213,600328,600328,39.94479148532424,8.61,-13.030303030303036,41.7002492144274,-0.0885953978390191,0.6843054615413431,-7.38948047757344,5.395743261633542,2026-04-14
214,002096,002096,39.8848972022892,11.85,-14.005805515239478,37.606429986108616,0.10172027610839263,0.5656481427697598,-3.111074772086189,2.90029731164684,2026-04-14
215,300641,300641,38.56361291430128,18.98,-15.756768752774086,41.63354173631355,-0.4154143077732467,0.33380344310511334,-7.340054189957781,5.252015046171662,2026-04-14
216,600690,600690,36.462684848485054,20.94,-16.004813477737656,28.837854561259608,-0.05315997732868505,0.7246888128019209,-6.359001878186212,2.489850898432906,2026-04-14
