排名,股票代码,股票名称,综合评分,当前价格,ROC_20,RSI_14,MACD_Hist,成交量比率,均线趋势,波动率,交易日
161,601975,601975,47.29126605238632,4.58,-4.781704781704777,50.38031692189302,-0.026803892643478072,0.7241295819704316,-2.914679385267606,8.25521991667988,2026-04-14
162,600511,600511,47.220953612546666,28.91,-4.176334106728541,46.947715022328715,0.02493840547327386,0.6927063165906999,-0.6221855556700931,1.6854067660100676,2026-04-14
163,600941,600941,47.156603538373645,93.55,-4.247697031729791,44.67009871345295,-0.08993883055741836,0.7478357349303758,-0.911445231197818,1.094835458586805,2026-04-14
164,002595,002595,47.12909121956028,82.39,-7.166197183098588,44.3718361816016,1.028573947073677,0.7535665055446473,-0.8317184434467597,3.932606206729925,2026-04-14
165,300406,300406,47.114753991228255,11.99,-4.916732751784291,45.17300515205887,0.07203843937076704,0.6438176797426,0.2131305110953169,2.268454007277467,2026-04-14
166,605099,605099,47.10395997711098,40.82,1.4917951268025975,48.07178983067629,0.3341862157450586,0.7437893504244358,-0.7247434213726563,6.480344418810343,2026-04-14
167,600018,600018,47.073856596876674,5.0,-3.8461538461538547,44.537339419077476,-0.011141065558716592,0.6479338294701382,-1.3417521704814621,1.4937161084583694,2026-04-14
168,000651,000651,46.86680841441004,37.28,-3.8679731820526086,42.24056605732308,-0.14923517787957885,0.7351774986592888,-1.4108717785976188,1.2905047164818304,2026-04-14
169,002249,002249,46.79985346585852,9.38,-6.387225548902187,44.3594340778297,0.10817119379137508,0.7443966195217214,0.8060182697474784,2.6051562164177615,2026-04-14
170,603919,603919,46.75245742075171,17.99,-10.363726955655217,43.42493756581726,0.17097773016295403,0.8015375009414104,0.36822137915643244,3.2369259401225916,2026-04-14
171,600256,600256,46.75232419128424,6.59,-10.095497953615284,50.77503459406577,-0.0608876733403406,0.6051952388265602,-3.1807830750018353,5.808914845649616,2026-04-14
172,600885,600885,46.64233585079155,26.9,-8.689748811948416,44.272565008257494,0.25199525876249385,0.8998017154457864,-1.2010136996364353,3.6086997715704956,2026-04-14
