trade_date,ts_code,industry,name,close,pct_chg,amount,limit_amount,float_mv,total_mv,turnover_ratio,fd_amount,first_time,last_time,open_times,up_stat,limit_times,limit,first_time_hms,code6,stock_name
20260714,000008.SZ,轨交设备,神州高铁,2.6,10.17,31966488.0,,7062372075.2,7062581968.0,0.45,90075960.0,92500,92500,0,1/1,1.0,U,09:25:00,000008,神州高铁
20260714,000554.SZ,炼化及贸,泰山石油,6.44,10.09,253598268.0,,2313922892.68,3074745233.28,11.09,53334424.0,93209,94430,1,1/1,1.0,U,09:32:09,000554,泰山石油
20260714,000759.SZ,一般零售,中百集团,6.75,9.93,501820352.0,,4426015668.75,4471629192.0,11.45,58451625.0,93221,132806,2,1/1,1.0,U,09:32:21,000759,中百集团
20260714,000968.SZ,油气开采,蓝焰控股,7.04,10.0,465594400.0,,6811218726.4,6811218698.24,6.96,50169152.0,93957,131421,4,1/1,1.0,U,09:39:57,000968,蓝焰控股
20260714,001283.SZ,电池,豪鹏科技,46.48,10.01,281579904.0,,4805980779.04,6027531977.6,5.97,25156602.0,95451,101218,2,1/1,1.0,U,09:54:51,001283,豪鹏科技
20260714,001388.SZ,电网设备,信通电子,32.44,10.0,101757097.0,,2742463845.44,5123898000.0,3.8,64953184.0,93242,93242,0,2/2,2.0,U,09:32:42,001388,信通电子
20260714,001389.SZ,元件,广合科技,186.01,10.0,2484694528.0,,28339905852.94,87928632339.68,8.95,285373751.0,95203,112912,1,1/1,1.0,U,09:52:03,001389,广合科技
20260714,002141.SZ,元件,贤丰控股,5.1,9.91,439120208.0,,5267972569.8,5267972539.2,8.71,49402680.0,95809,95942,2,1/1,1.0,U,09:58:09,002141,贤丰控股
20260714,002162.SZ,家居用品,悦心健康,3.82,10.09,149419666.0,,3508647542.22,3513257667.2,4.34,16076546.0,101203,140518,2,1/1,1.0,U,10:12:03,002162,悦心健康
20260714,002243.SZ,化妆品,力合科创,6.85,9.95,46698505.0,,8248374686.5,8292638934.4,0.57,130136300.0,92500,92500,0,1/1,1.0,U,09:25:00,002243,力合科创
20260714,002523.SZ,专用设备,天桥起重,3.15,10.14,183604956.0,,4446359451.45,4462418520.0,4.2,10142719.0,102448,142403,1,1/1,1.0,U,10:24:48,002523,天桥起重
20260714,300937.SZ,医药商业,药易购,23.21,20.01,240011789.0,,1505497664.22,2220423689.22,16.85,39108850.0,100624,102636,1,1/1,1.0,U,10:06:24,300937,药易购
20260714,600183.SH,元件,生益科技,147.9,10.0,11779525120.0,,354146778357.6,359266734412.8,3.38,1050002295.0,95306,130003,1,1/1,1.0,U,09:53:06,600183,生益科技
20260714,600255.SH,金属新材,鑫科材料,3.08,10.0,453611088.0,,5562932621.4,5562932636.8,8.32,53280618.0,93611,132320,1,1/1,1.0,U,09:36:11,600255,鑫科材料
20260714,600293.SH,玻璃玻纤,三峡新材,2.76,9.96,157663916.0,,3202000326.96,3202000310.4,5.08,57756416.0,95358,95358,0,2/3,1.0,U,09:53:58,600293,三峡新材
20260714,600354.SH,种植业,敦煌种业,5.41,9.96,172327452.0,,2855409252.8,2855409252.8,6.06,21621497.0,92502,94603,3,1/1,1.0,U,09:25:02,600354,敦煌种业
20260714,600403.SH,煤炭开采,大有能源,5.12,10.11,187082122.0,,12240959498.24,12240959488.0,1.58,102094909.0,94611,94611,0,1/1,1.0,U,09:46:11,600403,大有能源
20260714,600664.SH,化学制药,哈药股份,4.08,9.97,1742338848.0,,10275520294.08,10275520277.76,17.48,113639460.0,94201,103543,1,3/3,3.0,U,09:42:01,600664,哈药股份
