trade_date,total_score,position_pct,position_label,risk_penalty,risk_signal_count,factor_scores,calibration_loaded,fwd_ret_5d,fwd_ret_10d,fwd_ret_20d
20260304,33.5,100.0,满仓 100%,10.0,2,"{'站上20日线': 0.0, '站上60日线': 16.0, '资金活跃度': 11.7, '市场广度': 5.8, '热点持续性': 10.0}",True,1.248240650154786,-0.4773967941988255,-3.2804103590127087
20260305,57.2,70.0,重仓 70%,0.0,0,"{'站上20日线': 0.0, '站上60日线': 16.0, '资金活跃度': 13.0, '市场广度': 18.2, '热点持续性': 10.0}",True,0.4998239045389763,-2.4829752076575673,-4.607002879592814
20260306,66.7,0.0,空仓,0.0,0,"{'站上20日线': 12.0, '站上60日线': 16.0, '资金活跃度': 10.5, '市场广度': 18.2, '热点持续性': 10.0}",True,-0.6969967950101408,-4.052702176473755,-5.918666774647374
20260309,39.2,70.0,重仓 70%,0.0,1,"{'站上20日线': 0.0, '站上60日线': 16.0, '资金活跃度': 9.2, '市场广度': 4.0, '热点持续性': 10.0}",True,-0.2884463546778626,-6.915960575426117,-5.039244351349403
20260310,75.5,20.0,轻仓 20%,0.0,0,"{'站上20日线': 20.0, '站上60日线': 20.0, '资金活跃度': 6.7, '市场广度': 18.8, '热点持续性': 10.0}",True,-1.7760914138697292,-5.865879337533686,-3.107839223426434
20260311,67.2,40.0,中仓 40%,0.0,0,"{'站上20日线': 20.0, '站上60日线': 20.0, '资金活跃度': 9.2, '市场广度': 8.0, '热点持续性': 10.0}",True,-1.704362893885969,-4.877195181893712,-4.046561198728482
20260312,64.7,0.0,空仓,0.0,0,"{'站上20日线': 20.0, '站上60日线': 20.0, '资金活跃度': 10.2, '市场广度': 4.5, '热点持续性': 10.0}",True,-2.967964516067012,-5.812863550544856,-3.4602651917634564
20260313,55.0,70.0,重仓 70%,0.0,0,"{'站上20日线': 8.0, '站上60日线': 20.0, '资金活跃度': 13.1, '市场广度': 3.9, '热点持续性': 10.0}",True,-3.3792587063419255,-4.437235628771785,-2.6099827650134078
20260316,60.2,0.0,空仓,0.0,1,"{'站上20日线': 8.0, '站上60日线': 20.0, '资金活跃度': 10.6, '市场广度': 11.6, '热点持续性': 10.0}",True,-6.6466863452179,-3.953668757857509,-1.42382496531398
20260317,1.3,100.0,满仓 100%,30.0,4,"{'站上20日线': 0.0, '站上60日线': 8.0, '资金活跃度': 11.4, '市场广度': 1.9, '热点持续性': 10.0}",True,-4.163739747820894,-3.90247944687524,-0.5604523343040402
20260318,49.8,70.0,重仓 70%,0.0,0,"{'站上20日线': 4.0, '站上60日线': 8.0, '资金活跃度': 11.4, '市场广度': 16.4, '热点持续性': 10.0}",True,-3.227846506129828,-2.8164592509880126,-0.183057557395494
20260319,6.6,100.0,满仓 100%,20.0,3,"{'站上20日线': 4.0, '站上60日线': 4.0, '资金活跃度': 7.2, '市场广度': 1.4, '热点持续性': 10.0}",True,-2.9319172995694975,-2.1781095931282413,1.1199928676832727
20260320,0.0,100.0,满仓 100%,30.0,4,"{'站上20日线': 4.0, '站上60日线': 4.0, '资金活跃度': 7.5, '市场广度': 1.6, '热点持续性': 10.0}",True,-1.0949790989642327,-1.944780770799437,3.160796923427367
20260323,0.0,100.0,满仓 100%,30.0,5,"{'站上20日线': 0.0, '站上60日线': 0.0, '资金活跃度': 10.6, '市场广度': 0.7, '热点持续性': 10.0}",True,2.8847584321635367,2.0161525388006085,7.127551433438084
20260324,34.3,100.0,满仓 100%,0.0,0,"{'站上20日线': 0.0, '站上60日线': 0.0, '资金活跃度': 6.1, '市场广度': 18.2, '热点持续性': 10.0}",True,0.27261111844116837,2.9299047940296585,5.796500571705776
20260325,44.5,70.0,重仓 70%,0.0,0,"{'站上20日线': 4.0, '站上60日线': 4.0, '资金活跃度': 8.3, '市场广度': 18.2, '热点持续性': 10.0}",True,0.4251091251863848,0.8732227616222721,4.10527139028507
20260326,12.5,100.0,满仓 100%,10.0,2,"{'站上20日线': 0.0, '站上60日线': 0.0, '资金活跃度': 10.2, '市场广度': 2.3, '热点持续性': 10.0}",True,0.7765762807612653,2.497791574801611,4.906474751699208
20260327,41.6,70.0,重仓 70%,0.0,0,"{'站上20日线': 4.0, '站上60日线': 0.0, '资金活跃度': 8.8, '市场广度': 18.8, '热点持续性': 10.0}",True,-0.8592098399994419,1.9120971183505642,4.410643387762825
20260330,30.8,100.0,满仓 100%,0.0,0,"{'站上20日线': 0.0, '站上60日线': 0.0, '资金活跃度': 7.7, '市场广度': 13.1, '热点持续性': 10.0}",True,-0.844251283279851,2.6339827454372466,3.959702768614748
20260331,21.0,100.0,满仓 100%,0.0,1,"{'站上20日线': 0.0, '站上60日线': 0.0, '资金活跃度': 7.9, '市场广度': 3.1, '热点持续性': 10.0}",True,2.6500692920519597,3.4777454125090035,5.5411518475546595
20260401,35.8,100.0,满仓 100%,0.0,0,"{'站上20日线': 0.0, '站上60日线': 0.0, '资金活跃度': 7.0, '市场广度': 18.8, '热点持续性': 10.0}",True,0.44621672840534643,2.7097198489542507,4.1434732493462745
20260402,0.0,100.0,满仓 100%,20.0,3,"{'站上20日线': 0.0, '站上60日线': 0.0, '资金活跃度': 6.5, '市场广度': 3.4, '热点持续性': 10.0}",True,1.707951745894909,3.371538259068263,6.146235543154677
20260403,0.0,100.0,满仓 100%,30.0,5,"{'站上20日线': 0.0, '站上60日线': 0.0, '资金活跃度': 8.4, '市场广度': 1.8, '热点持续性': 10.0}",True,2.7953246629136785,5.206839303773014,7.731650090060893
20260407,37.6,70.0,重仓 70%,0.0,0,"{'站上20日线': 0.0, '站上60日线': 0.0, '资金活跃度': 9.4, '市场广度': 18.2, '热点持续性': 10.0}",True,3.507849089672166,5.010381951714371,7.449245398234461
20260408,66.4,0.0,空仓,0.0,0,"{'站上20日线': 20.0, '站上60日线': 4.0, '资金活跃度': 13.6, '市场广度': 18.8, '热点持续性': 10.0}",True,0.806308389429522,2.7849979881088727,5.757780824643821
20260409,49.7,70.0,重仓 70%,0.0,0,"{'站上20日线': 20.0, '站上60日线': 4.0, '资金活跃度': 12.5, '市场广度': 3.2, '热点持续性': 10.0}",True,2.2534478592351137,3.204069960469691,6.260897159456946
20260410,70.8,40.0,中仓 40%,0.0,1,"{'站上20日线': 20.0, '站上60日线': 8.0, '资金活跃度': 14.0, '市场广度': 18.8, '热点持续性': 10.0}",True,1.6356503937171363,2.349985438603097,6.43082915019817
20260413,58.9,0.0,空仓,0.0,0,"{'站上20日线': 20.0, '站上60日线': 8.0, '资金活跃度': 11.3, '市场广度': 9.6, '热点持续性': 10.0}",True,2.3459380558086496,2.4516679963034305,4.747567918029505
20260414,70.7,40.0,中仓 40%,0.0,0,"{'站上20日线': 20.0, '站上60日线': 8.0, '资金活跃度': 15.1, '市场广度': 17.6, '热点持续性': 10.0}",True,1.451612486643894,1.2916969484324525,2.7011152961427642
20260415,59.6,0.0,空仓,0.0,0,"{'站上20日线': 20.0, '站上60日线': 8.0, '资金活跃度': 15.1, '市场广度': 6.5, '热点持续性': 10.0}",True,1.96286287068006,1.9940581685656156,2.5903320897509907
20260416,69.2,40.0,中仓 40%,0.0,0,"{'站上20日线': 20.0, '站上60日线': 8.0, '资金活跃度': 12.4, '市场广度': 18.8, '热点持续性': 10.0}",True,0.9296724180325011,1.3959276712082413,2.8107430544261014
20260417,58.8,0.0,空仓,0.0,0,"{'站上20日线': 20.0, '站上60日线': 8.0, '资金活跃度': 11.7, '市场广度': 9.1, '热点持续性': 10.0}",True,0.7028390551137909,2.684198504555968,2.733830419288985
20260420,79.9,20.0,轻仓 20%,0.0,0,"{'站上20日线': 20.0, '站上60日线': 20.0, '资金活跃度': 14.2, '市场广度': 15.7, '热点持续性': 10.0}",True,0.10330643551004215,2.3998542328581562,-0.11882530556189819
20260421,71.0,40.0,中仓 40%,0.0,0,"{'站上20日线': 20.0, '站上60日线': 20.0, '资金活跃度': 14.0, '市场广度': 7.0, '热点持续性': 10.0}",True,-0.15762739920225366,2.322497453291339,0.6810888197298359
20260422,76.9,20.0,轻仓 20%,0.0,0,"{'站上20日线': 20.0, '站上60日线': 20.0, '资金活跃度': 14.2, '市场广度': 12.7, '热点持续性': 10.0}",True,0.03059476461062527,2.892234173005348,1.1278029503308584
20260423,49.8,70.0,重仓 70%,20.0,3,"{'站上20日线': 20.0, '站上60日线': 20.0, '资金活跃度': 15.6, '市场广度': 4.2, '热点持续性': 10.0}",True,0.46196053351346134,2.9619250482642023,1.2733866420720164
20260424,60.3,0.0,空仓,10.0,2,"{'站上20日线': 20.0, '站上60日线': 20.0, '资金活跃度': 12.8, '市场广度': 7.5, '热点持续性': 10.0}",True,1.9675308740380038,3.9871463528864615,0.33888572377893666
20260427,55.9,70.0,重仓 70%,20.0,3,"{'站上20日线': 20.0, '站上60日线': 20.0, '资金活跃度': 11.8, '市场广度': 14.1, '热点持续性': 10.0}",True,2.2941777640757666,2.2409590459854023,0.3007969813213496
20260428,46.6,70.0,重仓 70%,20.0,3,"{'站上20日线': 20.0, '站上60日线': 20.0, '资金活跃度': 10.8, '市场广度': 5.8, '热点持续性': 10.0}",True,2.4840403807408817,1.3914450938933731,-0.24685450096642025
20260429,78.0,20.0,轻仓 20%,0.0,0,"{'站上20日线': 20.0, '站上60日线': 20.0, '资金活跃度': 9.8, '市场广度': 18.2, '热点持续性': 10.0}",True,2.860764164332563,0.5846163314728869,-1.2117888132053833
20260430,74.8,40.0,中仓 40%,0.0,1,"{'站上20日线': 20.0, '站上60日线': 20.0, '资金活跃度': 12.2, '市场广度': 12.6, '热点持续性': 10.0}",True,2.488468771139285,1.395337481210901,-0.9011737458711866
20260506,83.7,20.0,轻仓 20%,0.0,1,"{'站上20日线': 20.0, '站上60日线': 20.0, '资金活跃度': 14.6, '市场广度': 19.1, '热点持续性': 10.0}",True,1.9806456639058112,0.04833452026293816,-1.8316470776208238
20260507,81.2,20.0,轻仓 20%,0.0,1,"{'站上20日线': 20.0, '站上60日线': 20.0, '资金活跃度': 14.2, '市场广度': 17.0, '热点持续性': 10.0}",True,-0.052025168248692744,-2.459651488070047,-2.9260383299679393
20260508,83.7,20.0,轻仓 20%,0.0,1,"{'站上20日线': 20.0, '站上60日线': 20.0, '资金活跃度': 15.2, '市场广度': 18.5, '热点持续性': 10.0}",True,-1.0661126188901138,-1.6041522386714302,-3.6415773538473806
20260511,81.0,20.0,轻仓 20%,0.0,1,"{'站上20日线': 20.0, '站上60日线': 20.0, '资金活跃度': 16.1, '市场广度': 14.9, '热点持续性': 10.0}",True,-2.212843596245573,-1.7148342018774132,-6.288321853665712
20260512,71.5,40.0,中仓 40%,0.0,1,"{'站上20日线': 20.0, '站上60日线': 20.0, '资金活跃度': 16.1, '市场广度': 5.4, '热点持续性': 10.0}",True,-1.0665895422531713,-1.6399639045216685,-4.851321124546271
20260513,78.3,20.0,轻仓 20%,0.0,1,"{'站上20日线': 20.0, '站上60日线': 20.0, '资金活跃度': 13.8, '市场广度': 14.5, '热点持续性': 10.0}",True,-1.8947822217277643,-3.5083765225433994,-5.877241446933601
20260514,37.4,70.0,重仓 70%,30.0,4,"{'站上20日线': 20.0, '站上60日线': 20.0, '资金活跃度': 14.2, '市场广度': 3.2, '热点持续性': 10.0}",True,-2.4088795434567545,-1.8976368011096367,-4.569329097570729
20260515,48.2,70.0,重仓 70%,20.0,3,"{'站上20日线': 20.0, '站上60日线': 20.0, '资金活跃度': 11.8, '市场广度': 6.4, '热点持续性': 10.0}",True,-0.543837540426062,-1.6158163968790884,-2.511891625006335
20260518,72.2,40.0,中仓 40%,0.0,1,"{'站上20日线': 20.0, '站上60日线': 20.0, '资金活跃度': 13.1, '市场广度': 9.1, '热点持续性': 10.0}",True,0.5092789407965981,-1.7859641068354581,-0.8484972967383819
20260519,78.7,20.0,轻仓 20%,0.0,0,"{'站上20日线': 20.0, '站上60日线': 20.0, '资金活跃度': 12.2, '市场广度': 16.5, '热点持续性': 10.0}",True,-0.5795558442952764,-2.26490811523522,-1.8622231941391676
20260520,46.2,70.0,重仓 70%,20.0,3,"{'站上20日线': 20.0, '站上60日线': 20.0, '资金活跃度': 10.8, '市场广度': 5.4, '热点持续性': 10.0}",True,-1.6447589000439633,-1.879073356791372,-1.299997633454253
20260521,16.9,100.0,满仓 100%,30.0,6,"{'站上20日线': 4.0, '站上60日线': 20.0, '资金活跃度': 11.2, '市场广度': 1.7, '热点持续性': 10.0}",True,0.5238619455903981,-0.47814760661926137,0.32386324547770684
20260522,64.7,0.0,空仓,0.0,0,"{'站上20日线': 8.0, '站上60日线': 20.0, '资金活跃度': 8.8, '市场广度': 17.9, '热点持续性': 10.0}",True,-1.0778405580335493,-2.070641354824221,1.2204747229910495
20260525,56.1,70.0,重仓 70%,10.0,2,"{'站上20日线': 20.0, '站上60日线': 20.0, '资金活跃度': 7.8, '市场广度': 8.3, '热点持续性': 10.0}",True,-2.2836130870902416,-4.653283753096815,-1.1153795267825228
20260526,22.4,100.0,满仓 100%,30.0,4,"{'站上20日线': 8.0, '站上60日线': 20.0, '资金活跃度': 10.2, '市场广度': 4.2, '热点持续性': 10.0}",True,-1.6951767669640239,-3.2649004082382915,-0.8336909609822696
20260527,21.7,100.0,满仓 100%,30.0,5,"{'站上20日线': 8.0, '站上60日线': 20.0, '资金活跃度': 11.2, '市场广度': 2.5, '热点持续性': 10.0}",True,-0.2382328121277033,-2.454995406874505,0.6486510359533959
20260528,59.5,0.0,空仓,0.0,1,"{'站上20日线': 8.0, '站上60日线': 20.0, '资金活跃度': 8.8, '市场广度': 12.7, '热点持续性': 10.0}",True,-0.9967877604543429,-2.7233720058757127,-1.741335495093277
20260529,21.7,100.0,满仓 100%,30.0,4,"{'站上20日线': 4.0, '站上60日线': 20.0, '资金活跃度': 12.6, '市场广度': 5.1, '热点持续性': 10.0}",True,-1.0036182008067773,-0.910791953859158,0.1310681929919788
20260601,42.8,70.0,重仓 70%,10.0,2,"{'站上20日线': 4.0, '站上60日线': 8.0, '资金活跃度': 13.2, '市场广度': 17.6, '热点持续性': 10.0}",True,-2.425049411741509,0.9545140891235038,0.9033895715349072
20260602,49.9,70.0,重仓 70%,0.0,1,"{'站上20日线': 4.0, '站上60日线': 20.0, '资金活跃度': 10.8, '市场广度': 5.1, '热点持续性': 10.0}",True,-1.5967920897972276,0.41201672125181776,0.9163869681187986
20260603,57.2,70.0,重仓 70%,0.0,1,"{'站上20日线': 8.0, '站上60日线': 20.0, '资金活跃度': 13.2, '市场广度': 6.0, '热点持续性': 10.0}",True,-2.2220562618665007,0.5901653634425852,-1.3484463906969113
20260604,37.3,70.0,重仓 70%,0.0,1,"{'站上20日线': 4.0, '站上60日线': 8.0, '资金活跃度': 11.8, '市场广度': 3.5, '热点持续性': 10.0}",True,-1.7439679040350375,0.8058640718692223,-0.34841455592565795
20260605,35.2,100.0,满仓 100%,10.0,2,"{'站上20日线': 0.0, '站上60日线': 8.0, '资金活跃度': 13.2, '市场广度': 14.0, '热点持续性': 10.0}",True,0.09376731276493633,3.3607042089797146,0.33522552941773753
20260608,2.9,100.0,满仓 100%,30.0,5,"{'站上20日线': 0.0, '站上60日线': 8.0, '资金活跃度': 13.2, '市场广度': 1.7, '热点持续性': 10.0}",True,3.4635564563346932,3.710567459033176,0.780370394261376
20260609,43.2,70.0,重仓 70%,0.0,0,"{'站上20日线': 0.0, '站上60日线': 8.0, '资金活跃度': 10.8, '市场广度': 14.4, '热点持续性': 10.0}",True,2.0414058176661865,2.51326504807059,-0.9763266899677325
20260610,22.9,100.0,满仓 100%,10.0,2,"{'站上20日线': 0.0, '站上60日线': 8.0, '资金活跃度': 9.7, '市场广度': 5.2, '热点持续性': 10.0}",True,2.8761308714373213,3.181758467051865,1.0858915115694145
20260611,22.9,100.0,满仓 100%,10.0,2,"{'站上20日线': 0.0, '站上60日线': 8.0, '资金活跃度': 10.6, '市场广度': 4.3, '热点持续性': 10.0}",True,2.595089503933856,1.0095297617036536,0.22941726299627874
20260612,39.7,70.0,重仓 70%,10.0,2,"{'站上20日线': 0.0, '站上60日线': 8.0, '资金活跃度': 13.6, '市场广度': 18.1, '热点持续性': 10.0}",True,3.2638764469784975,1.051436546314899,-2.9199683324838244
20260615,79.9,20.0,轻仓 20%,0.0,1,"{'站上20日线': 20.0, '站上60日线': 20.0, '资金活跃度': 11.2, '市场广度': 18.7, '热点持续性': 10.0}",True,0.23874203744651545,-0.0506411407651175,-3.1574855014865566
20260616,72.2,40.0,中仓 40%,0.0,1,"{'站上20日线': 20.0, '站上60日线': 20.0, '资金活跃度': 10.8, '市场广度': 11.4, '热点持续性': 10.0}",True,0.4624193743935079,0.5023006840576993,-3.3313100637536452
20260617,66.9,0.0,空仓,0.0,1,"{'站上20日线': 20.0, '站上60日线': 20.0, '资金活跃度': 10.8, '市场广度': 6.1, '热点持续性': 10.0}",True,0.29708309694935764,-1.927237863796205,-5.493169771291006
20260618,57.6,0.0,空仓,10.0,2,"{'站上20日线': 20.0, '站上60日线': 20.0, '资金活跃度': 9.8, '市场广度': 7.8, '热点持续性': 10.0}",True,-1.545453832046606,-1.1450510725962704,-7.977706682096308
20260622,76.5,20.0,轻仓 20%,0.0,1,"{'站上20日线': 20.0, '站上60日线': 20.0, '资金活跃度': 13.6, '市场广度': 12.9, '热点持续性': 10.0}",True,-2.142510989115909,-2.92710726258687,-8.811112113303155
20260623,53.8,70.0,重仓 70%,20.0,3,"{'站上20日线': 20.0, '站上60日线': 20.0, '资金活跃度': 12.2, '市场广度': 11.6, '热点持续性': 10.0}",True,-0.28869394440677043,-2.8253601697138975,
20260624,63.2,0.0,空仓,0.0,1,"{'站上20日线': 20.0, '站上60日线': 20.0, '资金活跃度': 8.8, '市场广度': 4.4, '热点持续性': 10.0}",True,0.03969773962497758,-3.404039210342169,
20260625,54.2,70.0,重仓 70%,10.0,2,"{'站上20日线': 20.0, '站上60日线': 20.0, '资金活跃度': 10.8, '市场广度': 3.4, '热点持续性': 10.0}",True,-2.217732452493648,-2.0312378724885893,
20260626,8.9,100.0,满仓 100%,30.0,5,"{'站上20日线': 8.0, '站上60日线': 8.0, '资金活跃度': 10.8, '市场广度': 2.1, '热点持续性': 10.0}",True,0.40668793370626233,-0.7723157414431747,
20260629,36.7,70.0,重仓 70%,20.0,3,"{'站上20日线': 20.0, '站上60日线': 8.0, '资金活跃度': 8.8, '市场广度': 9.9, '热点持续性': 10.0}",True,-0.8017743776193798,-3.9300825545201534,
20260630,72.1,40.0,中仓 40%,0.0,1,"{'站上20日线': 20.0, '站上60日线': 20.0, '资金活跃度': 8.8, '市场广度': 13.3, '热点持续性': 10.0}",True,-2.5440106299408405,-3.10841849930924,
20260701,70.0,40.0,中仓 40%,10.0,2,"{'站上20日线': 20.0, '站上60日线': 20.0, '资金活跃度': 11.2, '市场广度': 18.8, '热点持续性': 10.0}",True,-3.4423704067261474,-3.814450735673014,
20260702,18.9,100.0,满仓 100%,20.0,3,"{'站上20日线': 0.0, '站上60日线': 8.0, '资金活跃度': 12.2, '市场广度': 8.7, '热点持续性': 10.0}",True,0.1907243354879684,-3.6360063995571235,
20260703,26.2,100.0,满仓 100%,20.0,3,"{'站上20日线': 0.0, '站上60日线': 8.0, '资金活跃度': 9.8, '市场广度': 18.4, '热点持续性': 10.0}",True,-1.1742282306213436,-6.911799240843008,
20260706,15.3,100.0,满仓 100%,20.0,3,"{'站上20日线': 0.0, '站上60日线': 8.0, '资金活跃度': 9.8, '市场广度': 7.5, '热点持续性': 10.0}",True,-3.1535928765594634,-6.061429390625872,
20260707,0.0,100.0,满仓 100%,30.0,5,"{'站上20日线': 0.0, '站上60日线': 0.0, '资金活跃度': 12.8, '市场广度': 1.7, '热点持续性': 10.0}",True,-0.5791412852269584,,
20260708,7.3,100.0,满仓 100%,20.0,3,"{'站上20日线': 0.0, '站上60日线': 0.0, '资金活跃度': 11.9, '市场广度': 5.4, '热点持续性': 10.0}",True,-0.38534534299792256,,
20260709,35.2,100.0,满仓 100%,0.0,0,"{'站上20日线': 0.0, '站上60日线': 4.0, '资金活跃度': 11.2, '市场广度': 10.0, '热点持续性': 10.0}",True,-3.819446121809955,,
20260710,31.4,100.0,满仓 100%,10.0,2,"{'站上20日线': 0.0, '站上60日线': 0.0, '资金活跃度': 13.6, '市场广度': 17.8, '热点持续性': 10.0}",True,-5.805743691646503,,
20260713,0.0,100.0,满仓 100%,30.0,5,"{'站上20日线': 0.0, '站上60日线': 0.0, '资金活跃度': 13.2, '市场广度': 2.1, '热点持续性': 10.0}",True,-3.002523893694964,,
20260714,42.4,70.0,重仓 70%,0.0,1,"{'站上20日线': 0.0, '站上60日线': 0.0, '资金活跃度': 14.2, '市场广度': 18.2, '热点持续性': 10.0}",True,,,
20260715,28.3,100.0,满仓 100%,10.0,2,"{'站上20日线': 0.0, '站上60日线': 0.0, '资金活跃度': 12.6, '市场广度': 15.7, '热点持续性': 10.0}",True,,,
20260716,22.0,100.0,满仓 100%,10.0,2,"{'站上20日线': 0.0, '站上60日线': 0.0, '资金活跃度': 11.2, '市场广度': 10.8, '热点持续性': 10.0}",True,,,
20260717,0.0,100.0,满仓 100%,30.0,5,"{'站上20日线': 0.0, '站上60日线': 0.0, '资金活跃度': 13.5, '市场广度': 2.0, '热点持续性': 10.0}",True,,,
20260720,11.4,100.0,满仓 100%,20.0,3,"{'站上20日线': 0.0, '站上60日线': 0.0, '资金活跃度': 14.5, '市场广度': 6.9, '热点持续性': 10.0}",True,,,
