symbol,stock_name,signal_date,close,ma5,ma10,ma20,ma5_prev,ma10_prev,close_ge_ma5,ma5_up,ma10_up,vol_up_gt_down,ma5_max_deviation_pct,deviation_ok,yang_gt_yin,yang_days,yin_days,vol_up_avg,vol_down_avg,vol_up_down_ratio,in_trend,score_total,score_hug,score_stack,score_volume,score_persist,days_close_ge_ma5,diagnosis_zh
600718,东软集团,2026-07-24,8.02,8.004,7.879,7.6275,7.926,7.877,True,True,True,True,2.075,True,True,5,4,182468.898,150280.665,1.2142,True,71,15,25,11,20,5,东软集团(600718) 截至 2026-07-24：收盘价在五日线之上，五日线与十日线均较前一日抬高，短线呈现沿 MA5 运行的多头特征。 | 均线结构为 5/10/20 多头排列，短中期趋势方向较为一致。 | 量价上，近 10 个交易日中阳线 5 根、阴线 4 根，阳多阴少；上涨日平均成交量高于下跌日（相对约 1.21 倍），符合「上涨放量、回踩缩量」的日线近似描述。 | 价格与五日线贴合度：近 5 日收盘价相对 MA5 的最大偏离为 2.08%，未超过设定上限 5%。 | 技术分 71 分（贴线 15、均线结构 25、量价 11、沿 MA5 持续性 20）；近 5 个交易日中 5 日收盘不低于 MA5。
