report_time,model_version,trade_date,total_score,position_pct,position_label,risk_penalty,risk_signal_count,risk_signals,risk_signals_plain,metrics_cache_rows,breadth_days_250,breadth_days_500,score_站上20日线,pass_站上20日线,detail_站上20日线,score_站上60日线,pass_站上60日线,detail_站上60日线,score_资金活跃度,pass_资金活跃度,detail_资金活跃度,score_市场广度,pass_市场广度,detail_市场广度,score_热点持续性,pass_热点持续性,detail_热点持续性,score_涨跌停情绪,detail_涨跌停情绪,诊断_一句话,诊断_市场基调,诊断_市场快照,诊断_操作建议
2026-08-05 14:16:13,V2.3,20260804,42.7,20.0,轻仓 20%,0.0,0,,,824,250,500,0.0,False,上证(60%) close=3822.28 ma20=3873.71 N; 深证(20%) close=13885.71 ma20=14157.87 N; 创业板(20%) close=3488.97 ma20=3581.78 N,0.0,False,上证(60%) close=3822.28 ma60=4017.33 N; 深证(20%) close=13885.71 ma60=15144.50 N; 创业板(20%) close=3488.97 ma60=3889.42 N,11.5,False,"量比(上证)=0.96 -> 1.8/7.0 | 近5日放量3天 -> 3.0/5.0 | 量价配合5/5 -> 5.0/5.0 | 成交额17,286亿 P250=49 P500=73 偏离20均=-14.1% -> 1.8/3.0",17.9,True,上涨3642 下跌1747 平盘140 | 历史样本250日 | 上涨比例=65.9% P250=74 P500=72 -> 7.3/8.0 | 上涨家数=3642 P250=76 -> 4.7/5.0 | 扩散=+1895 P250=72 -> 3.5/4.0 | 近5日广度持续4天 -> 2.4/3.0,13.3,False,"涨幅前3: 通信(+9.41%) > 电子(+5.73%) > 综合(+4.73%); 连续3日强势 2/3 [强势: 通信(+9.41%), 综合(+4.73%); 未满足: 电子(+5.73%)]",10.0,涨停138 P250=98 -> 3.5/3.5 | 跌停0 P250=5(逆向) -> 2.5/2.5 | 扩散+138 P250=99 -> 2.5/2.5 | 比值138.0 P250=100 -> 1.5/1.5,市场震荡分化，建议轻仓试探（约 20%）。,平衡,短期趋势：大盘短期趋势偏弱，三大指数均未有效站上均线，整体仍处调整格局。（0/20分） | 中期趋势：大盘中期趋势偏弱，三大指数均未有效站上均线，整体仍处调整格局。（0/20分） | 资金与成交：资金活跃度中等，有增量但不构成全面进攻信号。 成交额接近近期常态。（12/20分） | 赚钱效应：涨家数明显多于跌家数，赚钱效应较好，多数个股在赚钱。 约 65.9% 的股票收涨。 整体广度评价：很好。（18/20分） | 主线板块：有部分板块领涨（如 通信(+9.41%) > 电子(+5.73%) > 综合(+4.73%)），但主线尚未连续三天确认，热点切换较快，不宜盲目追高。（13/20分） | 短线情绪：涨跌停情绪偏暖，短线资金愿意进攻，可参与强势方向。（10/10分）,以轻仓为主，仅小仓试探，不宜追涨。 | 指数短期趋势不佳：不猜底、不重仓抄底，等均线重新走好再加。 | 中期趋势尚未完全扭转，更适合波段而非长持满仓。 | 个股层面仍有一定赚钱效应，可重选股、轻指数。
