ts_code,ann_date,end_date,revenue,yoy_sales,operate_profit,total_profit,n_income,yoy_net_profit,yoy_dedu_np,diluted_eps,yoy_eps,diluted_roe,yoy_roe,perf_summary,is_audit,remark,period,name
002670.SZ,20260421,20260331,295598900.0,,13268200.0,11064400.0,1468700.0,70390900.0,,0.0008,,0.01,,,0,,20260331,国盛证券
