trade_date,ts_code,industry,name,close,pct_chg,amount,limit_amount,float_mv,total_mv,turnover_ratio,fd_amount,first_time,last_time,open_times,up_stat,limit_times,limit,first_time_hms,code6,stock_name
20260717,000037.SZ,电力,深南电A,9.2,10.05,326741488.0,,3117954980.0,5545415846.4,10.66,33258000.0,100009,100009,0,1/1,1.0,U,10:00:09,000037,深南电A
20260717,000676.SZ,广告营销,智度股份,6.84,9.97,1722939792.0,,8611755158.88,8616958237.44,20.42,65497924.0,93103,140436,3,3/3,3.0,U,09:31:03,000676,智度股份
20260717,000779.SZ,工程咨询,甘咨询,12.23,9.98,1187310256.0,,5684173851.15,5684864246.88,21.51,4246256.0,101854,150000,9,1/1,1.0,U,10:18:54,000779,甘咨询
20260717,001258.SZ,电力,立新能源,8.27,9.97,460356624.0,,7718586039.68,7718666622.56,6.15,80677158.0,94600,94624,1,2/2,2.0,U,09:46:00,001258,立新能源
20260717,001388.SZ,电网设备,信通电子,24.74,10.0,457437344.0,,3095433471.28,3907683000.0,15.3,20713020.0,94524,135800,7,4/5,1.0,U,09:45:24,001388,信通电子
20260717,002432.SZ,医疗器械,九安医疗,79.2,10.0,3594431328.0,,36849567744.0,36898795929.6,9.81,409388760.0,92500,135900,2,3/4,1.0,U,09:25:00,002432,九安医疗
20260717,002632.SZ,塑料,道明光学,10.59,9.97,762034208.0,,6083168808.99,6614504341.92,12.63,56776167.0,93009,102136,2,2/2,2.0,U,09:30:09,002632,道明光学
20260717,002677.SZ,厨卫电器,浙江美大,7.95,9.96,54576742.0,,4384503307.5,5136110601.6,1.24,90706327.0,92500,92500,0,4/6,3.0,U,09:25:00,002677,浙江美大
20260717,002766.SZ,汽车零部件,索菱股份,3.94,10.06,117187018.0,,3376493674.6,3387792546.56,3.48,35043148.0,93000,93000,0,1/1,1.0,U,09:30:00,002766,索菱股份
20260717,003001.SZ,专业工程,中岩大地,19.56,10.01,113759337.0,,2237010343.92,3414205706.64,5.09,84874419.0,93000,93000,0,3/6,1.0,U,09:30:00,003001,中岩大地
20260717,300577.SZ,服装家纺,开润股份,20.36,19.98,344340544.0,,2894475144.76,4883065988.92,11.91,37032763.0,92500,130233,2,1/1,1.0,U,09:25:00,300577,开润股份
20260717,300795.SZ,专业服务,米奥会展,10.48,20.05,168320771.0,,1823364487.28,3132407778.56,9.44,68491652.0,93839,93839,0,1/1,1.0,U,09:38:39,300795,米奥会展
20260717,600227.SH,农化制品,赤天化,3.06,10.07,752820192.0,,3909455397.18,5167506700.8,19.81,32425902.0,93934,141746,1,3/4,1.0,U,09:39:34,600227,赤天化
20260717,600236.SH,电力,桂冠电力,10.62,10.05,387794576.0,,83710852257.24,83710851471.36,0.47,60427800.0,102143,102234,1,1/1,1.0,U,10:21:43,600236,桂冠电力
20260717,600644.SH,电力,乐山电力,9.01,10.01,387549168.0,,5210670570.18,5210670552.16,7.56,63540276.0,94528,94855,1,1/1,1.0,U,09:45:28,600644,乐山电力
20260717,600722.SH,化学原料,金牛化工,8.53,10.06,410446560.0,,5803126836.28,5803126870.4,7.24,92155467.0,93849,93849,0,1/1,1.0,U,09:38:49,600722,金牛化工
20260717,600744.SH,电力,华银电力,5.96,9.96,500534528.0,,12105500673.04,12105500661.12,4.21,179936971.0,94318,94318,0,1/1,1.0,U,09:43:18,600744,华银电力
20260717,600992.SH,通用设备,贵绳股份,11.72,10.05,306349504.0,,2872454800.0,2872454800.0,10.89,18264448.0,94006,132703,1,4/7,1.0,U,09:40:06,600992,贵绳股份
20260717,601369.SH,专用设备,陕鼓动力,9.5,9.95,316468288.0,,16209007274.0,16373007712.0,1.99,36648150.0,95202,100929,2,1/1,1.0,U,09:52:02,601369,陕鼓动力
20260717,603118.SH,通信设备,共进股份,14.95,10.01,1784261520.0,,11769782269.7,11769782180.0,15.57,85886255.0,95016,105043,1,1/1,1.0,U,09:50:16,603118,共进股份
20260717,603161.SH,汽车零部件,科华控股,13.31,10.0,66029121.0,,2538865862.5,2587566553.55,2.61,18035875.0,93302,95305,2,1/1,1.0,U,09:33:02,603161,科华控股
20260717,603567.SH,中药Ⅱ,珍宝岛,6.03,10.04,610427920.0,,5664601850.76,5669618738.4,11.12,31019942.0,93646,142110,1,2/2,2.0,U,09:36:46,603567,珍宝岛
20260717,603580.SH,塑料,艾艾精工,44.92,9.99,12290112.0,,5869840144.0,5869840144.0,0.21,191597276.0,92503,92503,0,6/7,4.0,U,09:25:03,603580,艾艾精工
20260717,605011.SH,电力,杭州热电,18.48,10.0,261492381.0,,7393848000.0,7393848000.0,3.65,24454584.0,101056,101323,1,1/1,1.0,U,10:10:56,605011,杭州热电
20260717,920305.BJ,IT服务Ⅱ,云创退,2.02,29.49,33161635.0,,163823767.5,267399772.5,20.81,5985449.0,94707,101034,4,5/5,5.0,U,09:47:07,920305,云创退
