trade_date,ts_code,industry,name,close,pct_chg,amount,limit_amount,float_mv,total_mv,turnover_ratio,fd_amount,first_time,last_time,open_times,up_stat,limit_times,limit,first_time_hms,code6,stock_name
20260713,000004.SZ,软件开发,国华退,0.51,10.87,1779195.0,,64407424.68,67513943.82,2.76,2281221.0,92500,92500,0,7/11,3.0,U,09:25:00,000004,国华退
20260713,000920.SZ,塑料,沃顿科技,14.03,10.04,657440320.0,,6630558610.54,6630874313.6,10.15,32307372.0,102518,112021,8,2/2,2.0,U,10:25:18,000920,沃顿科技
20260713,000989.SZ,中药Ⅱ,九芝堂,8.98,10.05,670064704.0,,6233500701.94,7686359303.68,10.92,63168247.0,94003,143448,2,1/1,1.0,U,09:40:03,000989,九芝堂
20260713,001395.SZ,专用设备,亚联机械,31.49,9.99,357072176.0,,1637684685.0,3571343880.0,22.38,5511127.0,100945,145324,4,3/3,3.0,U,10:09:45,001395,亚联机械
20260713,002379.SZ,工业金属,宏桥控股,15.9,10.03,947477168.0,,18068342672.7,207194781542.4,5.36,83544960.0,101706,141815,4,1/1,1.0,U,10:17:06,002379,宏桥控股
20260713,003020.SZ,化学制药,立方制药,20.61,9.98,339069040.0,,3473779535.55,4703585716.98,9.85,82963494.0,93015,93424,1,3/3,3.0,U,09:30:15,003020,立方制药
20260713,003030.SZ,农产品加,祖名股份,23.83,10.02,202676872.0,,1929251182.75,2973507400.0,10.62,11283505.0,93809,140724,2,1/1,1.0,U,09:38:09,003030,祖名股份
20260713,300214.SZ,化学制品,日科化学,12.3,20.0,78228418.0,,5718302152.2,5718302078.4,1.37,95736631.0,92500,92500,0,1/1,1.0,U,09:25:00,300214,日科化学
20260713,300534.SZ,中药Ⅱ,陇神戎发,9.0,20.0,461973280.0,,2718463392.0,2730105072.0,17.51,17234550.0,100045,130412,2,1/1,1.0,U,10:00:45,300534,陇神戎发
20260713,600664.SH,化学制药,哈药股份,3.71,10.09,737706224.0,,9343671639.96,9343671625.12,8.0,80657733.0,93422,93925,3,2/2,2.0,U,09:34:22,600664,哈药股份
20260713,600671.SH,中药Ⅱ,天目药业,21.13,9.99,198895281.0,,2573011362.29,2573187840.05,7.85,10719249.0,94823,132532,6,1/1,1.0,U,09:48:23,600671,天目药业
20260713,600881.SH,综合Ⅱ,亚泰集团,1.65,10.0,170447280.0,,5333049130.2,5333049136.8,3.23,27793829.0,93834,94213,1,1/1,1.0,U,09:38:34,600881,亚泰集团
20260713,600992.SH,通用设备,贵绳股份,11.72,10.05,63778201.0,,2872454800.0,2872454800.0,2.22,103667783.0,92501,92501,0,3/3,3.0,U,09:25:01,600992,贵绳股份
20260713,601002.SH,通用设备,晋亿实业,4.85,9.98,128748534.0,,4629037492.0,4629037492.0,2.79,14768764.0,93021,132957,1,1/1,1.0,U,09:30:21,601002,晋亿实业
20260713,601608.SH,专用设备,中信重工,5.54,9.92,1123061088.0,,25370726040.98,25370726589.44,4.47,63348570.0,92501,111019,2,2/2,2.0,U,09:25:01,601608,中信重工
20260713,603065.SH,化学制品,宿迁联盛,21.4,10.03,875866000.0,,8965906040.8,8965905955.2,9.97,24515840.0,94457,100218,1,1/1,1.0,U,09:44:57,603065,宿迁联盛
20260713,603120.SH,化学制品,肯特催化,55.09,10.0,151726255.0,,2087911000.0,4980136000.0,7.43,38338067.0,93740,93740,0,1/1,1.0,U,09:37:40,603120,肯特催化
20260713,603137.SH,装修装饰,恒尚节能,29.43,10.02,782260608.0,,5383728019.62,5383728019.62,15.17,45146208.0,93707,134504,6,9/10,1.0,U,09:37:07,603137,恒尚节能
20260713,603318.SH,燃气Ⅱ,水发燃气,8.55,10.04,87558849.0,,3925056400.2,4742455996.8,2.23,128414151.0,92502,92502,0,1/1,1.0,U,09:25:02,603318,水发燃气
20260713,603933.SH,其他电子,睿能科技,24.71,10.02,350383984.0,,5128426448.25,5128426448.25,6.88,39931360.0,93058,101346,6,2/3,1.0,U,09:30:58,603933,睿能科技
20260713,605090.SH,燃气Ⅱ,九丰能源,41.78,10.01,2351837088.0,,29435136723.04,29493181844.16,7.99,93332509.0,92503,141945,6,2/2,2.0,U,09:25:03,605090,九丰能源
20260713,920305.BJ,IT服务Ⅱ,云创退,0.72,28.57,9992910.0,,58392630.0,95310810.0,18.05,1535829.0,93928,94828,2,1/1,1.0,U,09:39:28,920305,云创退
