symbol,stock_name,signal_date,phase,combo_id,combo_name,position_stage,meaning,action_hint,match_exact,resonance_score,resonance_ok,score_position,score_volume,score_turnover,score_chip,score_trend,resonance_note,close,pct_change,ma20,ma60,range_low,range_high,range_pct,close_vs_ma20_pct,close_vs_ma60_pct,volume,vol_ma20,vol_ratio,vol_amplify,vol_shrink,price_up,price_down,is_breakout,is_stagnant,platform_level,breakout_high,breakout_close,breakout_vol,breakout_vol_ratio,turnover_today_pct,turnover_ma20_pct,turnover_ratio,turnover_high,turnover_low,turnover_rising,chip_available,chip_pattern,chip_pattern_label,chip_state,chip_concentration,chip_peak_position,chip_bottom_stable,chip_bottom_empty,ma5_score_total
605028,世茂能源,2026-08-03,2,3,上涨缩量整理,uptrend,惜售、趋势健康,持股或寻找加仓机会,True,92.0,True,20.0,20.0,20.0,20.0,12.0,缩量+低换手，惜售一致,25.97,-3.4572,24.312,23.541333333333334,19.82,28.6,0.7005,6.8197,10.3166,27482.5,41404.8195,0.6638,False,True,False,True,False,False,28.6,27.1,25.97,27482.5,0.6638,1.7177,2.5878,0.6638,False,True,False,True,multi_peak_stable,上涨多峰底不动,concentrated,0.0617,0.8178,True,False,
000035,中国天楹,2026-08-03,2,3,上涨缩量整理,uptrend,惜售、趋势健康,持股或寻找加仓机会,False,84.0,True,20.0,10.0,20.0,20.0,14.0,,5.15,2.3857,4.645,5.2363333333333335,4.28,6.72,0.3566,10.8719,-1.6487,326030.87,431069.434,0.7563,False,False,True,False,False,False,5.18,5.15,5.15,326030.87,0.7563,1.4095,1.8637,0.7563,False,True,False,True,multi_peak_stable,上涨多峰底不动,concentrated,0.1144,0.2951,True,False,
000883,湖北能源,2026-08-03,2,3,上涨缩量整理,uptrend,惜售、趋势健康,持股或寻找加仓机会,False,84.0,True,20.0,10.0,20.0,20.0,14.0,,4.82,2.1186,4.561000000000001,4.667166666666668,4.1,5.29,0.605,5.6786,3.2746,371392.42,361592.059,1.0271,False,False,True,False,False,False,4.84,4.85,4.82,371392.42,1.0271,0.5732,0.558,1.0272,False,True,False,True,multi_peak_stable,上涨多峰底不动,concentrated,0.1694,0.5042,True,False,
000885,城发环境,2026-08-03,2,3,上涨缩量整理,uptrend,惜售、趋势健康,持股或寻找加仓机会,False,84.0,True,20.0,10.0,20.0,20.0,14.0,,13.24,2.3184,12.577499999999999,12.732166666666668,11.98,14.0,0.6238,5.2673,3.9886,64664.3,48857.527500000004,1.3235,False,False,True,False,True,False,12.98,13.3,13.24,64664.3,1.3235,1.0071,0.7609,1.3235,False,True,True,True,low_single_peak,低位单峰底仓稳,concentrated,0.207,0.1584,True,False,
000899,赣能股份,2026-08-03,2,3,上涨缩量整理,uptrend,惜售、趋势健康,持股或寻找加仓机会,False,84.0,True,20.0,10.0,20.0,20.0,14.0,,11.08,1.9319,10.437,11.533,9.35,15.09,0.3014,6.1608,-3.9279,189282.01,242077.2515,0.7819,False,False,True,False,False,False,11.77,11.2,11.08,189282.01,0.7819,1.94,2.4811,0.7819,False,True,False,True,multi_peak_stable,上涨多峰底不动,concentrated,0.0729,0.2875,True,False,
000966,长源电力,2026-08-03,2,3,上涨缩量整理,uptrend,惜售、趋势健康,持股或寻找加仓机会,False,84.0,True,20.0,10.0,20.0,20.0,14.0,,4.4,2.8037,4.1335,4.548500000000001,3.67,5.81,0.3411,6.4473,-3.2648,576293.27,709483.442,0.8123,False,False,True,False,False,False,4.51,4.4,4.4,576293.27,0.8123,1.6555,2.0381,0.8123,False,True,False,True,low_single_peak,低位单峰底仓稳,concentrated,0.2241,0.2944,True,False,
002053,云南能投,2026-08-03,2,3,上涨缩量整理,uptrend,惜售、趋势健康,持股或寻找加仓机会,False,84.0,True,20.0,10.0,20.0,20.0,14.0,,9.8,2.0833,9.407499999999999,10.399666666666667,8.42,12.84,0.3122,4.1722,-5.7662,88917.0,113456.77950000002,0.7837,False,False,True,False,False,False,10.1,9.84,9.8,88917.0,0.7837,0.9657,1.2323,0.7837,False,True,False,True,multi_peak_stable,上涨多峰底不动,concentrated,0.0887,0.2443,True,False,
002060,广东建工,2026-08-03,2,3,上涨缩量整理,uptrend,惜售、趋势健康,持股或寻找加仓机会,False,84.0,True,20.0,10.0,20.0,20.0,14.0,,3.43,3.3133,3.2314999999999996,3.3281666666666667,2.98,3.73,0.6,6.1427,3.0597,233905.88,178946.73599999998,1.3071,False,False,True,False,True,False,3.35,3.44,3.43,233905.88,1.3071,1.4967,1.145,1.3071,False,True,True,True,low_single_peak,低位单峰底仓稳,concentrated,0.2242,0.2933,True,False,
002063,远光软件,2026-08-03,2,3,上涨缩量整理,uptrend,惜售、趋势健康,持股或寻找加仓机会,False,84.0,True,20.0,10.0,20.0,20.0,14.0,,5.68,2.5271,5.308,5.583666666666668,4.88,6.69,0.442,7.0083,1.7253,336213.84,304064.24049999996,1.1057,False,False,True,False,True,False,5.62,5.71,5.68,336213.84,1.1057,1.9004,1.7187,1.1057,False,True,False,True,low_single_peak,低位单峰底仓稳,concentrated,0.1643,0.232,True,False,
002096,易普力,2026-08-03,2,3,上涨缩量整理,uptrend,惜售、趋势健康,持股或寻找加仓机会,False,84.0,True,20.0,10.0,20.0,20.0,14.0,,9.76,1.8789,8.989999999999998,9.539833333333332,8.31,12.1,0.3826,8.5651,2.3079,60610.0,74942.77600000001,0.8088,False,False,True,False,True,False,9.66,9.78,9.76,60610.0,0.8088,0.4886,0.6042,0.8087,False,True,False,True,low_single_peak,低位单峰底仓稳,concentrated,0.1691,0.1293,True,False,
002783,凯龙股份,2026-08-03,2,3,上涨缩量整理,uptrend,惜售、趋势健康,持股或寻找加仓机会,False,84.0,True,20.0,10.0,20.0,20.0,14.0,,7.47,0.9459,7.081,7.569999999999999,6.66,9.21,0.3176,5.4936,-1.321,49987.6,64850.57400000001,0.7708,False,False,True,False,False,True,7.55,7.49,7.47,49987.6,0.7708,1.0841,1.4064,0.7708,False,True,False,True,multi_peak_stable,上涨多峰底不动,concentrated,0.1106,0.1333,True,False,
600008,首创环保,2026-08-03,2,3,上涨缩量整理,uptrend,惜售、趋势健康,持股或寻找加仓机会,False,84.0,True,20.0,10.0,20.0,20.0,14.0,,3.0,1.6949,2.875,2.946833333333333,2.68,3.21,0.6038,4.3478,1.8042,930376.28,793397.0094999999,1.1726,False,False,True,False,True,False,2.96,3.0,3.0,930376.28,1.1726,1.2674,1.0808,1.1726,False,True,False,True,single_peak,单峰,concentrated,0.3344,0.4151,True,False,
600027,华电国际,2026-08-03,2,3,上涨缩量整理,uptrend,惜售、趋势健康,持股或寻找加仓机会,False,84.0,True,20.0,10.0,20.0,20.0,14.0,,4.86,1.0395,4.664499999999999,4.852666666666667,4.34,5.9,0.3333,4.1912,0.1511,728563.56,827428.9335,0.8805,False,False,True,False,False,False,4.88,4.86,4.86,728563.56,0.8805,0.7906,0.8979,0.8805,False,True,False,True,low_single_peak,低位单峰底仓稳,concentrated,0.1401,0.2308,True,False,
600308,华泰股份,2026-08-03,2,3,上涨缩量整理,uptrend,惜售、趋势健康,持股或寻找加仓机会,False,84.0,True,20.0,10.0,20.0,20.0,14.0,,3.29,1.2308,3.1855,3.3438333333333334,2.92,4.03,0.3333,3.2805,-1.6099,86629.92,90599.679,0.9562,False,False,True,False,False,False,3.3,3.29,3.29,86629.92,0.9562,0.5711,0.5973,0.9562,False,True,False,True,multi_peak_stable,上涨多峰底不动,concentrated,0.1534,0.8829,True,False,
600406,国电南瑞,2026-08-03,2,3,上涨缩量整理,uptrend,惜售、趋势健康,持股或寻找加仓机会,False,84.0,True,20.0,10.0,20.0,20.0,14.0,,25.07,2.9569,23.1675,23.717,21.26,27.91,0.5729,8.2119,5.7048,990053.82,730837.9445,1.3547,False,False,True,False,True,False,24.5,25.09,25.07,990053.82,1.3547,1.2363,0.9126,1.3547,False,True,True,True,multi_peak_stable,上涨多峰底不动,concentrated,0.0999,0.1865,True,False,
600575,淮河能源,2026-08-03,2,3,上涨缩量整理,uptrend,惜售、趋势健康,持股或寻找加仓机会,False,84.0,True,20.0,10.0,20.0,20.0,14.0,,3.58,2.5788,3.2825,3.534666666666667,3.0,4.36,0.4265,9.0632,1.2825,701617.94,664826.3015,1.0553,False,False,True,False,False,False,3.59,3.64,3.58,701617.94,1.0553,1.8054,1.7107,1.0554,False,True,False,True,low_single_peak,低位单峰底仓稳,concentrated,0.1791,0.1471,True,False,
600780,通宝能源,2026-08-03,2,3,上涨缩量整理,uptrend,惜售、趋势健康,持股或寻找加仓机会,False,84.0,True,20.0,10.0,20.0,20.0,14.0,,6.21,2.3064,5.871,6.3605,5.51,7.69,0.3211,5.7741,-2.3662,141430.18,125739.0305,1.1248,False,False,True,False,True,False,6.18,6.22,6.21,141430.18,1.1248,1.2336,1.0967,1.1248,False,True,False,True,low_single_peak,低位单峰底仓稳,concentrated,0.1337,0.1789,True,False,
600834,申通地铁,2026-08-03,2,3,上涨缩量整理,uptrend,惜售、趋势健康,持股或寻找加仓机会,False,84.0,True,20.0,10.0,20.0,20.0,14.0,,7.44,2.0576,6.962999999999999,7.243333333333334,6.49,8.53,0.4657,6.8505,2.7151,31441.36,23612.934,1.3315,False,False,True,False,False,False,7.57,7.5,7.44,31441.36,1.3315,0.6586,0.4946,1.3315,False,True,True,True,multi_peak_stable,上涨多峰底不动,concentrated,0.197,0.7892,True,False,
600905,三峡能源,2026-08-03,2,3,上涨缩量整理,uptrend,惜售、趋势健康,持股或寻找加仓机会,False,84.0,True,20.0,10.0,20.0,20.0,14.0,,3.94,1.0256,3.809,3.958166666666666,3.61,4.39,0.4231,3.4392,-0.459,1170369.13,1164586.1439999999,1.005,False,False,True,False,False,False,3.96,3.95,3.94,1170369.13,1.005,0.4094,0.4074,1.005,False,True,False,True,single_peak,单峰,concentrated,0.0916,0.6282,True,False,
600995,南网储能,2026-08-03,2,3,上涨缩量整理,uptrend,惜售、趋势健康,持股或寻找加仓机会,False,84.0,True,20.0,10.0,20.0,20.0,14.0,,13.09,1.7094,12.355,13.364833333333335,11.47,16.48,0.3234,5.949,-2.0564,155536.08,193473.77149999997,0.8039,False,False,True,False,False,False,13.5,13.16,13.09,155536.08,0.8039,0.4867,0.6054,0.804,False,True,False,True,multi_peak_stable,上涨多峰底不动,concentrated,0.0636,0.1457,True,False,
601033,永兴股份,2026-08-03,2,3,上涨缩量整理,uptrend,惜售、趋势健康,持股或寻找加仓机会,False,84.0,True,20.0,10.0,20.0,20.0,14.0,,14.79,1.3014,14.104,14.240166666666669,13.15,15.47,0.7069,4.8639,3.8611,41679.0,49194.35,0.8472,False,False,True,False,False,False,14.82,14.83,14.79,41679.0,0.8472,1.7366,2.0498,0.8472,False,True,False,True,multi_peak_stable,上涨多峰底不动,concentrated,0.108,0.4526,True,False,
601188,龙江交通,2026-08-03,2,3,上涨缩量整理,uptrend,惜售、趋势健康,持股或寻找加仓机会,False,84.0,True,20.0,10.0,20.0,20.0,14.0,,2.93,1.7361,2.8329999999999997,2.961,2.67,3.41,0.3514,3.4239,-1.0469,174134.96,118160.481,1.4737,False,False,True,False,False,False,2.97,2.93,2.93,174134.96,1.4737,1.3339,0.9051,1.4737,False,True,True,True,low_single_peak,低位单峰底仓稳,concentrated,0.2253,0.1757,True,False,
601222,林洋能源,2026-08-03,2,3,上涨缩量整理,uptrend,惜售、趋势健康,持股或寻找加仓机会,False,84.0,True,20.0,10.0,20.0,20.0,14.0,,5.88,1.9064,5.5445,5.896833333333333,5.25,7.06,0.3481,6.051,-0.2855,196858.03,218577.8285,0.9006,False,False,True,False,True,False,5.8,5.9,5.88,196858.03,0.9006,0.9644,1.0708,0.9006,False,True,False,True,multi_peak_stable,上涨多峰底不动,concentrated,0.1165,0.0829,True,False,
603071,物产环能,2026-08-03,2,3,上涨缩量整理,uptrend,惜售、趋势健康,持股或寻找加仓机会,False,84.0,True,20.0,10.0,20.0,20.0,14.0,,12.15,0.6628,11.800500000000001,12.443833333333334,10.86,14.9,0.3193,2.9617,-2.3613,30476.0,30031.0505,1.0148,False,False,True,False,False,True,12.25,12.16,12.15,30476.0,1.0148,0.5462,0.5382,1.0148,False,True,False,True,multi_peak_stable,上涨多峰底不动,concentrated,0.0485,0.2822,True,False,
603227,雪峰科技,2026-08-03,2,3,上涨缩量整理,uptrend,惜售、趋势健康,持股或寻找加仓机会,False,84.0,True,20.0,10.0,20.0,20.0,14.0,,7.91,2.4611,7.2485,7.817333333333333,6.78,9.21,0.465,9.126,1.1854,70695.05,85763.2655,0.8243,False,False,True,False,True,False,7.79,7.94,7.91,70695.05,0.8243,0.6597,0.8003,0.8244,False,True,False,True,multi_peak_stable,上涨多峰底不动,concentrated,0.0841,0.1317,True,False,
603568,伟明环保,2026-08-03,2,3,上涨缩量整理,uptrend,惜售、趋势健康,持股或寻找加仓机会,False,84.0,True,20.0,10.0,20.0,20.0,14.0,,16.0,4.5752,15.4905,15.777,14.18,17.49,0.5498,3.2891,1.4134,152456.8,111857.6355,1.363,False,False,True,False,False,False,16.65,16.1,16.0,152456.8,1.363,0.7443,0.5461,1.363,False,True,True,True,multi_peak_stable,上涨多峰底不动,concentrated,0.1057,0.429,True,False,
605011,杭州热电,2026-08-03,2,3,上涨缩量整理,uptrend,惜售、趋势健康,持股或寻找加仓机会,False,84.0,True,20.0,10.0,20.0,20.0,14.0,,17.99,2.042,17.356,18.93066666666667,15.11,23.74,0.3337,3.6529,-4.969,69266.59,98069.585,0.7063,False,False,True,False,False,False,20.33,18.09,17.99,69266.59,0.7063,1.7312,2.4511,0.7063,False,True,False,True,multi_peak_stable,上涨多峰底不动,concentrated,0.051,0.022,True,False,
600985,淮北矿业,2026-08-03,2,3,上涨缩量整理,uptrend,惜售、趋势健康,持股或寻找加仓机会,False,82.0,True,20.0,10.0,20.0,20.0,12.0,,14.63,-3.1767,14.776,14.747333333333334,12.47,17.51,0.4286,-0.9881,-0.7956,283195.64,253609.90049999993,1.1167,False,False,False,True,False,False,15.62,15.28,14.63,283195.64,1.1167,1.0515,0.9417,1.1167,False,True,False,True,multi_peak_stable,上涨多峰底不动,concentrated,0.0462,0.5218,True,False,
002039,黔源电力,2026-08-03,2,3,上涨缩量整理,uptrend,惜售、趋势健康,持股或寻找加仓机会,True,78.0,True,20.0,20.0,20.0,4.0,14.0,缩量+低换手，惜售一致；吸筹/持股组合但筹码发散,20.35,0.9926,19.6375,20.172333333333334,18.5,23.29,0.3862,3.6283,0.8807,71778.5,104308.04049999999,0.6881,False,True,True,False,False,True,20.53,20.43,20.35,71778.5,0.6881,1.6788,2.4396,0.6881,False,True,False,True,scattered,多峰分散无主力,dispersed,0.157,0.2714,True,False,
000595,新能股份,2026-08-03,2,3,上涨缩量整理,uptrend,惜售、趋势健康,持股或寻找加仓机会,False,76.0,True,20.0,10.0,12.0,20.0,14.0,,5.96,9.9631,5.307,6.348166666666668,4.3,8.2,0.4256,12.3045,-6.1146,566339.0,416806.9145,1.3588,False,False,True,False,False,False,6.65,5.96,5.96,566339.0,1.3588,4.9737,3.6605,1.3587,False,False,True,True,multi_peak,多峰,concentrated,0.0864,0.4359,False,False,
002310,东方新能,2026-08-03,2,3,上涨缩量整理,uptrend,惜售、趋势健康,持股或寻找加仓机会,False,76.0,True,20.0,10.0,12.0,20.0,14.0,,2.52,1.2048,2.323,2.542333333333333,1.99,3.7,0.3099,8.4804,-0.8785,1408909.88,1930922.3855000003,0.7297,False,False,True,False,False,False,2.78,2.56,2.52,1408909.88,0.7297,3.2028,4.3894,0.7297,False,False,False,True,low_single_peak,低位单峰底仓稳,concentrated,0.4374,0.2398,True,False,
002649,博彦科技,2026-08-03,2,3,上涨缩量整理,uptrend,惜售、趋势健康,持股或寻找加仓机会,False,76.0,True,20.0,10.0,12.0,20.0,14.0,,9.22,0.5453,8.552499999999998,9.034333333333333,7.73,10.94,0.4642,7.8047,2.0551,133002.17,130877.68599999999,1.0162,False,False,True,False,False,True,9.34,9.33,9.22,133002.17,1.0162,2.4797,2.4401,1.0162,False,False,False,True,multi_peak_stable,上涨多峰底不动,concentrated,0.1137,0.271,True,False,
600505,西昌电力,2026-08-03,2,3,上涨缩量整理,uptrend,惜售、趋势健康,持股或寻找加仓机会,False,76.0,True,20.0,10.0,12.0,20.0,14.0,,11.61,4.3127,10.964500000000001,12.283166666666666,9.99,15.17,0.3127,5.8872,-5.4804,161277.94,131644.3755,1.2251,False,False,True,False,False,False,12.47,11.66,11.61,161277.94,1.2251,4.4238,3.611,1.2251,False,False,False,True,multi_peak_stable,上涨多峰底不动,concentrated,0.0895,0.2722,True,False,
600796,钱江生化,2026-08-03,2,3,上涨缩量整理,uptrend,惜售、趋势健康,持股或寻找加仓机会,False,76.0,True,20.0,10.0,12.0,20.0,14.0,,5.02,2.449,4.8075,5.080500000000001,4.48,6.17,0.3195,4.4202,-1.1908,71934.93,63439.222499999996,1.1339,False,False,True,False,False,False,5.04,5.02,5.02,71934.93,1.1339,2.3095,2.0367,1.1339,False,False,False,True,low_single_peak,低位单峰底仓稳,concentrated,0.205,0.1302,True,False,
600797,浙大网新,2026-08-03,2,3,上涨缩量整理,uptrend,惜售、趋势健康,持股或寻找加仓机会,False,76.0,True,20.0,10.0,12.0,20.0,14.0,,7.2,2.2727,6.638000000000001,7.296833333333334,6.01,9.63,0.3287,8.4664,-1.3271,445068.84,391019.089,1.1382,False,False,True,False,False,False,7.26,7.28,7.2,445068.84,1.1382,4.3315,3.8054,1.1382,False,False,False,True,low_single_peak,低位单峰底仓稳,concentrated,0.1518,0.2182,True,False,
601985,中国核电,2026-08-03,2,3,上涨缩量整理,uptrend,惜售、趋势健康,持股或寻找加仓机会,False,76.0,True,20.0,4.0,20.0,20.0,12.0,放量+低换手，筹码交换不充分；量能与组合方向相反,9.03,-0.3311,8.8735,8.870833333333334,8.5,9.23,0.726,1.7637,1.7943,2011314.11,1101380.364,1.8262,True,False,False,True,False,True,9.15,9.21,9.03,2011314.11,1.8262,1.0651,0.5833,1.8261,False,True,True,True,single_peak,单峰,concentrated,0.1659,0.5479,True,False,
000815,美利云,2026-08-03,2,3,上涨缩量整理,uptrend,惜售、趋势健康,持股或寻找加仓机会,False,70.0,True,20.0,10.0,6.0,20.0,14.0,缩量组合但换手偏高,16.7,10.0132,14.503,16.26366666666667,11.97,22.98,0.4296,15.1486,2.6829,926707.8,649066.03,1.4278,False,False,True,False,False,False,17.74,16.7,16.7,926707.8,1.4278,13.3289,9.3355,1.4278,True,False,True,True,multi_peak_stable,上涨多峰底不动,concentrated,0.0674,0.4024,True,False,
600396,华电辽能,2026-08-03,2,3,上涨缩量整理,uptrend,惜售、趋势健康,持股或寻找加仓机会,False,70.0,True,20.0,10.0,6.0,20.0,14.0,缩量组合但换手偏高,15.51,10.0,13.690999999999999,15.839833333333335,10.49,23.04,0.4,13.2861,-2.0823,2300416.6,2265189.9290000005,1.0156,False,False,True,False,False,False,17.83,15.51,15.51,2300416.6,1.0156,15.6203,15.3811,1.0155,True,False,False,True,multi_peak,多峰,concentrated,0.0526,0.3434,False,False,
600644,乐山电力,2026-08-03,2,3,上涨缩量整理,uptrend,惜售、趋势健康,持股或寻找加仓机会,False,70.0,True,20.0,10.0,6.0,20.0,14.0,缩量组合但换手偏高,10.29,10.0535,8.951,9.879666666666669,7.51,12.66,0.5398,14.9592,4.1533,599295.03,419179.1895,1.4297,False,False,True,False,False,False,11.5,10.29,10.29,599295.03,1.4297,10.3627,7.2482,1.4297,True,False,True,True,multi_peak_stable,上涨多峰底不动,concentrated,0.1112,0.3282,True,False,
000875,电投绿能,2026-08-03,2,3,上涨缩量整理,uptrend,惜售、趋势健康,持股或寻找加仓机会,False,68.0,True,20.0,10.0,20.0,4.0,14.0,吸筹/持股组合但筹码发散,5.57,2.2018,5.0920000000000005,5.8116666666666665,4.71,7.38,0.3221,9.3873,-4.1583,430574.45,549550.4105,0.7835,False,False,True,False,True,False,5.49,5.58,5.57,430574.45,0.7835,1.2882,1.6442,0.7835,False,True,False,True,scattered,多峰分散无主力,dispersed,0.1604,0.1461,True,False,
003039,顺控发展,2026-08-03,2,3,上涨缩量整理,uptrend,惜售、趋势健康,持股或寻找加仓机会,False,68.0,True,20.0,10.0,20.0,4.0,14.0,吸筹/持股组合但筹码发散,12.21,2.605,11.401,12.083166666666667,10.78,14.47,0.3875,7.0959,1.0497,37769.5,38666.686499999996,0.9768,False,False,True,False,True,False,11.97,12.24,12.21,37769.5,0.9768,0.6116,0.6262,0.9768,False,True,False,True,scattered,多峰分散无主力,dispersed,0.0498,0.168,True,False,
600131,国网信通,2026-08-03,2,3,上涨缩量整理,uptrend,惜售、趋势健康,持股或寻找加仓机会,False,68.0,True,20.0,10.0,20.0,4.0,14.0,吸筹/持股组合但筹码发散,16.06,2.5543,14.907999999999998,15.851333333333335,13.68,19.06,0.4424,7.7274,1.3164,105080.18,95075.3205,1.1052,False,False,True,False,True,False,15.88,16.15,16.06,105080.18,1.1052,0.8787,0.795,1.1053,False,True,False,True,scattered,多峰分散无主力,dispersed,0.0723,0.2825,True,False,
600236,桂冠电力,2026-08-03,2,3,上涨缩量整理,uptrend,惜售、趋势健康,持股或寻找加仓机会,False,68.0,True,20.0,10.0,20.0,4.0,14.0,吸筹/持股组合但筹码发散,11.05,2.1257,10.440999999999999,10.267999999999999,8.65,12.38,0.6434,5.8328,7.6159,421966.3,355711.22250000003,1.1863,False,False,True,False,False,False,12.38,11.35,11.05,421966.3,1.1863,0.5353,0.4513,1.1862,False,True,False,True,scattered,多峰分散无主力,dispersed,0.0612,0.8445,True,False,
600502,安徽建工,2026-08-03,2,3,上涨缩量整理,uptrend,惜售、趋势健康,持股或寻找加仓机会,False,68.0,True,20.0,10.0,20.0,4.0,14.0,吸筹/持股组合但筹码发散,4.81,0.6276,4.5985,4.7035,4.2,5.39,0.5126,4.5993,2.2643,334335.38,289630.8175,1.1544,False,False,True,False,True,True,4.81,4.85,4.81,334335.38,1.1544,1.9477,1.6873,1.1543,False,True,False,True,single_peak,单峰,dispersed,0.2055,0.3361,False,True,
601619,嘉泽新能,2026-08-03,2,3,上涨缩量整理,uptrend,惜售、趋势健康,持股或寻找加仓机会,False,68.0,True,20.0,10.0,20.0,4.0,14.0,吸筹/持股组合但筹码发散,4.8,3.6717,4.337,4.792166666666666,3.94,6.12,0.3945,10.6756,0.1635,399679.01,464673.4,0.8601,False,False,True,False,False,False,4.82,4.83,4.8,399679.01,0.8601,1.6416,1.9085,0.8602,False,True,False,True,multi_peak,多峰,dispersed,0.1082,0.211,False,True,
000722,湖南发展,2026-08-03,2,3,上涨缩量整理,uptrend,惜售、趋势健康,持股或寻找加仓机会,False,60.0,True,20.0,10.0,12.0,4.0,14.0,吸筹/持股组合但筹码发散,13.11,2.5822,12.566500000000001,13.567333333333332,10.49,17.81,0.3579,4.325,-3.3708,228099.48,323961.83099999995,0.7041,False,False,True,False,False,False,15.59,13.16,13.11,228099.48,0.7041,4.9143,6.9796,0.7041,False,False,False,True,scattered,多峰分散无主力,dispersed,0.0979,0.2746,True,False,
002090,金智科技,2026-08-03,2,3,上涨缩量整理,uptrend,惜售、趋势健康,持股或寻找加仓机会,False,60.0,True,20.0,10.0,12.0,4.0,14.0,吸筹/持股组合但筹码发散,9.72,2.2082,8.9445,9.709499999999998,8.13,11.69,0.4466,8.6701,0.1081,81510.0,101990.56899999999,0.7992,False,False,True,False,False,False,9.9,9.76,9.72,81510.0,0.7992,2.047,2.5614,0.7992,False,False,False,True,multi_peak,多峰,dispersed,0.0891,0.3848,False,True,
000862,银星能源,2026-08-03,2,3,上涨缩量整理,uptrend,惜售、趋势健康,持股或寻找加仓机会,False,54.0,False,20.0,10.0,6.0,4.0,14.0,缩量组合但换手偏高；吸筹/持股组合但筹码发散,5.63,1.4414,5.2155000000000005,5.852,4.5,7.72,0.3509,7.9475,-3.7936,349094.01,429956.1665,0.8119,False,False,True,False,False,False,6.24,5.69,5.63,349094.01,0.8119,5.5591,6.8468,0.8119,True,False,False,True,single_peak,单峰,dispersed,0.2451,0.3416,False,True,
002067,景兴纸业,2026-08-03,2,3,上涨缩量整理,uptrend,惜售、趋势健康,持股或寻找加仓机会,False,54.0,False,20.0,10.0,6.0,4.0,14.0,缩量组合但换手偏高；吸筹/持股组合但筹码发散,4.58,2.9213,4.0875,4.376666666666667,3.57,5.73,0.4676,12.0489,4.6458,984502.04,718595.2615,1.37,False,False,True,False,True,False,4.53,4.58,4.58,984502.04,1.37,7.3602,5.3723,1.37,True,False,True,True,single_peak,单峰,dispersed,0.1742,0.2917,False,True,
600744,华银电力,2026-08-03,2,3,上涨缩量整理,uptrend,惜售、趋势健康,持股或寻找加仓机会,False,54.0,False,20.0,10.0,6.0,4.0,14.0,缩量组合但换手偏高；吸筹/持股组合但筹码发散,7.33,5.772,6.489,7.297499999999999,5.22,9.63,0.4785,12.9604,0.4454,1973291.52,1817127.1649999998,1.0859,False,False,True,False,False,False,8.69,7.34,7.33,1973291.52,1.0859,9.7153,8.9464,1.0859,True,False,False,True,multi_peak,多峰,dispersed,0.1113,0.381,False,True,
000755,山西高速,2026-08-03,2,4,上涨放量突破,uptrend,趋势增强,可顺势参与，但避免追高过度,False,98.0,True,20.0,20.0,20.0,20.0,18.0,放量+低换手，筹码交换不充分,4.78,1.4862,4.615,4.6803333333333335,4.2,5.26,0.5472,3.5753,2.1295,78455.63,48279.551999999996,1.625,True,False,True,False,True,False,4.77,4.8,4.78,78455.63,1.625,0.5347,0.329,1.625,False,True,True,True,single_peak,单峰,concentrated,0.259,0.566,True,False,
002226,江南化工,2026-08-03,2,4,上涨放量突破,uptrend,趋势增强,可顺势参与，但避免追高过度,False,98.0,True,20.0,20.0,20.0,20.0,18.0,放量+低换手，筹码交换不充分,5.18,4.2254,4.675,4.932999999999999,4.22,6.5,0.4211,10.8021,5.0071,331052.03,196929.2555,1.6811,True,False,True,False,True,False,5.01,5.21,5.18,331052.03,1.6811,1.2498,0.7434,1.6811,False,True,True,True,multi_peak_stable,上涨多峰底不动,concentrated,0.118,0.1667,True,False,
601611,中国核建,2026-08-03,2,4,上涨放量突破,uptrend,趋势增强,可顺势参与，但避免追高过度,True,98.0,True,20.0,20.0,20.0,20.0,18.0,,11.61,10.0474,10.208,11.1365,9.61,14.1,0.4454,13.7343,4.2518,761983.42,292371.2905,2.6062,True,False,True,False,True,False,10.91,11.61,11.61,761983.42,2.6062,2.5283,0.9701,2.6062,False,False,True,True,multi_peak_stable,上涨多峰底不动,concentrated,0.0453,0.1091,True,False,
001258,立新能源,2026-08-03,2,4,上涨放量突破,uptrend,趋势增强,可顺势参与，但避免追高过度,True,78.0,True,20.0,20.0,20.0,4.0,14.0,放量+高换手，换手充分；吸筹/持股组合但筹码发散,12.73,3.1605,9.684000000000001,9.104999999999999,6.37,15.73,0.6795,31.4539,39.8133,1416287.65,820960.6065,1.7252,True,False,True,False,False,False,15.73,12.96,12.73,1416287.65,1.7252,15.1747,8.7961,1.7252,True,False,True,True,multi_peak,多峰,dispersed,0.0856,0.6015,False,True,
003816,中国广核,2026-08-03,2,4,上涨放量突破,uptrend,趋势增强,可顺势参与，但避免追高过度,False,78.0,True,20.0,20.0,20.0,4.0,14.0,放量+低换手，筹码交换不充分；吸筹/持股组合但筹码发散,4.16,0.7264,3.9884999999999997,4.169333333333333,3.7,4.83,0.4071,4.2999,-0.2239,1712741.08,1099292.6445,1.558,True,False,True,False,False,True,4.2,4.24,4.16,1712741.08,1.558,0.4354,0.2795,1.558,False,True,True,True,scattered,多峰分散无主力,dispersed,0.1231,0.0885,True,False,
