symbol,stock_name,signal_date,combo_id,combo_name,close,pct_change,platform_level,breakout_high,breakout_close,breakout_vol,breakout_vol_ratio,vol_ratio,is_breakout,resonance_score,resonance_ok,position_stage,ma5_score_total
000009,中国宝安,2026-08-20,3,上涨缩量整理,7.5,1.2146,8.39,7.65,7.5,219899.96,0.4047,0.4047,False,94.0,True,uptrend,
000025,特力A,2026-08-20,3,上涨缩量整理,15.48,-1.3384,16.59,15.85,15.48,172548.32,1.9216,1.9216,False,68.0,True,uptrend,
000069,华侨城A,2026-08-20,3,上涨缩量整理,1.79,1.7045,1.98,1.82,1.79,510490.08,0.9074,0.9074,False,84.0,True,uptrend,
000501,武商集团,2026-08-20,3,上涨缩量整理,7.13,1.1348,7.33,7.15,7.13,65383.0,0.9442,0.9442,False,84.0,True,uptrend,
000572,海马汽车,2026-08-20,3,上涨缩量整理,3.84,3.2258,4.04,3.86,3.84,320559.77,0.6926,0.6926,False,94.0,True,uptrend,
000603,盛达资源,2026-08-20,3,上涨缩量整理,33.28,6.3599,39.33,34.42,33.28,951984.0,1.3215,1.3215,False,54.0,False,uptrend,
000630,铜陵有色,2026-08-20,3,上涨缩量整理,6.41,0.6279,7.0,6.6,6.41,2706708.85,0.8933,0.8933,False,76.0,True,uptrend,
000656,金科股份,2026-08-20,3,上涨缩量整理,1.26,2.439,1.38,1.28,1.26,1466858.08,0.8069,0.8069,False,84.0,True,uptrend,
000710,贝瑞基因,2026-08-20,3,上涨缩量整理,9.37,9.9765,9.99,9.37,9.37,153198.0,0.7478,0.7478,False,76.0,True,uptrend,
000737,北方铜业,2026-08-20,3,上涨缩量整理,14.06,1.5896,14.95,14.57,14.06,782970.08,1.282,1.282,False,76.0,True,uptrend,
000878,云南铜业,2026-08-20,3,上涨缩量整理,16.09,0.941,17.35,16.58,16.09,387848.6,0.887,0.887,False,84.0,True,uptrend,
000955,欣龙控股,2026-08-20,3,上涨缩量整理,4.22,0.4762,4.42,4.26,4.22,111264.2,1.0608,1.0608,False,76.0,True,uptrend,
001219,青岛食品,2026-08-20,3,上涨缩量整理,12.7,0.316,13.68,12.76,12.7,20386.0,0.6826,0.6826,False,78.0,True,uptrend,
001318,阳光乳业,2026-08-20,3,上涨缩量整理,11.25,-0.266,12.69,11.43,11.25,52314.55,0.7478,0.7478,False,66.0,True,uptrend,
001360,南矿集团,2026-08-20,3,上涨缩量整理,18.11,10.0243,18.27,18.11,18.11,60084.0,1.0425,1.0425,False,60.0,True,uptrend,
002091,江苏国泰,2026-08-20,3,上涨缩量整理,7.78,0.7772,8.05,7.84,7.78,115635.6,0.9983,0.9983,False,84.0,True,uptrend,
002132,恒星科技,2026-08-20,3,上涨缩量整理,4.46,1.8265,4.7,4.5,4.46,472328.12,0.8422,0.8422,False,76.0,True,uptrend,
002162,悦心健康,2026-08-20,3,上涨缩量整理,4.07,2.2613,4.28,4.08,4.07,109732.64,0.6097,0.6097,False,94.0,True,uptrend,
002173,创新医疗,2026-08-20,3,上涨缩量整理,19.06,2.7493,24.0,19.6,19.06,413726.9,0.5902,0.5902,False,78.0,True,uptrend,
002187,广百股份,2026-08-20,3,上涨缩量整理,5.33,2.1073,5.5,5.35,5.33,80121.0,0.7115,0.7115,False,84.0,True,uptrend,
002219,新里程,2026-08-20,3,上涨缩量整理,2.35,0.8584,2.66,2.39,2.35,1725591.72,1.2252,1.2252,False,70.0,True,uptrend,
002266,浙富控股,2026-08-20,3,上涨缩量整理,4.82,-1.0267,5.2,4.97,4.82,577080.33,0.7388,0.7388,False,82.0,True,uptrend,
002269,美邦服饰,2026-08-20,3,上涨缩量整理,1.44,2.1277,1.53,1.45,1.44,349864.03,0.7354,0.7354,False,84.0,True,uptrend,
002293,罗莱生活,2026-08-20,3,上涨缩量整理,11.36,1.2478,11.52,11.4,11.36,56489.66,0.7906,0.7906,False,84.0,True,uptrend,
002327,富安娜,2026-08-20,3,上涨缩量整理,6.63,0.607,6.77,6.65,6.63,33322.0,0.7369,0.7369,False,84.0,True,uptrend,
002329,皇氏集团,2026-08-20,3,上涨缩量整理,3.51,-7.874,4.71,3.72,3.51,1272335.41,1.3919,1.3919,False,52.0,False,uptrend,
002345,潮宏基,2026-08-20,3,上涨缩量整理,10.17,6.3808,11.95,10.48,10.17,414632.98,1.4142,1.4142,False,76.0,True,uptrend,
002348,高乐股份,2026-08-20,3,上涨缩量整理,11.31,-1.8229,13.29,11.81,11.31,180022.0,0.5487,0.5487,False,92.0,True,uptrend,
002552,宝鼎科技,2026-08-20,3,上涨缩量整理,57.04,10.0096,62.77,57.04,57.04,385099.98,1.4704,1.4704,False,70.0,True,uptrend,
002563,森马服饰,2026-08-20,3,上涨缩量整理,5.88,-0.8432,6.47,6.03,5.88,183982.81,0.7838,0.7838,False,82.0,True,uptrend,
002570,贝因美,2026-08-20,3,上涨缩量整理,4.5,0.0,4.77,4.54,4.5,123092.83,0.4767,0.4767,False,92.0,True,uptrend,
002574,明牌珠宝,2026-08-20,3,上涨缩量整理,4.66,2.8698,4.72,4.7,4.66,64875.87,0.9369,0.9369,False,84.0,True,uptrend,
002584,西陇科学,2026-08-20,3,上涨缩量整理,8.06,1.2563,8.45,8.16,8.06,185723.0,0.5922,0.5922,False,78.0,True,uptrend,
002599,盛通股份,2026-08-20,3,上涨缩量整理,5.87,1.5571,6.42,5.9,5.87,63741.0,0.594,0.594,False,78.0,True,uptrend,
002612,朗姿股份,2026-08-20,3,上涨缩量整理,15.48,1.3089,17.2,15.8,15.48,53500.0,0.3257,0.3257,False,94.0,True,uptrend,
002640,跨境通,2026-08-20,3,上涨缩量整理,3.2,3.5599,3.65,3.26,3.2,906330.11,0.7798,0.7798,False,70.0,True,uptrend,
002672,东江环保,2026-08-20,3,上涨缩量整理,3.65,2.5281,3.72,3.65,3.65,51147.0,0.5624,0.5624,False,94.0,True,uptrend,
002705,新宝股份,2026-08-20,3,上涨缩量整理,11.3,-0.1767,12.33,11.44,11.3,41327.24,0.4924,0.4924,False,92.0,True,uptrend,
002715,登云股份,2026-08-20,3,上涨缩量整理,14.27,2.8098,15.28,14.6,14.27,38759.11,0.8834,0.8834,False,60.0,True,uptrend,
002716,湖南白银,2026-08-20,3,上涨缩量整理,9.47,4.0659,10.34,9.95,9.47,2555911.97,1.2753,1.2753,False,70.0,True,uptrend,
002719,ST麦趣,2026-08-20,3,上涨缩量整理,6.05,2.3689,6.33,6.06,6.05,19813.0,0.4634,0.4634,False,78.0,True,uptrend,
002721,金一文化,2026-08-20,3,上涨缩量整理,2.59,2.7778,3.23,2.69,2.59,1229062.99,0.9359,0.9359,False,76.0,True,uptrend,
002727,一心堂,2026-08-20,3,上涨缩量整理,11.9,3.0303,12.91,11.96,11.9,99426.95,0.7244,0.7244,False,76.0,True,uptrend,
002762,金发拉比,2026-08-20,3,上涨缩量整理,10.21,1.3903,11.34,10.34,10.21,76773.28,0.5224,0.5224,False,94.0,True,uptrend,
002763,汇洁股份,2026-08-20,3,上涨缩量整理,7.61,0.5284,7.83,7.65,7.61,44860.0,0.7196,0.7196,False,84.0,True,uptrend,
002780,三夫户外,2026-08-20,3,上涨缩量整理,13.27,3.108,13.74,13.31,13.27,40474.45,0.6934,0.6934,False,78.0,True,uptrend,
002862,实丰文化,2026-08-20,3,上涨缩量整理,13.47,2.2779,14.16,13.55,13.47,23430.6,0.6712,0.6712,False,94.0,True,uptrend,
002867,周大生,2026-08-20,3,上涨缩量整理,12.33,-0.4039,13.06,12.63,12.33,76900.52,1.0504,1.0504,False,82.0,True,uptrend,
002872,ST天圣,2026-08-20,3,上涨缩量整理,5.3,0.7605,5.49,5.42,5.3,30808.0,1.3369,1.3369,False,84.0,True,uptrend,
002950,奥美医疗,2026-08-20,3,上涨缩量整理,9.57,3.3477,9.67,9.66,9.57,100839.0,1.4257,1.4257,False,76.0,True,uptrend,
