symbol,stock_name,signal_date,combo_id,combo_name,close,pct_change,platform_level,breakout_high,breakout_close,breakout_vol,breakout_vol_ratio,vol_ratio,is_breakout,resonance_score,resonance_ok,position_stage,ma5_score_total
002955,鸿合科技,2026-08-20,3,上涨缩量整理,34.83,0.4036,36.98,35.36,34.83,37034.4,0.5115,0.5115,False,94.0,True,uptrend,
002959,小熊电器,2026-08-20,3,上涨缩量整理,33.68,1.2019,35.08,33.91,33.68,6083.88,0.6089,0.6089,False,94.0,True,uptrend,
003041,真爱美家,2026-08-20,3,上涨缩量整理,40.56,0.0247,45.5,41.55,40.56,12276.28,0.5215,0.5215,False,94.0,True,uptrend,
600128,苏豪弘业,2026-08-20,3,上涨缩量整理,8.26,1.599,8.33,8.31,8.26,35495.0,0.9784,0.9784,False,84.0,True,uptrend,
600189,泉阳泉,2026-08-20,3,上涨缩量整理,7.47,1.7711,7.7,7.49,7.47,79407.88,0.7579,0.7579,False,84.0,True,uptrend,
600208,衢州发展,2026-08-20,3,上涨缩量整理,2.98,2.0548,3.2,3.0,2.98,840829.02,0.8225,0.8225,False,84.0,True,uptrend,
600222,太龙药业,2026-08-20,3,上涨缩量整理,8.11,0.1235,8.95,8.39,8.11,291104.9,1.3741,1.3741,False,70.0,True,uptrend,
600362,江西铜业,2026-08-20,3,上涨缩量整理,44.57,1.2494,49.98,46.11,44.57,522570.6,0.8548,0.8548,False,76.0,True,uptrend,
600429,三元股份,2026-08-20,3,上涨缩量整理,4.6,1.3216,4.82,4.62,4.6,107881.0,0.5556,0.5556,False,94.0,True,uptrend,
600459,贵研铂业,2026-08-20,3,上涨缩量整理,21.3,-1.4801,23.58,22.8,21.3,420753.22,1.3666,1.3666,False,68.0,True,uptrend,
600531,豫光金铅,2026-08-20,3,上涨缩量整理,13.09,2.1858,14.7,13.69,13.09,600570.57,1.1297,1.1297,False,76.0,True,uptrend,
600551,时代出版,2026-08-20,3,上涨缩量整理,6.98,1.6012,7.13,7.0,6.98,38827.01,0.9226,0.9226,False,84.0,True,uptrend,
600655,豫园股份,2026-08-20,3,上涨缩量整理,4.61,0.8753,4.79,4.65,4.61,139079.8,1.0954,1.0954,False,84.0,True,uptrend,
600661,昂立教育,2026-08-20,3,上涨缩量整理,8.79,-1.4574,10.03,9.01,8.79,70845.0,0.5245,0.5245,False,92.0,True,uptrend,
600684,珠江股份,2026-08-20,3,上涨缩量整理,3.5,1.7442,3.63,3.51,3.5,227462.61,1.3128,1.3128,False,76.0,True,uptrend,
600711,盛屯矿业,2026-08-20,3,上涨缩量整理,11.64,1.6594,13.18,12.18,11.64,1248364.84,0.9968,0.9968,False,76.0,True,uptrend,
600774,汉商集团,2026-08-20,3,上涨缩量整理,7.39,3.0683,7.44,7.48,7.39,45725.97,0.9804,0.9804,False,84.0,True,uptrend,
600818,ST中路,2026-08-20,3,上涨缩量整理,6.9,-2.4045,7.84,7.18,6.9,37277.01,0.5878,0.5878,False,92.0,True,uptrend,
600824,益民集团,2026-08-20,3,上涨缩量整理,3.63,0.8333,3.91,3.66,3.63,182821.8,1.4605,1.4605,False,84.0,True,uptrend,
600857,宁波中百,2026-08-20,3,上涨缩量整理,20.25,2.6876,21.33,20.78,20.25,71874.3,0.946,0.946,False,60.0,True,uptrend,
600961,株冶集团,2026-08-20,3,上涨缩量整理,27.09,-1.2395,30.8,28.93,27.09,504123.14,0.9154,0.9154,False,68.0,True,uptrend,
600987,航民股份,2026-08-20,3,上涨缩量整理,6.53,-0.1529,6.85,6.63,6.53,66757.55,1.0579,1.0579,False,82.0,True,uptrend,
600993,马应龙,2026-08-20,3,上涨缩量整理,23.49,1.3374,24.67,23.62,23.49,50012.91,0.8517,0.8517,False,84.0,True,uptrend,
601020,华钰矿业,2026-08-20,3,上涨缩量整理,21.27,2.0144,24.02,22.28,21.27,317944.61,1.1712,1.1712,False,76.0,True,uptrend,
601061,中信金属,2026-08-20,3,上涨缩量整理,11.96,3.5498,13.17,12.38,11.96,299366.0,1.2204,1.2204,False,84.0,True,uptrend,
601168,西部矿业,2026-08-20,3,上涨缩量整理,36.66,-0.4616,43.29,38.29,36.66,540954.01,0.6743,0.6743,False,92.0,True,uptrend,
601212,白银有色,2026-08-20,3,上涨缩量整理,5.54,2.5926,6.48,5.84,5.54,2231772.23,1.1811,1.1811,False,60.0,True,uptrend,
601969,海南矿业,2026-08-20,3,上涨缩量整理,9.23,0.0,9.6,9.47,9.23,132782.65,0.6614,0.6614,False,92.0,True,uptrend,
603077,和邦生物,2026-08-20,3,上涨缩量整理,2.38,1.2766,2.52,2.4,2.38,1213579.35,0.7993,0.7993,False,68.0,True,uptrend,
603132,金徽股份,2026-08-20,3,上涨缩量整理,18.27,-0.2185,19.47,18.9,18.27,60586.82,0.7008,0.7008,False,82.0,True,uptrend,
603139,康惠股份,2026-08-20,3,上涨缩量整理,35.38,0.9703,37.67,35.78,35.38,12086.0,0.5035,0.5035,False,94.0,True,uptrend,
603193,润本股份,2026-08-20,3,上涨缩量整理,21.36,5.0147,22.8,21.46,21.36,42786.52,1.1574,1.1574,False,76.0,True,uptrend,
603214,爱婴室,2026-08-20,3,上涨缩量整理,13.89,2.0573,13.98,13.93,13.89,18598.0,0.7464,0.7464,False,68.0,True,uptrend,
603238,诺邦股份,2026-08-20,3,上涨缩量整理,12.4,2.3947,12.5,12.48,12.4,21192.0,0.8054,0.8054,False,84.0,True,uptrend,
603367,辰欣药业,2026-08-20,3,上涨缩量整理,14.91,2.686,15.71,15.17,14.91,160049.0,1.0245,1.0245,False,76.0,True,uptrend,
603398,*ST沐邦,2026-08-20,3,上涨缩量整理,10.49,-3.318,11.44,10.95,10.49,71662.73,0.769,0.769,False,82.0,True,uptrend,
603406,天富龙,2026-08-20,3,上涨缩量整理,29.02,-5.5339,31.41,30.27,29.02,61273.37,3.5299,3.5299,False,62.0,True,uptrend,
603439,三力制药,2026-08-20,3,上涨缩量整理,12.92,2.4584,13.71,13.12,12.92,104812.0,0.7467,0.7467,False,60.0,True,uptrend,
603511,爱慕股份,2026-08-20,3,上涨缩量整理,12.84,1.2618,13.05,12.92,12.84,10381.82,0.5903,0.5903,False,94.0,True,uptrend,
603518,锦泓集团,2026-08-20,3,上涨缩量整理,8.15,1.6209,8.32,8.16,8.15,36638.96,0.6265,0.6265,False,94.0,True,uptrend,
603610,麒盛科技,2026-08-20,3,上涨缩量整理,15.36,2.4,16.17,15.85,15.36,49729.0,0.6152,0.6152,False,78.0,True,uptrend,
603615,茶花股份,2026-08-20,3,上涨缩量整理,17.14,1.7211,18.22,17.25,17.14,29062.26,0.7874,0.7874,False,84.0,True,uptrend,
603630,拉芳家化,2026-08-20,3,上涨缩量整理,14.97,5.5712,16.65,15.15,14.97,96957.0,0.9456,0.9456,False,60.0,True,uptrend,
603839,安正时尚,2026-08-20,3,上涨缩量整理,7.18,3.3094,7.25,7.21,7.18,30745.6,0.7398,0.7398,False,84.0,True,uptrend,
603900,莱绅通灵,2026-08-20,3,上涨缩量整理,6.19,3.1667,6.53,6.28,6.19,89240.0,0.9768,0.9768,False,76.0,True,uptrend,
603979,金诚信,2026-08-20,3,上涨缩量整理,74.9,2.814,81.13,77.5,74.9,73469.01,0.8057,0.8057,False,84.0,True,uptrend,
605009,豪悦护理,2026-08-20,3,上涨缩量整理,23.95,1.5691,24.71,24.06,23.95,10363.63,0.9156,0.9156,False,84.0,True,uptrend,
605199,ST葫芦娃,2026-08-20,3,上涨缩量整理,5.89,0.8562,6.4,6.02,5.89,12522.0,0.8547,0.8547,False,84.0,True,uptrend,
605388,均瑶健康,2026-08-20,3,上涨缩量整理,6.05,1.8519,6.81,6.09,6.05,150465.0,0.6165,0.6165,False,94.0,True,uptrend,
605599,菜百股份,2026-08-20,3,上涨缩量整理,15.79,0.5092,17.71,16.65,15.79,105016.89,1.0405,1.0405,False,84.0,True,uptrend,
002155,湖南黄金,2026-08-19,3,上涨缩量整理,24.56,-1.8385,27.55,25.39,24.56,477355.72,0.8531,0.8531,False,74.0,True,uptrend,
000028,国药一致,2026-08-07,3,上涨缩量整理,20.32,-0.3922,22.08,20.43,20.32,31138.08,0.8712,0.8712,False,82.0,True,uptrend,
000411,英特集团,2026-08-07,3,上涨缩量整理,9.65,0.6257,9.9,9.65,9.65,41075.0,0.837,0.837,False,84.0,True,uptrend,
000503,国新健康,2026-08-07,3,上涨缩量整理,7.39,-2.2487,7.82,7.56,7.39,203919.07,0.8275,0.8275,False,74.0,True,uptrend,
000705,浙江震元,2026-08-07,3,上涨缩量整理,6.71,1.6667,6.83,6.74,6.71,63620.19,0.9334,0.9334,False,76.0,True,uptrend,
000950,重药控股,2026-08-07,3,上涨缩量整理,5.43,1.6854,5.8,5.44,5.43,381505.92,1.1045,1.1045,False,76.0,True,uptrend,
