symbol,stock_name,signal_date,combo_id,combo_name,close,pct_change,platform_level,breakout_high,breakout_close,breakout_vol,breakout_vol_ratio,vol_ratio,is_breakout,resonance_score,resonance_ok,position_stage,ma5_score_total
000417,合百集团,2026-07-30,6,下跌放量,5.64,-1.7422,9.01,5.96,5.64,507781.67,0.9125,0.9125,False,72.0,True,downtrend,
000430,张家界,2026-07-30,6,下跌放量,6.29,0.1592,7.52,6.43,6.29,77304.0,0.7859,0.7859,False,62.0,True,downtrend,
000929,兰州黄河,2026-07-30,6,下跌放量,8.08,0.7481,9.36,8.49,8.08,47774.56,1.0605,1.0605,False,62.0,True,downtrend,
000980,众泰汽车,2026-07-30,6,下跌放量,1.65,0.6098,2.09,1.72,1.65,1491884.0,1.0008,1.0008,False,62.0,True,downtrend,
001211,双枪科技,2026-07-30,6,下跌放量,18.37,-2.3392,24.68,19.15,18.37,30088.84,0.5963,0.5963,False,58.0,False,downtrend,
001215,千味央厨,2026-07-30,6,下跌放量,30.55,-3.6885,39.85,32.2,30.55,22922.71,0.6366,0.6366,False,58.0,False,downtrend,
001313,粤海饲料,2026-07-30,6,下跌放量,7.1,0.0,8.88,7.2,7.1,136553.0,0.7041,0.7041,False,56.0,False,downtrend,
002124,天邦食品,2026-07-30,6,下跌放量,2.19,0.0,2.45,2.25,2.19,572162.01,0.7572,0.7572,False,64.0,True,downtrend,
002306,ST云网,2026-07-30,6,下跌放量,1.66,-2.924,2.11,1.73,1.66,101910.01,1.1206,1.1206,False,56.0,False,downtrend,
002494,华斯股份,2026-07-30,6,下跌放量,4.33,-0.9153,4.88,4.43,4.33,111789.0,0.8373,0.8373,False,64.0,True,downtrend,
002515,金字火腿,2026-07-30,6,下跌放量,6.36,-9.915,10.62,7.13,6.36,1289335.08,1.4625,1.4625,False,72.0,True,downtrend,
002650,ST加加,2026-07-30,6,下跌放量,5.86,7.7206,6.49,5.98,5.86,109707.0,2.285,2.285,False,80.0,True,downtrend,
002695,煌上煌,2026-07-30,6,下跌放量,9.19,-1.921,10.98,9.84,9.19,178533.0,1.699,1.699,False,82.0,True,downtrend,
002696,百洋股份,2026-07-30,6,下跌放量,5.08,-1.7408,5.78,5.27,5.08,84588.6,0.6376,0.6376,False,58.0,False,downtrend,
002910,庄园牧场,2026-07-30,6,下跌放量,8.15,-4.3427,12.87,8.66,8.15,167537.0,0.7698,0.7698,False,72.0,True,downtrend,
002967,广电计量,2026-07-30,6,下跌放量,16.77,0.2391,19.55,17.01,16.77,43798.0,0.6104,0.6104,False,48.0,False,downtrend,
