symbol,stock_name,signal_date,combo_id,combo_name,close,pct_change,platform_level,breakout_high,breakout_close,breakout_vol,breakout_vol_ratio,vol_ratio,is_breakout,resonance_score,resonance_ok,position_stage,ma5_score_total
000999,华润三九,2026-08-20,6,下跌放量,25.06,1.8285,26.45,25.47,25.06,121946.36,0.9979,0.9979,False,54.0,False,downtrend,
002127,南极电商,2026-08-20,6,下跌放量,2.86,2.1429,3.22,2.89,2.86,358847.39,0.7375,0.7375,False,54.0,False,downtrend,
002511,中顺洁柔,2026-08-20,6,下跌放量,7.19,1.1252,7.53,7.23,7.19,101354.4,0.8513,0.8513,False,54.0,False,downtrend,
002731,*ST萃华,2026-08-20,6,下跌放量,1.29,-9.7902,2.13,1.38,1.29,599739.83,1.4766,1.4766,False,84.0,True,downtrend,
003006,百亚股份,2026-08-20,6,下跌放量,13.5,0.8215,15.22,13.63,13.5,49597.91,0.7692,0.7692,False,54.0,False,downtrend,
600170,上海建工,2026-08-20,6,下跌放量,2.27,1.7937,2.42,2.28,2.27,1276450.98,1.129,1.129,False,54.0,False,downtrend,
600398,海澜之家,2026-08-20,6,下跌放量,6.01,0.1667,6.39,6.04,6.01,247045.61,0.7813,0.7813,False,54.0,False,downtrend,
600566,济川药业,2026-08-20,6,下跌放量,25.11,1.087,27.54,25.37,25.11,83927.05,1.2813,1.2813,False,54.0,False,downtrend,
600597,光明乳业,2026-08-20,6,下跌放量,6.77,1.0448,7.18,6.8,6.77,95537.0,0.8642,0.8642,False,54.0,False,downtrend,
600612,老凤祥,2026-08-20,6,下跌放量,34.96,0.5754,36.9,36.0,34.96,26204.0,1.0887,1.0887,False,54.0,False,downtrend,
600882,妙可蓝多,2026-08-20,6,下跌放量,20.85,-0.9501,23.76,21.03,20.85,77721.24,0.7366,0.7366,False,56.0,False,downtrend,
600887,伊利股份,2026-08-20,6,下跌放量,25.52,1.1494,27.7,25.52,25.52,671009.89,1.0645,1.0645,False,54.0,False,downtrend,
603257,中国瑞林,2026-08-20,6,下跌放量,62.4,-0.0801,68.68,63.75,62.4,17031.58,1.3904,1.3904,False,72.0,True,downtrend,
603301,振德医疗,2026-08-20,6,下跌放量,82.6,1.0645,92.2,83.39,82.6,16412.0,0.7845,0.7845,False,54.0,False,downtrend,
603557,*ST起步,2026-08-20,6,下跌放量,3.66,0.274,4.06,3.7,3.66,33855.0,0.7286,0.7286,False,54.0,False,downtrend,
