symbol,stock_name,signal_date,combo_id,combo_name,close,pct_change,platform_level,breakout_high,breakout_close,breakout_vol,breakout_vol_ratio,vol_ratio,is_breakout,resonance_score,resonance_ok,position_stage,ma5_score_total
603993,洛阳钼业,2026-08-20,6,下跌放量,18.27,1.5,21.17,18.95,18.27,2214629.96,0.8961,0.8961,False,54.0,False,downtrend,
000100,TCL科技,2026-08-07,6,下跌放量,4.86,0.8299,5.49,4.88,4.86,5506046.32,0.7338,0.7338,False,62.0,True,downtrend,
002323,*ST雅博,2026-08-07,6,下跌放量,1.31,-1.5038,1.5,1.34,1.31,351415.14,0.7613,0.7613,False,56.0,False,downtrend,
002329,皇氏集团,2026-08-07,6,下跌放量,3.15,-1.8692,3.61,3.22,3.15,443166.82,0.857,0.857,False,84.0,True,downtrend,
002364,中恒电气,2026-08-07,6,下跌放量,40.08,3.9958,59.86,40.86,40.08,343792.46,0.8401,0.8401,False,70.0,True,downtrend,
600930,华电新能,2026-08-07,6,下跌放量,4.19,-0.4751,4.74,4.22,4.19,1249861.73,0.7136,0.7136,False,56.0,False,downtrend,
605090,九丰能源,2026-08-07,6,下跌放量,34.42,1.0866,42.35,34.48,34.42,136602.32,0.4217,0.4217,False,48.0,False,downtrend,
000628,高新发展,2026-08-03,6,下跌放量,38.38,4.6632,50.05,38.69,38.38,109430.46,0.8391,0.8391,False,70.0,True,downtrend,
001896,豫能控股,2026-08-03,6,下跌放量,12.21,1.5807,17.16,12.48,12.21,729798.13,0.5723,0.5723,False,56.0,False,downtrend,
002169,智光电气,2026-08-03,6,下跌放量,11.32,4.3318,14.48,11.46,11.32,248524.11,0.9614,0.9614,False,62.0,True,downtrend,
002360,ST同德,2026-08-03,6,下跌放量,5.08,4.9587,6.04,5.11,5.08,66739.0,1.0392,1.0392,False,74.0,True,downtrend,
002497,雅化集团,2026-08-03,6,下跌放量,17.94,2.3388,24.65,18.13,17.94,384232.14,0.6294,0.6294,False,68.0,True,downtrend,
002534,西子洁能,2026-08-03,6,下跌放量,14.11,1.8773,18.6,14.5,14.11,274484.09,1.2529,1.2529,False,62.0,True,downtrend,
002617,露笑科技,2026-08-03,6,下跌放量,6.17,0.982,9.87,6.17,6.17,689047.1,0.4302,0.4302,False,56.0,False,downtrend,
002929,润建股份,2026-08-03,6,下跌放量,49.1,2.3556,69.91,50.43,49.1,164308.55,0.9744,0.9744,False,70.0,True,downtrend,
002973,侨银股份,2026-08-03,6,下跌放量,9.34,4.0089,10.9,9.35,9.34,80155.0,1.0559,1.0559,False,62.0,True,downtrend,
600667,太极实业,2026-08-03,6,下跌放量,16.28,-5.5136,31.18,17.21,16.28,3669009.03,1.1587,1.1587,False,84.0,True,downtrend,
601991,大唐发电,2026-08-03,6,下跌放量,6.18,4.5685,7.94,6.2,6.18,4536908.79,0.7487,0.7487,False,62.0,True,downtrend,
603375,盛景微,2026-08-03,6,下跌放量,32.94,-1.5541,51.34,34.68,32.94,33641.96,1.0465,1.0465,False,72.0,True,downtrend,
603685,晨丰科技,2026-08-03,6,下跌放量,25.05,-1.8032,31.4,26.0,25.05,21179.71,0.7931,0.7931,False,68.0,True,downtrend,
603977,国泰集团,2026-08-03,6,下跌放量,11.55,1.6725,15.68,11.6,11.55,81494.0,0.5197,0.5197,False,48.0,False,downtrend,
605580,恒盛能源,2026-08-03,6,下跌放量,17.15,2.8177,26.54,17.16,17.15,52615.4,0.6586,0.6586,False,60.0,True,downtrend,
000056,*ST皇庭,2026-07-31,6,下跌放量,1.91,4.3716,2.42,1.91,1.91,151754.0,0.5508,0.5508,False,60.0,True,downtrend,
000060,中金岭南,2026-07-31,6,下跌放量,6.31,1.2841,7.89,6.4,6.31,1094441.49,0.7817,0.7817,False,62.0,True,downtrend,
000417,合百集团,2026-07-31,6,下跌放量,5.72,1.4184,8.55,5.85,5.72,513475.8,0.9414,0.9414,False,70.0,True,downtrend,
000539,粤电力A,2026-07-31,6,下跌放量,5.58,2.3853,6.88,5.62,5.58,788860.02,0.6522,0.6522,False,56.0,False,downtrend,
000601,韶能股份,2026-07-31,6,下跌放量,6.41,2.8892,7.26,6.44,6.41,515441.11,0.5478,0.5478,False,56.0,False,downtrend,
000688,国城矿业,2026-07-31,6,下跌放量,27.9,1.1236,38.22,29.13,27.9,190179.9,0.8442,0.8442,False,54.0,False,downtrend,
000890,法尔胜,2026-07-31,6,下跌放量,6.73,5.9843,8.9,6.82,6.73,190558.48,0.8964,0.8964,False,62.0,True,downtrend,
002132,恒星科技,2026-07-31,6,下跌放量,3.84,2.9491,6.14,3.92,3.84,508113.35,0.4677,0.4677,False,56.0,False,downtrend,
002149,西部材料,2026-07-31,6,下跌放量,32.5,3.9667,50.44,33.3,32.5,313662.66,0.9494,0.9494,False,70.0,True,downtrend,
002151,北斗星通,2026-07-31,6,下跌放量,28.42,1.5,33.51,28.8,28.42,169642.38,0.8687,0.8687,False,62.0,True,downtrend,
002266,浙富控股,2026-07-31,6,下跌放量,4.61,0.8753,5.82,4.67,4.61,823589.5,0.6101,0.6101,False,48.0,False,downtrend,
002294,信立泰,2026-07-31,6,下跌放量,33.28,0.3922,44.0,33.62,33.28,197633.05,0.437,0.437,False,48.0,False,downtrend,
002380,科远智慧,2026-07-31,6,下跌放量,27.78,7.7998,36.85,28.35,27.78,109916.0,1.8227,1.8227,False,80.0,True,downtrend,
002434,万里扬,2026-07-31,6,下跌放量,5.63,3.1136,6.88,5.68,5.63,188670.02,0.8323,0.8323,False,54.0,False,downtrend,
002443,金洲管道,2026-07-31,6,下跌放量,7.99,2.1739,10.49,8.2,7.99,157574.0,0.9856,0.9856,False,62.0,True,downtrend,
002452,长高电气,2026-07-31,6,下跌放量,10.82,1.6917,13.86,10.93,10.82,120781.0,0.4304,0.4304,False,56.0,False,downtrend,
002457,青龙管业,2026-07-31,6,下跌放量,10.41,5.1515,16.5,10.49,10.41,287915.0,0.7096,0.7096,False,70.0,True,downtrend,
002468,申通快递,2026-07-31,6,下跌放量,14.1,0.142,17.22,14.21,14.1,184141.31,0.6231,0.6231,False,48.0,False,downtrend,
002487,大金重工,2026-07-31,6,下跌放量,39.41,-0.9799,56.67,40.4,39.41,263878.8,0.9842,0.9842,False,64.0,True,downtrend,
002552,宝鼎科技,2026-07-31,6,下跌放量,35.05,10.0126,70.99,35.05,35.05,99118.0,0.5292,0.5292,False,56.0,False,downtrend,
002586,ST围海,2026-07-31,6,下跌放量,3.45,0.8772,4.16,3.5,3.45,29168.0,0.6849,0.6849,False,60.0,True,downtrend,
002647,仁东控股,2026-07-31,6,下跌放量,9.71,7.5305,12.34,9.93,9.71,412607.0,1.3307,1.3307,False,82.0,True,downtrend,
002653,海思科,2026-07-31,6,下跌放量,62.38,3.8801,80.83,63.55,62.38,89504.35,0.5423,0.5423,False,48.0,False,downtrend,
002715,登云股份,2026-07-31,6,下跌放量,12.8,2.4,15.55,12.88,12.8,35143.0,0.7075,0.7075,False,62.0,True,downtrend,
003037,三和管桩,2026-07-31,6,下跌放量,5.46,1.487,6.58,5.5,5.46,27729.0,0.3975,0.3975,False,60.0,True,downtrend,
600135,乐凯胶片,2026-07-31,6,下跌放量,7.02,2.1834,8.33,7.07,7.02,54636.06,0.6269,0.6269,False,48.0,False,downtrend,
600234,科新发展,2026-07-31,6,下跌放量,17.75,7.1213,26.46,18.23,17.75,52970.02,1.2978,1.2978,False,62.0,True,downtrend,
600343,航天动力,2026-07-31,6,下跌放量,17.48,3.8622,29.8,17.79,17.48,280050.89,0.7033,0.7033,False,62.0,True,downtrend,
600392,盛和资源,2026-07-31,6,下跌放量,20.7,3.0876,29.88,21.15,20.7,719890.98,0.8398,0.8398,False,62.0,True,downtrend,
600400,红豆股份,2026-07-31,6,下跌放量,2.78,3.7313,3.55,2.85,2.78,621343.26,0.963,0.963,False,74.0,True,downtrend,
600459,贵研铂业,2026-07-31,6,下跌放量,18.31,1.4967,27.65,18.8,18.31,237719.58,0.8028,0.8028,False,62.0,True,downtrend,
600531,豫光金铅,2026-07-31,6,下跌放量,11.67,2.0105,15.89,11.95,11.67,463099.59,0.8202,0.8202,False,62.0,True,downtrend,
600596,新安股份,2026-07-31,6,下跌放量,10.33,0.2913,14.45,10.59,10.33,471427.12,0.8228,0.8228,False,62.0,True,downtrend,
600857,宁波中百,2026-07-31,6,下跌放量,15.03,2.3145,24.24,15.27,15.03,59158.0,0.4524,0.4524,False,56.0,False,downtrend,
600869,远东股份,2026-07-31,6,下跌放量,13.29,3.6661,30.49,14.1,13.29,1102867.69,0.9939,0.9939,False,62.0,True,downtrend,
600961,株冶集团,2026-07-31,6,下跌放量,22.7,4.033,32.77,23.37,22.7,515788.34,1.0248,1.0248,False,70.0,True,downtrend,
600999,招商证券,2026-07-31,6,下跌放量,17.59,0.1708,21.74,18.08,17.59,861626.8,0.7837,0.7837,False,54.0,False,downtrend,
601108,财通证券,2026-07-31,6,下跌放量,8.38,2.0706,9.21,8.49,8.38,605217.6,0.9159,0.9159,False,66.0,True,downtrend,
603045,福达合金,2026-07-31,6,下跌放量,46.83,2.765,77.74,50.13,46.83,84739.09,1.0048,1.0048,False,70.0,True,downtrend,
603052,可川科技,2026-07-31,6,下跌放量,46.49,4.9436,78.8,48.73,46.49,53367.6,1.2817,1.2817,False,74.0,True,downtrend,
603316,诚邦股份,2026-07-31,6,下跌放量,12.63,10.0174,22.3,12.63,12.63,79704.0,0.5052,0.5052,False,56.0,False,downtrend,
603588,高能环境,2026-07-31,6,下跌放量,12.61,1.5298,20.7,13.18,12.61,783027.65,0.9703,0.9703,False,70.0,True,downtrend,
603616,韩建河山,2026-07-31,6,下跌放量,4.93,2.9228,6.19,4.95,4.93,110228.0,0.4997,0.4997,False,68.0,True,downtrend,
603636,南威软件,2026-07-31,6,下跌放量,6.73,6.1514,8.12,6.83,6.73,204382.3,1.0777,1.0777,False,62.0,True,downtrend,
603757,大元泵业,2026-07-31,6,下跌放量,52.12,3.0854,86.62,54.5,52.12,109872.0,0.6559,0.6559,False,64.0,True,downtrend,
603776,永安行,2026-07-31,6,下跌放量,18.89,2.8307,21.82,19.04,18.89,19000.7,0.8479,0.8479,False,54.0,False,downtrend,
603856,东宏股份,2026-07-31,6,下跌放量,11.27,1.3489,14.01,11.33,11.27,24032.62,0.5022,0.5022,False,60.0,True,downtrend,
603969,银龙股份,2026-07-31,6,下跌放量,7.14,0.2809,8.41,7.33,7.14,144996.27,0.7547,0.7547,False,54.0,False,downtrend,
605069,正和生态,2026-07-31,6,下跌放量,9.96,10.0552,16.08,9.96,9.96,121585.81,1.8038,1.8038,False,80.0,True,downtrend,
000430,张家界,2026-07-30,6,下跌放量,6.29,0.1592,7.52,6.43,6.29,77304.0,0.7859,0.7859,False,62.0,True,downtrend,
000929,兰州黄河,2026-07-30,6,下跌放量,8.08,0.7481,9.36,8.49,8.08,47774.56,1.0605,1.0605,False,62.0,True,downtrend,
000980,众泰汽车,2026-07-30,6,下跌放量,1.65,0.6098,2.09,1.72,1.65,1491884.0,1.0008,1.0008,False,62.0,True,downtrend,
001211,双枪科技,2026-07-30,6,下跌放量,18.37,-2.3392,24.68,19.15,18.37,30088.84,0.5963,0.5963,False,58.0,False,downtrend,
001215,千味央厨,2026-07-30,6,下跌放量,30.55,-3.6885,39.85,32.2,30.55,22922.71,0.6366,0.6366,False,58.0,False,downtrend,
001313,粤海饲料,2026-07-30,6,下跌放量,7.1,0.0,8.88,7.2,7.1,136553.0,0.7041,0.7041,False,56.0,False,downtrend,
002124,天邦食品,2026-07-30,6,下跌放量,2.19,0.0,2.45,2.25,2.19,572162.01,0.7572,0.7572,False,64.0,True,downtrend,
002306,ST云网,2026-07-30,6,下跌放量,1.66,-2.924,2.11,1.73,1.66,101910.01,1.1206,1.1206,False,56.0,False,downtrend,
002494,华斯股份,2026-07-30,6,下跌放量,4.33,-0.9153,4.88,4.43,4.33,111789.0,0.8373,0.8373,False,64.0,True,downtrend,
002515,金字火腿,2026-07-30,6,下跌放量,6.36,-9.915,10.62,7.13,6.36,1289335.08,1.4625,1.4625,False,72.0,True,downtrend,
002650,ST加加,2026-07-30,6,下跌放量,5.86,7.7206,6.49,5.98,5.86,109707.0,2.285,2.285,False,80.0,True,downtrend,
002695,煌上煌,2026-07-30,6,下跌放量,9.19,-1.921,10.98,9.84,9.19,178533.0,1.699,1.699,False,82.0,True,downtrend,
002696,百洋股份,2026-07-30,6,下跌放量,5.08,-1.7408,5.78,5.27,5.08,84588.6,0.6376,0.6376,False,58.0,False,downtrend,
002910,庄园牧场,2026-07-30,6,下跌放量,8.15,-4.3427,12.87,8.66,8.15,167537.0,0.7698,0.7698,False,72.0,True,downtrend,
002967,广电计量,2026-07-30,6,下跌放量,16.77,0.2391,19.55,17.01,16.77,43798.0,0.6104,0.6104,False,48.0,False,downtrend,
600113,浙江东日,2026-07-30,6,下跌放量,28.97,-1.3283,38.98,29.97,28.97,70516.37,0.653,0.653,False,50.0,False,downtrend,
600186,莲花控股,2026-07-30,6,下跌放量,7.78,-7.2706,13.02,8.58,7.78,1642102.24,1.0169,1.0169,False,72.0,True,downtrend,
600238,*ST椰岛,2026-07-30,6,下跌放量,4.14,0.0,5.04,4.27,4.14,33242.0,0.9643,0.9643,False,68.0,True,downtrend,
600543,*ST莫高,2026-07-30,6,下跌放量,3.65,-0.8152,4.18,3.76,3.65,24744.0,0.8494,0.8494,False,68.0,True,downtrend,
600576,祥源文旅,2026-07-30,6,下跌放量,5.45,-1.6245,6.45,5.64,5.45,102942.6,0.6677,0.6677,False,50.0,False,downtrend,
600749,西藏旅游,2026-07-30,6,下跌放量,13.6,0.4431,15.48,13.92,13.6,93969.5,0.9204,0.9204,False,62.0,True,downtrend,
600783,鲁信创投,2026-07-30,6,下跌放量,15.55,2.9801,23.49,15.86,15.55,259092.64,0.9111,0.9111,False,62.0,True,downtrend,
600841,动力新科,2026-07-30,6,下跌放量,5.75,2.4955,6.9,6.09,5.75,369518.0,2.1817,2.1817,False,80.0,True,downtrend,
600883,博闻科技,2026-07-30,6,下跌放量,6.83,0.4412,7.47,6.95,6.83,39241.0,0.8595,0.8595,False,54.0,False,downtrend,
603020,爱普股份,2026-07-30,6,下跌放量,9.05,-3.2086,14.69,9.45,9.05,76395.0,0.7225,0.7225,False,64.0,True,downtrend,
603031,安孚科技,2026-07-30,6,下跌放量,34.06,-5.6771,55.9,36.28,34.06,199541.84,0.9941,0.9941,False,72.0,True,downtrend,
603231,索宝蛋白,2026-07-30,6,下跌放量,14.72,0.684,15.98,15.02,14.72,23932.06,1.1754,1.1754,False,62.0,True,downtrend,
603668,天马科技,2026-07-30,6,下跌放量,10.84,0.0923,13.02,10.95,10.84,71442.8,0.8262,0.8262,False,54.0,False,downtrend,
603739,蔚蓝生物,2026-07-30,6,下跌放量,11.12,-0.6256,12.65,11.39,11.12,27052.4,0.8156,0.8156,False,56.0,False,downtrend,
603755,日辰股份,2026-07-30,6,下跌放量,21.26,0.3777,24.79,21.9,21.26,14902.0,1.4268,1.4268,False,70.0,True,downtrend,
603777,来伊份,2026-07-30,6,下跌放量,12.83,-4.4676,17.5,13.7,12.83,86048.7,0.9391,0.9391,False,64.0,True,downtrend,
603779,威龙股份,2026-07-30,6,下跌放量,6.66,-3.1977,9.25,7.09,6.66,245885.0,0.7389,0.7389,False,72.0,True,downtrend,
605016,百龙创园,2026-07-30,6,下跌放量,21.59,-3.9591,26.34,23.86,21.59,101764.58,2.1984,2.1984,False,82.0,True,downtrend,
605589,圣泉集团,2026-07-30,6,下跌放量,33.16,-5.8757,60.86,35.48,33.16,361451.47,0.8723,0.8723,False,64.0,True,downtrend,
000681,视觉中国,2026-07-29,6,下跌放量,16.87,0.6563,20.98,16.95,16.87,302461.64,0.9766,0.9766,False,62.0,True,downtrend,
002131,利欧股份,2026-07-29,6,下跌放量,4.09,1.2376,4.99,4.12,4.09,2533394.55,0.718,0.718,False,62.0,True,downtrend,
002354,天娱数科,2026-07-29,6,下跌放量,6.19,-0.6421,10.34,6.31,6.19,1582625.79,0.4794,0.4794,False,66.0,True,downtrend,
600272,开开实业,2026-07-29,6,下跌放量,10.41,1.6602,11.73,10.5,10.41,25798.34,0.7182,0.7182,False,54.0,False,downtrend,
600826,兰生股份,2026-07-29,6,下跌放量,7.74,-2.5189,9.95,7.93,7.74,78897.54,0.8856,0.8856,False,56.0,False,downtrend,
603081,大丰实业,2026-07-29,6,下跌放量,8.52,-0.5834,9.35,8.79,8.52,55041.0,1.3803,1.3803,False,72.0,True,downtrend,
603389,亚振家居,2026-07-29,6,下跌放量,44.4,-4.7006,62.96,50.9,44.4,76233.0,2.6898,2.6898,False,82.0,True,downtrend,
603391,力聚热能,2026-07-29,6,下跌放量,50.9,-2.2282,60.1,52.9,50.9,7100.36,0.4452,0.4452,False,58.0,False,downtrend,
603466,风语筑,2026-07-29,6,下跌放量,9.56,-0.8299,12.79,9.65,9.56,369797.85,0.5181,0.5181,False,66.0,True,downtrend,
603660,苏州科达,2026-07-29,6,下跌放量,8.03,-2.3114,12.31,8.3,8.03,207973.88,0.9296,0.9296,False,64.0,True,downtrend,
