annual_return,max_drawdown,sharpe,total_return,month_win_rate,avg_day_return,trade_days,variant
-0.042665179067550296,-0.3456588242639548,-0.10517677312256328,-0.047951077283632126,0.35714285714285715,0.0002550877816845464,284,A
-0.33898033029372066,-0.4642075217379388,-1.5555131999684266,-0.37283117405921684,0.35714285714285715,-0.0014206303798954135,284,B
-0.395668261378319,-0.44991817378518495,-2.0107767878214635,-0.43310731712168293,0.07142857142857142,-0.0018683274790655398,284,C
