date,variant,symbol,name,weight,state,state_code,upside,fair_price,close,factor,side
2025-06-06,A,603389,亚振家居,0.09090909090909091,建仓,entry,,,9.49,5056.0,long
2025-06-06,A,002515,金字火腿,0.09090909090909091,缩量回踩确认,confirming,-0.7198512110485048,1.6668852942613965,6.05,4048.0,long
2025-06-06,A,000929,兰州黄河,0.09090909090909091,缩量回踩确认,confirming,,,8.49,4042.0,long
2025-06-06,A,605016,百龙创园,0.09090909090909091,缩量回踩确认,confirming,0.0,27.17,20.58,4036.0,long
2025-06-06,A,603045,福达合金,0.09090909090909091,试仓·放量破压,trial,-0.5214661746749212,8.87201712152696,16.69,3032.0,long
2025-06-06,A,000980,众泰汽车,0.09090909090909091,止跌缩量候选,candidate,,,2.05,2006.0,long
2025-06-06,A,001215,千味央厨,0.09090909090909091,止跌缩量候选,candidate,-0.20654264286385238,23.311777152660017,29.38,2006.0,long
2025-06-06,A,002194,武汉凡谷,0.09090909090909091,止跌缩量候选,candidate,-0.5579005039230627,6.927699103525609,15.67,2006.0,long
2025-06-06,A,002434,万里扬,0.09090909090909091,止跌缩量候选,candidate,-0.010399506051150254,7.006371497157856,6.92,2006.0,long
2025-06-06,A,002534,西子洁能,0.09090909090909091,止跌缩量候选,candidate,-0.024700346944373064,11.00138008646747,11.23,2006.0,long
2025-06-06,A,002552,宝鼎科技,0.09090909090909091,止跌缩量候选,candidate,0.14188271752847403,16.02061452692449,13.86,2006.0,long
2025-06-06,A,600961,株冶集团,-0.09090909090909091,作废,invalid,0.10238703309100039,11.861684476059164,10.76,5.0,short
2025-06-06,A,600999,招商证券,-0.09090909090909091,作废,invalid,1.4422725916637615,43.30267128769578,15.69,5.0,short
2025-06-06,A,603020,爱普股份,-0.09090909090909091,作废,invalid,0.4793665717261655,13.166362488362873,8.88,5.0,short
2025-06-06,A,000596,,-0.09090909090909091,nan,nan,,,,0.0,short
2025-06-06,A,000957,,-0.09090909090909091,nan,nan,,,,0.0,short
2025-06-06,A,002661,,-0.09090909090909091,nan,nan,,,,0.0,short
2025-06-06,A,600809,,-0.09090909090909091,nan,nan,,,,0.0,short
2025-06-06,A,600814,,-0.09090909090909091,nan,nan,,,,0.0,short
2025-06-06,A,601007,,-0.09090909090909091,nan,nan,,,,0.0,short
2025-06-06,A,605108,,-0.09090909090909091,nan,nan,,,,0.0,short
2025-06-06,A,605388,,-0.09090909090909091,nan,nan,,,,0.0,short
2025-06-13,A,603389,亚振家居,0.09090909090909091,建仓,entry,,,9.49,5056.0,long
2025-06-13,A,000929,兰州黄河,0.09090909090909091,缩量回踩确认,confirming,,,8.49,4036.0,long
2025-06-13,A,605016,百龙创园,0.09090909090909091,缩量回踩确认,confirming,0.0,20.86,20.58,4036.0,long
2025-06-13,A,000980,众泰汽车,0.09090909090909091,止跌缩量候选,candidate,,,2.1,2006.0,long
2025-06-13,A,001215,千味央厨,0.09090909090909091,止跌缩量候选,candidate,-0.1870346780619262,23.267067513867673,28.62,2006.0,long
2025-06-13,A,001313,粤海饲料,0.09090909090909091,止跌缩量候选,candidate,,,7.66,2006.0,long
2025-06-13,A,002194,武汉凡谷,0.09090909090909091,止跌缩量候选,candidate,-0.5361466626726371,6.6470183239011105,14.33,2006.0,long
2025-06-13,A,002515,金字火腿,0.09090909090909091,止跌缩量候选,candidate,-0.7086353082622523,1.6636923898225393,5.7,2006.0,long
2025-06-13,A,002534,西子洁能,0.09090909090909091,止跌缩量候选,candidate,-0.017508810425257648,10.768103437739176,10.91,2006.0,long
2025-06-13,A,003005,竞业达,0.09090909090909091,止跌缩量候选,candidate,-0.5487244780561138,8.971357376244457,19.79,2006.0,long
2025-06-13,A,600234,科新发展,0.09090909090909091,止跌缩量候选,candidate,-0.09267839267839262,6.514569140569141,7.18,2006.0,long
2025-06-13,A,603020,爱普股份,-0.09090909090909091,作废,invalid,0.4815234430997888,13.141112940295125,8.88,5.0,short
2025-06-13,A,603777,来伊份,-0.09090909090909091,作废,invalid,,,13.19,5.0,short
2025-06-13,A,603779,威龙股份,-0.09090909090909091,作废,invalid,-0.8,0.05355339339136517,7.17,5.0,short
2025-06-13,A,000596,,-0.09090909090909091,nan,nan,,,,0.0,short
2025-06-13,A,000957,,-0.09090909090909091,nan,nan,,,,0.0,short
2025-06-13,A,002661,,-0.09090909090909091,nan,nan,,,,0.0,short
2025-06-13,A,600809,,-0.09090909090909091,nan,nan,,,,0.0,short
2025-06-13,A,600814,,-0.09090909090909091,nan,nan,,,,0.0,short
2025-06-13,A,601007,,-0.09090909090909091,nan,nan,,,,0.0,short
2025-06-13,A,605108,,-0.09090909090909091,nan,nan,,,,0.0,short
2025-06-13,A,605388,,-0.09090909090909091,nan,nan,,,,0.0,short
2025-06-20,A,000929,兰州黄河,0.09090909090909091,缩量回踩确认,confirming,,,8.49,4036.0,long
2025-06-20,A,001215,千味央厨,0.09090909090909091,止跌缩量候选,candidate,-0.2168775659708132,21.582854281844387,27.56,2006.0,long
2025-06-20,A,002515,金字火腿,0.09090909090909091,止跌缩量候选,candidate,-0.719406908324584,1.5432620042147878,5.49,2006.0,long
2025-06-20,A,002534,西子洁能,0.09090909090909091,止跌缩量候选,candidate,-0.04031697160001968,10.518125991263785,10.91,2006.0,long
2025-06-20,A,002552,宝鼎科技,0.09090909090909091,止跌缩量候选,candidate,0.14466688776997216,15.315642958362229,13.22,2006.0,long
2025-06-20,A,002715,登云股份,0.09090909090909091,止跌缩量候选,candidate,-0.8,0.14445091691185435,17.2,2006.0,long
2025-06-20,A,600234,科新发展,0.09090909090909091,止跌缩量候选,candidate,-0.07287712491011955,6.378605380618377,6.88,2006.0,long
2025-06-20,A,601956,东贝集团,0.09090909090909091,止跌缩量候选,candidate,0.08826714399008817,6.834317664257754,6.15,2006.0,long
2025-06-20,A,603052,可川科技,0.09090909090909091,止跌缩量候选,candidate,-0.6132497473063937,14.22467429407084,26.22,2006.0,long
2025-06-20,A,603391,力聚热能,0.09090909090909091,止跌缩量候选,candidate,1.3427153502633904,91.67023579553718,37.33,2006.0,long
2025-06-20,A,603636,南威软件,0.09090909090909091,止跌缩量候选,candidate,,,11.36,2006.0,long
2025-06-20,A,603779,威龙股份,-0.09090909090909091,作废,invalid,-0.8,0.052435732944945614,7.07,5.0,short
2025-06-20,A,605016,百龙创园,-0.09090909090909091,作废,invalid,0.0,19.35,20.58,5.0,short
