date,position_pct,position_scale,temp_bucket,used_gbm,w_A,w_B,w_Q,w_M+,w_M-,variant
2026-08-07,20.0,0.2,low,True,0.1641748368393997,0.2523367563489689,0.15157312098429432,0.11329258056339692,0.3186227052639402,ROT
