date,variant,equity,day_return,long_ret,short_ret,equity_long,equity_short,n_long,n_short,position_scale
2025-06-03,A,1000000.0,0.0,0.0,0.0,1000000.0,1000000.0,0,0,
2025-06-04,A,1000000.0,0.0,0.0,0.0,1000000.0,1000000.0,0,0,
2025-06-05,A,1000000.0,0.0,0.0,0.0,1000000.0,1000000.0,0,0,
2025-06-06,A,998800.0,0.0,0.0,0.0,999400.0,999400.0,1,1,
2025-06-09,A,995372.6271664766,-0.003431490622270106,0.004520795660036159,-0.007952286282306265,1003918.0831826401,991452.4850894631,1,1,
2025-06-10,A,1024556.4549060334,0.029319499997336962,0.023402340234023322,0.00591715976331364,1027412.1157323688,997319.0678414718,1,1,
2025-06-11,A,1020281.5695845939,-0.004172425346567699,-0.006156552330694676,0.001984126984126977,1021086.7992766728,999297.8755157604,1,1,
2025-06-12,A,1019378.6655407136,-0.0008849557522124796,-0.0008849557522124796,0.0,1020183.1826401446,999297.8755157604,1,1,
2025-06-13,A,1018155.4111420647,0.0,0.0,0.0,1019571.0727305604,998698.2967904509,1,1,
2025-06-16,A,1010820.6580676509,-0.007203962179198609,-0.007203962179198609,0.0,1012226.1212836045,998698.2967904509,1,1,
2025-06-17,A,1009241.1352596652,-0.0015626142930291742,0.000453514739228833,-0.002016129032258007,1012685.180749039,996684.7921598251,1,1,
2025-06-18,A,1003695.0045862873,-0.005495347424528951,-0.009519492293744158,0.004024144869215207,1003044.9319749096,1000695.5961524198,1,1,
2025-06-19,A,1011378.7940950817,0.007655502392344471,-0.010526315789473717,0.018181818181818188,992486.5642699106,1018890.0615370092,1,1,
2025-06-20,A,1010165.1395421677,0.0,0.0,0.0,991891.0723313486,1018278.727500087,1,1,
2025-06-23,A,1007157.7005173394,-0.002977175619217398,-0.0009237875288683473,-0.002053388090349051,990974.775728733,1016187.8060883825,1,1,
2025-06-24,A,1001293.4341036421,-0.0058225900578281475,0.006472491909385036,-0.012295081967213184,997388.8519470419,1003693.6937184433,1,1,
2025-06-25,A,1004598.684328265,0.0033009806237087602,0.007349563619660104,-0.004048582995951344,1004719.2247679664,999630.1564969112,1,1,
2025-06-26,A,1009107.5788100569,0.004488254416545212,0.00045599635202919764,0.004032258064516014,1005177.3730692742,1003660.9232569793,1,1,
2025-06-27,A,1007896.6497154848,0.0,0.0,0.0,1004574.2666454327,1003058.726703025,1,1,
2025-06-30,A,1012223.4787672936,0.004292929292929126,0.002272727272727204,0.002020202020201922,1006857.3899787177,1005085.1079690915,1,1,
2025-07-01,A,1009961.6410711121,-0.002234524039035346,0.0018140589569159982,-0.004048582995951344,1008683.8886453456,1001015.9374914839,1,1,
2025-07-02,A,1009339.4392759241,-0.0006160647789832385,0.005432322317791005,-0.006048387096774244,1014163.3846452299,994961.405611495,1,1,
2025-07-03,A,1000999.0028110187,-0.00826326222909568,-0.002251238180999593,-0.006012024048096087,1011880.2613119448,988979.6737140312,1,1,
2025-07-04,A,999797.8040076456,0.0,0.0,0.0,1011273.1331551576,988386.2859098028,1,1,
2025-07-07,A,997350.6197511533,-0.0024476791674105103,-0.0004516711833785214,-0.001996007984031989,1010816.3702223864,986413.4589918191,1,1,
2025-07-08,A,994278.4674918774,-0.0030803131801757644,0.0009037505648441524,-0.003984063745019917,1011729.8960879287,982483.5248922501,1,1,
2025-07-09,A,989435.1496497649,-0.004871188505499946,-0.0009029345372459918,-0.003968253968253954,1010816.3702223866,978584.7807458523,1,1,
2025-07-10,A,989214.2498040701,-0.00022325853874605173,0.007681879801174851,-0.007905138339920903,1018581.3400794948,970848.9326767152,1,1,
2025-07-11,A,988027.1927043053,0.0,0.0,0.0,1017970.191275447,970266.4233171091,1,1,
2025-07-14,A,982059.0356385707,-0.006040478551404327,0.0017873100983021306,-0.007827788649706457,1019789.6196780842,962671.3828214762,1,1,
2025-07-15,A,972732.0136619959,-0.009497414756242217,-0.01338090990187335,0.003883495145631133,1006143.906658306,966409.9124635016,1,1,
2025-07-16,A,970726.983347148,-0.002061236071895678,0.007685352622061492,-0.00974658869395717,1013876.4773695136,956990.7125369566,1,1,
2025-07-17,A,970858.9781786909,0.0001359752369174405,-0.0017945266935844861,0.0019305019305019266,1012057.0489668766,958838.1849549816,1,1,
2025-07-18,A,969693.9474048765,0.0,0.0,0.0,1011449.8147374964,958262.8820440085,1,1,
2025-07-21,A,968405.7720261283,-0.0013284349997189082,0.004474272930648615,-0.005802707930367523,1015975.317264286,952702.3624189949,1,1,
2025-07-22,A,966995.5528960577,-0.0014562275141338787,0.006236080178173786,-0.007692307692307665,1022311.0208017916,945373.8827080795,1,1,
2025-07-23,A,966700.6465210526,-0.0003049718006684632,-0.002213368747233324,0.001908396946564861,1020048.2695383967,947178.0313392017,1,1,
2025-07-24,A,966628.4827731596,-7.464952894431498e-05,0.013309671694764935,-0.01338432122370925,1033624.7771187659,934500.6963117173,1,1,
2025-07-25,A,965468.5285938318,0.0,0.0,0.0,1033004.6022524945,933939.9958939302,1,1,
2025-07-28,A,967986.0821241462,0.002607597716293375,-0.0030742204655248573,0.005681818181818232,1029828.9183632686,939246.4731433276,1,1,
2025-07-29,A,968136.3463785562,0.00015523389972749158,0.003964757709251199,-0.003809523809523707,1033911.9405065592,935668.3913408769,1,1,
2025-07-30,A,972246.5808435411,0.004245511988429929,0.006143045195261099,-0.00189753320683117,1040263.3082850111,933892.9294977253,1,1,
2025-07-31,A,964493.2069899448,-0.007974699018092002,-0.017444395987788908,0.009469696969696906,1022116.54320372,942736.6125422112,1,1,
2025-08-01,A,963335.8151415569,0.0,0.0,0.0,1021503.2732777977,942170.9705746858,1,1,
2025-08-04,A,966012.2834692632,0.002778333666866639,0.0008771929824560321,0.0019011406844106071,1022399.3287806729,943962.1701385159,1,1,
2025-08-05,A,964172.260072179,-0.0019047619047618536,0.0,-0.0019047619047618536,1022399.3287806729,942164.1469572997,1,1,
2025-08-06,A,965023.7100007625,0.0008830890120399282,-0.004820333041191893,0.005703422053231821,1017471.023514859,947537.7067308204,1,1,
2025-08-07,A,960774.3761830576,-0.004403346543373043,-0.004403346543373043,0.0,1012990.7460004826,947537.7067308204,1,1,
2025-08-08,A,959621.4469316379,0.0,0.0,0.0,1012382.9515528822,946969.1841067818,1,1,
2025-08-11,A,963729.4099091854,0.004280816139200061,0.006189213085764811,-0.00190839694656475,1018648.8053644386,945161.9910073415,1,1,
2025-08-12,A,964152.8411086181,0.0004393673110718588,0.0004393673110718588,0.0,1019096.3663509781,945161.9910073415,1,1,
2025-08-13,A,961750.1715026936,-0.0024920007528701493,0.0013175230566535578,-0.003809523809523707,1020439.0493105975,941561.3738987423,1,1,
2025-08-14,A,958650.953266352,-0.0032224774459870265,-0.007017543859649145,0.003795066413662118,1013278.0735259617,945134.6618452269,1,1,
2025-08-15,A,957500.5721224323,0.0,0.0,0.0,1012670.1066818461,944567.5810481197,1,1,
2025-08-18,A,952315.3035303514,-0.005415420881250244,0.002189141856392407,-0.0076045627376426506,1014886.9851991007,937384.5576180959,1,1,
2025-08-19,A,941534.3755658568,-0.01132075471698113,0.0,-0.01132075471698113,1014886.9851991007,926772.6569658156,1,1,
2025-08-20,A,943891.0816059078,0.002503048323259094,0.004368719965050172,-0.001865671641791078,1019320.7422336095,925043.6035013271,1,1,
2025-08-21,A,945238.2271835653,0.001427225666085885,-0.00043497172683770735,0.0018621973929235924,1018877.3665301587,926766.217288108,1,1,
2025-08-22,A,944103.941310945,0.0,0.0,0.0,1018266.0401102406,926210.1575577351,1,1,
2025-08-25,A,945807.0508614065,0.0018039428456326778,0.0074009577710056895,-0.005597014925373012,1025802.1840727456,921026.1454818523,1,1,
