date,variant,symbol,name,weight,state,state_code,upside,fair_price,close,factor,side,position_pct,position_scale,temp_bucket,used_gbm,w_A,w_B,w_Q,w_M+,w_M-
2025-06-06,A,000028,,1.0,,,0.09567178008854116,27.808149778647174,25.38,0.0,long,,,,,,,,,
2025-06-06,A,000950,,-1.0,,,-0.08030578523824017,4.699637437432593,5.11,0.0,short,,,,,,,,,
2025-06-13,A,000028,,1.0,,,0.08520762487642597,27.651090281851335,25.48,0.0,long,,,,,,,,,
2025-06-13,A,000950,,-1.0,,,-0.07280119162358711,4.673081994217121,5.04,0.0,short,,,,,,,,,
2025-06-20,A,000028,,1.0,,,0.08599121426587786,26.976021762364407,24.84,0.0,long,,,,,,,,,
2025-06-20,A,000950,,-1.0,,,-0.07337244328279446,4.559007579048651,4.92,0.0,short,,,,,,,,,
2025-06-27,A,000028,,1.0,,,0.09480131963268823,27.227708819264958,24.87,0.0,long,,,,,,,,,
2025-06-27,A,000950,,-1.0,,,-0.07969158482300576,4.601542075884971,5.0,0.0,short,,,,,,,,,
2025-07-04,A,000028,,1.0,,,0.09809124922747992,27.485223968163822,25.03,0.0,long,,,,,,,,,
2025-07-04,A,000950,,-1.0,,,-0.08200358168939847,4.645061876651643,5.06,0.0,short,,,,,,,,,
2025-07-11,A,000028,,1.0,,,0.1034024762557888,27.91608264927146,25.3,0.0,long,,,,,,,,,
2025-07-11,A,000950,,-1.0,,,-0.08568284049596397,4.717876543040826,5.16,0.0,short,,,,,,,,,
2025-07-18,A,000028,,1.0,,,0.11255772190867108,28.103208055413035,25.26,0.0,long,,,,,,,,,
2025-07-18,A,000950,,-1.0,,,-0.09187519631452201,4.749492723275051,5.23,0.0,short,,,,,,,,,
2025-07-25,A,000028,,1.0,,,0.11377599291831286,28.66859405771737,25.74,0.0,long,,,,,,,,,
2025-07-25,A,000950,,-1.0,,,-0.09268527462058573,4.845060633526072,5.34,0.0,short,,,,,,,,,
2025-08-01,A,000028,,1.0,,,0.11076591119258916,28.62443753143302,25.77,0.0,long,,,,,,,,,
2025-08-01,A,000950,,-1.0,,,-0.09067787605918132,4.837593699365156,5.32,0.0,short,,,,,,,,,
2025-08-08,A,000028,,1.0,,,0.11323076168442037,28.465310576270628,25.57,0.0,long,,,,,,,,,
2025-08-08,A,000950,,-1.0,,,-0.09232312594152858,4.810687432509899,5.3,0.0,short,,,,,,,,,
2025-08-15,A,000028,,1.0,,,0.09197119315680213,28.19469620730863,25.82,0.0,long,,,,,,,,,
2025-08-15,A,000950,,-1.0,,,-0.07768215262836353,4.906730948017106,5.32,0.0,short,,,,,,,,,
2025-08-22,A,000028,,1.0,,,0.05947346616535465,27.51452591631426,25.97,0.0,long,,,,,,,,,
2025-08-22,A,000950,,-1.0,,,-0.05315128398580482,5.131920040796937,5.42,0.0,short,,,,,,,,,
2025-08-29,A,000028,,1.0,,,0.04757324332086199,27.02738967767824,25.8,0.0,long,,,,,,,,,
2025-08-29,A,000950,,-1.0,,,-0.04344007299584729,5.041070815311884,5.27,0.0,short,,,,,,,,,
2025-09-05,A,000028,,1.0,,,0.04749333545537748,26.721554987466682,25.51,0.0,long,,,,,,,,,
2025-09-05,A,000950,,-1.0,,,-0.043373437062822595,4.984024392902694,5.21,0.0,short,,,,,,,,,
2025-09-12,A,000028,,1.0,,,0.04842332136820149,27.00738475844487,25.76,0.0,long,,,,,,,,,
2025-09-12,A,000950,,-1.0,,,-0.044147759113704055,5.037341309470779,5.27,0.0,short,,,,,,,,,
2025-09-19,A,000028,,1.0,,,0.04049217089942525,26.93834230458612,25.89,0.0,long,,,,,,,,,
2025-09-19,A,000950,,-1.0,,,-0.037458610022086725,5.024466055684707,5.22,0.0,short,,,,,,,,,
2025-09-26,A,000028,,1.0,,,0.04322995000203256,26.049451851550753,24.97,0.0,long,,,,,,,,,
2025-09-26,A,000950,,-1.0,,,-0.03978973361269089,4.8586639479197835,5.06,0.0,short,,,,,,,,,
2025-09-30,A,000028,,1.0,,,0.046866689673372264,26.171667241834307,25.0,0.0,long,,,,,,,,,
2025-09-30,A,000950,,-1.0,,,-0.042850195996911644,4.88146400041575,5.1,0.0,short,,,,,,,,,
2025-10-10,A,000028,,1.0,,,0.04607296969793939,26.5493319709337,25.38,0.0,long,,,,,,,,,
2025-10-10,A,000950,,-1.0,,,-0.042185726317331196,4.951899794939398,5.17,0.0,short,,,,,,,,,
2025-10-17,A,000028,,1.0,,,0.05830596816227085,26.626978158962736,25.16,0.0,long,,,,,,,,,
2025-10-17,A,000950,,-1.0,,,-0.05221685911238927,4.966383658251081,5.24,0.0,short,,,,,,,,,
2025-10-24,A,000028,,1.0,,,0.033968277917130196,26.304152990211794,25.44,0.0,long,,,,,,,,,
2025-10-24,A,000950,,-1.0,,,-0.031807393174770215,5.189512372583232,5.36,0.0,short,,,,,,,,,
2025-10-31,A,000028,,1.0,,,-0.03262465695508243,24.590681220201805,25.42,0.0,long,,,,,,,,,
2025-10-31,A,000950,,-1.0,,,0.03490198770706954,5.557423673986963,5.37,0.0,short,,,,,,,,,
2025-11-07,A,000028,,1.0,,,-0.021827260499402645,24.982531766845256,25.54,0.0,long,,,,,,,,,
2025-11-07,A,000950,,-1.0,,,0.022823614455937946,5.645986351796777,5.52,0.0,short,,,,,,,,,
2025-11-14,A,000028,,1.0,,,-0.02500312148832562,25.47666843551005,26.13,0.0,long,,,,,,,,,
2025-11-14,A,000950,,-1.0,,,0.026319248209239587,5.757650982453835,5.61,0.0,short,,,,,,,,,
2025-11-21,A,000028,,1.0,,,-0.040415200318315025,23.836086424093054,24.84,0.0,long,,,,,,,,,
2025-11-21,A,000950,,-1.0,,,0.04396925262357154,5.386881343537629,5.16,0.0,short,,,,,,,,,
2025-11-28,A,000028,,1.0,,,-0.03137341869793275,24.099429342795432,24.88,0.0,long,,,,,,,,,
2025-11-28,A,000950,,-1.0,,,0.033473793367378324,5.446406891046084,5.27,0.0,short,,,,,,,,,
2025-12-05,A,000028,,1.0,,,-0.019880014340307728,24.659818839197857,25.16,0.0,long,,,,,,,,,
2025-12-05,A,000950,,-1.0,,,0.02070317309640024,5.573039325106345,5.46,0.0,short,,,,,,,,,
2025-12-12,A,000028,,1.0,,,0.052879906723668935,25.995604897007386,24.69,0.0,long,,,,,,,,,
2025-12-12,A,000950,,-1.0,,,-0.047822235968957294,5.874936804071534,6.17,0.0,short,,,,,,,,,
2025-12-19,A,000028,,1.0,,,0.10507646738338061,27.63796244925835,25.01,0.0,long,,,,,,,,,
2025-12-19,A,000950,,-1.0,,,-0.0868290811554594,6.246089084896657,6.84,0.0,short,,,,,,,,,
2025-12-26,A,000028,,1.0,,,0.06737771139812576,26.47096724267352,24.8,0.0,long,,,,,,,,,
2025-12-26,A,000950,,-1.0,,,-0.05937641719490039,5.982365986640434,6.36,0.0,short,,,,,,,,,
2025-12-31,A,000028,,1.0,,,0.02427865361698789,25.15628373283322,24.56,0.0,long,,,,,,,,,
2025-12-31,A,000950,,-1.0,,,-0.023154341159505654,5.685241734451678,5.82,0.0,short,,,,,,,,,
2026-01-09,A,000028,,1.0,,,0.05796792961543917,26.47035759897829,25.02,0.0,long,,,,,,,,,
2026-01-09,A,000950,,-1.0,,,-0.05194557477110895,5.982223423194302,6.31,0.0,short,,,,,,,,,
2026-01-16,A,000028,,1.0,,,0.054218403997541964,26.176242971258965,24.83,0.0,long,,,,,,,,,
2026-01-16,A,000950,,-1.0,,,-0.04891429408196135,5.9157530908102,6.22,0.0,short,,,,,,,,,
2026-01-23,A,000028,,1.0,,,0.05656690418446786,27.005850070954995,25.56,0.0,long,,,,,,,,,
2026-01-23,A,000950,,-1.0,,,-0.05081770381887418,6.103242164444639,6.43,0.0,short,,,,,,,,,
2026-01-30,A,000028,,1.0,,,0.01362781089709375,26.41514075197826,26.06,0.0,long,,,,,,,,,
2026-01-30,A,000950,,-1.0,,,-0.013266231508464843,5.969739299373788,6.05,0.0,short,,,,,,,,,
2026-02-06,A,000028,,1.0,,,0.004571073939253045,26.560859194953853,26.44,0.0,long,,,,,,,,,
2026-02-06,A,000950,,-1.0,,,-0.004529663089449576,6.002686131570619,6.03,0.0,short,,,,,,,,,
2026-02-13,A,000028,,1.0,,,-0.004823958996348576,25.655638337074134,25.78,0.0,long,,,,,,,,,
2026-02-13,A,000950,,-1.0,,,0.004870953556810775,5.798105402022798,5.77,0.0,short,,,,,,,,,
2026-02-27,A,000028,,1.0,,,0.007065903856155797,26.012512296604502,25.83,0.0,long,,,,,,,,,
2026-02-27,A,000950,,-1.0,,,-0.006967441315241962,5.878752747413768,5.92,0.0,short,,,,,,,,,
2026-03-06,A,000028,,1.0,,,0.001367074535607804,25.58492875438478,25.55,0.0,long,,,,,,,,,
2026-03-06,A,000950,,-1.0,,,-0.0013633469418330435,5.782106221206787,5.79,0.0,short,,,,,,,,,
2026-03-13,A,000028,,1.0,,,-0.007403875298483853,25.76779539725136,25.96,0.0,long,,,,,,,,,
2026-03-13,A,000950,,-1.0,,,0.007515157882098666,5.82343761255853,5.78,0.0,short,,,,,,,,,
2026-03-20,A,000028,,1.0,,,0.4948700383467588,38.74703139394799,25.92,0.0,long,,,,,,,,,
2026-03-20,A,000950,,-1.0,,,-0.24871089653534895,4.117064286986288,5.48,0.0,short,,,,,,,,,
2026-03-27,A,000028,,1.0,,,0.5235266556015279,39.154635048959264,25.7,0.0,long,,,,,,,,,
2026-03-27,A,000950,,-1.0,,,-0.2557464687101142,4.160377239910462,5.59,0.0,short,,,,,,,,,
2026-04-03,A,000028,,1.0,,,0.7726650741007028,46.79835795625855,26.4,0.0,long,,,,,,,,,
2026-04-03,A,000950,,-1.0,,,-0.3035618285693459,4.97256854401487,7.14,0.0,short,,,,,,,,,
2026-04-10,A,000028,,1.0,,,0.5903342226232235,41.73037000163338,26.24,0.0,long,,,,,,,,,
2026-04-10,A,000950,,-1.0,,,-0.2707125074011457,4.4340679550010345,6.08,0.0,short,,,,,,,,,
2026-04-17,A,000028,,1.0,,,0.6000932338838572,41.68242874267448,26.05,0.0,long,,,,,,,,,
2026-04-17,A,000950,,-1.0,,,-0.27274653429384343,4.428973606150493,6.09,0.0,short,,,,,,,,,
2026-04-24,A,000028,,1.0,,,0.43488650888795366,35.57083655533237,24.79,0.0,long,,,,,,,,,
2026-04-24,A,000950,,-1.0,,,-0.23258786213807425,4.5200574920067425,5.89,0.0,short,,,,,,,,,
2026-04-30,A,000028,,1.0,,,0.0,24.54,24.54,0.0,long,,,,,,,,,
2026-04-30,A,000950,,-1.0,,,-0.46235209907206176,3.118357825382042,5.8,0.0,short,,,,,,,,,
2026-05-08,A,000028,,1.0,,,0.016560223370454707,24.936222279277256,24.53,0.0,long,,,,,,,,,
2026-05-08,A,000950,,-1.0,,,-0.46474589159731317,3.168704321743906,5.92,0.0,short,,,,,,,,,
2026-05-15,A,000028,,1.0,,,0.12976234152704746,27.272462924462925,24.14,0.0,long,,,,,,,,,
2026-05-15,A,000950,,-1.0,,,-0.4811998547355101,3.4655849703667925,6.68,0.0,short,,,,,,,,,
2026-05-22,A,000028,,1.0,,,0.17797514202783482,28.03580838026247,23.8,0.0,long,,,,,,,,,
2026-05-22,A,000950,,-1.0,,,-0.42353079245344105,3.562579702637734,6.18,0.0,short,,,,,,,,,
2026-05-29,A,000028,,1.0,,,0.14385941523001677,27.017959387732997,23.62,0.0,long,,,,,,,,,
2026-05-29,A,000950,,-1.0,,,-0.40907916939288547,3.433250025827335,5.81,0.0,short,,,,,,,,,
2026-06-05,A,000028,,1.0,,,0.15608618679563024,26.34720419707241,22.79,0.0,long,,,,,,,,,
2026-06-05,A,000950,,-1.0,,,-0.39016568192896217,3.347990406209998,5.49,0.0,short,,,,,,,,,
2026-06-12,A,000028,,1.0,,,0.0,22.65,22.65,0.0,long,,,,,,,,,
2026-06-12,A,000950,,-1.0,,,-0.4517721036585366,2.8781964557926827,5.25,0.0,short,,,,,,,,,
2026-06-18,A,000028,,1.0,,,0.0,22.6,22.6,0.0,long,,,,,,,,,
2026-06-18,A,000950,,-1.0,,,-0.4508920672720578,2.871834488167138,5.23,0.0,short,,,,,,,,,
2026-06-26,A,000028,,1.0,,,0.0,19.1,19.1,0.0,long,,,,,,,,,
2026-06-26,A,000950,,-1.0,,,-0.4584603677869371,2.6697903868104,4.93,0.0,short,,,,,,,,,
2026-07-03,A,000028,,1.0,,,0.0,20.36,20.36,0.0,long,,,,,,,,,
2026-07-03,A,000950,,-1.0,,,-0.46505483760265887,2.845908263953855,5.32,0.0,short,,,,,,,,,
2026-07-10,A,000028,,1.0,,,0.0,20.22,20.22,0.0,long,,,,,,,,,
2026-07-10,A,000950,,-1.0,,,-0.44946535135793453,2.851769479965899,5.18,0.0,short,,,,,,,,,
2026-07-17,A,000028,,1.0,,,0.0,20.78,20.78,0.0,long,,,,,,,,,
2026-07-17,A,000950,,-1.0,,,-0.45013942874457313,2.9307568447914254,5.33,0.0,short,,,,,,,,,
2026-07-24,A,000028,,1.0,,,0.0,20.16,20.16,0.0,long,,,,,,,,,
2026-07-24,A,000950,,-1.0,,,-0.45003636292641025,2.843312003670459,5.17,0.0,short,,,,,,,,,
2026-07-31,A,000028,,1.0,,,0.0,21.02,21.02,0.0,long,,,,,,,,,
2026-07-31,A,000950,,-1.0,,,-0.4580263601009379,2.96459581024787,5.47,0.0,short,,,,,,,,,
2026-08-07,A,000028,,1.0,,,0.0,20.32,20.32,0.0,long,,,,,,,,,
2026-08-07,A,000950,,-1.0,,,-0.4722142186614122,2.8658767926685313,5.43,0.0,short,,,,,,,,,
2025-06-06,A_L,000028,,1.0,,,0.09567178008854116,27.808149778647174,25.38,0.0,long,,,,,,,,,
2025-06-13,A_L,000028,,1.0,,,0.08520762487642597,27.651090281851335,25.48,0.0,long,,,,,,,,,
2025-06-20,A_L,000028,,1.0,,,0.08599121426587786,26.976021762364407,24.84,0.0,long,,,,,,,,,
2025-06-27,A_L,000028,,1.0,,,0.09480131963268823,27.227708819264958,24.87,0.0,long,,,,,,,,,
2025-07-04,A_L,000028,,1.0,,,0.09809124922747992,27.485223968163822,25.03,0.0,long,,,,,,,,,
2025-07-11,A_L,000028,,1.0,,,0.1034024762557888,27.91608264927146,25.3,0.0,long,,,,,,,,,
2025-07-18,A_L,000028,,1.0,,,0.11255772190867108,28.103208055413035,25.26,0.0,long,,,,,,,,,
2025-07-25,A_L,000028,,1.0,,,0.11377599291831286,28.66859405771737,25.74,0.0,long,,,,,,,,,
2025-08-01,A_L,000028,,1.0,,,0.11076591119258916,28.62443753143302,25.77,0.0,long,,,,,,,,,
2025-08-08,A_L,000028,,1.0,,,0.11323076168442037,28.465310576270628,25.57,0.0,long,,,,,,,,,
2025-08-15,A_L,000028,,1.0,,,0.09197119315680213,28.19469620730863,25.82,0.0,long,,,,,,,,,
2025-08-22,A_L,000028,,1.0,,,0.05947346616535465,27.51452591631426,25.97,0.0,long,,,,,,,,,
2025-08-29,A_L,000028,,1.0,,,0.04757324332086199,27.02738967767824,25.8,0.0,long,,,,,,,,,
2025-09-05,A_L,000028,,1.0,,,0.04749333545537748,26.721554987466682,25.51,0.0,long,,,,,,,,,
